team,side,position,depth_rank,name,class_year,jersey,ourlads_id
Troy Trojans,defense,SPEAR,3,DayDay Nelson,RS-SR/TR,13,183029
Troy Trojans,defense,SPEAR,4,KD Reynolds,FR,35,183033
Troy Trojans,defense,LCB,1,Jordan Turner,JR/TR,7,183043
Troy Trojans,defense,LCB,2,Jabari Strait,SR/TR,1,172240
Troy Trojans,defense,LCB,3,Jonathan Pennix,RS-JR/TR,14,160163
Troy Trojans,defense,SS,1,Justin Powe,RS-SR,6,156555
Troy Trojans,defense,SS,2,Knai Cook,JR/TR,10,183015
Troy Trojans,defense,SS,3,Jon Bocchino,RS-FR,19,178147
Troy Trojans,defense,FS,1,Marcus Goree Jr.,RS-SO/TR,8,169169
Troy Trojans,defense,FS,2,Joe Lott,RS-SO,29,172233
Troy Trojans,defense,RCB,1,Shemar Welch,RS-SO,12,172242
Troy Trojans,defense,RCB,2,Marlin Odom,RS-SO,17,172237
Troy Trojans,special_teams,PT,1,Evan Crenshaw,RS-SR/TR,28,79197
Troy Trojans,special_teams,PT,2,Austin Lewis,RS-FR,49,178161
Troy Trojans,special_teams,PK,1,Ethan Head,JR/TR,33,171631
Troy Trojans,special_teams,PK,2,Jalen Ballard,RS-SR/TR,16,177692
Troy Trojans,special_teams,PK,3,Hayden Wolfe,JR/TR,38,183039
Troy Trojans,special_teams,KO,1,Ethan Head,JR/TR,33,171631
Troy Trojans,special_teams,KO,2,Jalen Ballard,RS-SR/TR,16,177692
Troy Trojans,special_teams,KO,3,Hayden Wolfe,JR/TR,38,183039
Troy Trojans,special_teams,LS,1,Colton Walls,RS-JR,87,164182
Troy Trojans,special_teams,LS,2,Kinnick Manley,RS-SR/TR,24,169877
Troy Trojans,special_teams,H,1,Evan Crenshaw,RS-SR/TR,28,79197
Troy Trojans,special_teams,PR,1,Mojo Dortch,RS-SR/TR,5,163781
Troy Trojans,special_teams,PR,2,Noreel White,RS-SO/TR,4,167966
Troy Trojans,special_teams,KR,1,Jordan Lovett,RS-JR,1,164177
Troy Trojans,special_teams,KR,2,Noreel White,RS-SO/TR,4,167966
Tulane Green Wave,offense,WR-X,1,Destyn Hill,RS-JR/TR,2,163736
Tulane Green Wave,offense,WR-X,2,Bredell Richardson,RS-SO/TR,8,169366
Tulane Green Wave,offense,WR-X,3,Antwaun Parham,RS-FR,15,174910
Tulane Green Wave,offense,WR-Z,1,Anthony Brown-Stephens,RS-SR/TR,5,159810
Tulane Green Wave,offense,WR-Z,2,Garrett Mmahat,RS-SR,16,157596
Tulane Green Wave,offense,WR-H,1,Zycarl Lewis Jr.,RS-SO,1,171633
Tulane Green Wave,offense,WR-H,2,Oliver Mitchell Jr.,SO,17,174908
Tulane Green Wave,offense,WR-H,3,Gabe Daniels,SO/TR,85,177456
Tulane Green Wave,offense,LT,1,Dominic Steward,RS-SO,55,168614
Tulane Green Wave,offense,LT,2,Tristen Fortenberry,RS-SO,52,171625
Tulane Green Wave,offense,LG,1,Elijah Baker,RS-SO,73,171615
Tulane Green Wave,offense,LG,2,Gresham Perry,RS-FR,76,177069
Tulane Green Wave,offense,LG,3,Riley Rushing,JR/TR,71,180868
Tulane Green Wave,offense,C,1,John Bock II,RS-SR/TR,51,156477
Tulane Green Wave,offense,C,2,Gavin Marks,SO/TR,60,180866
Tulane Green Wave,offense,C,3,Colin O'Carroll,RS-SO,75,171637
Tulane Green Wave,offense,RG,1,Reese Baker,RS-SO,78,171616
Tulane Green Wave,offense,RG,2,Tylan George,FR,67,180862
Tulane Green Wave,offense,RT,1,Ryan Mickow,RS-JR/TR,58,165856
Tulane Green Wave,offense,RT,2,Darion Reed,RS-JR,77,163638
Tulane Green Wave,offense,TE,1,Gabe Lovorn,SO,86,177065
Tulane Green Wave,offense,TE,2,Ty Thompson,RS-SR/TR,13,168617
Tulane Green Wave,offense,TE,3,Dawson Johnson,RS-SO/TR,19,172752
Tulane Green Wave,offense,TE,4,Vance Bolyard,RS-JR/TR,80,161615
Tulane Green Wave,offense,TE,5,Cameron Roberts,RS-FR,87,177075
Tulane Green Wave,offense,QB,1,Zeon Chriss-Gremillion,RS-SR/TR,9,168626
Tulane Green Wave,offense,QB,2,Kadin Semonza,RS-JR/TR,3,161477
Tulane Green Wave,offense,RB,1,Jaylin Lucas,RS-SR/TR,12,168143
Tulane Green Wave,offense,RB,2,Jamauri McClure,RS-SO,25,171635
Tulane Green Wave,offense,RB,3,Maurice Turner,RS-SR/TR,0,155964
Tulane Green Wave,offense,RB,4,Johnnie Daniels,RS-SR/TR,6,169216
Tulane Green Wave,offense,RB,5,Jake Randle,FR,24,181621
Tulane Green Wave,defense,DE,1,Josh Lewis,RS-FR,99,177064
Tulane Green Wave,defense,DE,2,Reshad Sterling,RS-FR/TR,51,174869
Tulane Green Wave,defense,DE,3,Geordan Guidry,RS-SO,96,171629
Tulane Green Wave,defense,NT,1,Derrick Shepard Jr.,RS-SR/TR,94,153633
Tulane Green Wave,defense,NT,2,PaLanding Drammeh,RS-FR,98,174903
Tulane Green Wave,defense,DT,1,Ed Smith IV,RS-SR/TR,45,148475
Tulane Green Wave,defense,DT,2,Armondous Cooley,RS-SR/TR,92,154721
Tulane Green Wave,defense,DT,3,Jordyn Crites,FR,90,181613
Tulane Green Wave,defense,BAN,1,Jah'rie Garner,RS-JR,48,163633
Tulane Green Wave,defense,BAN,2,Gerrod Henderson,RS-SR,10,156574
Tulane Green Wave,defense,BAN,3,Warren Roberts Jr.,RS-FR,40,177070
Tulane Green Wave,defense,BAN,4,Nikolas Alston,RS-FR,97,174901
Tulane Green Wave,defense,WLB,1,Chris Rodgers,SR/TR,4,168608
Tulane Green Wave,defense,WLB,2,Dalton Hughes,RS-SR/TR,11,148471
Tulane Green Wave,defense,WLB,3,Jean Claude Joseph III,RS-JR,44,161948
Tulane Green Wave,defense,MLB,1,Dickson Agu,RS-JR,2,163626
Tulane Green Wave,defense,MLB,2,Makai Williams,SR,42,163640
Tulane Green Wave,defense,MLB,3,Grayson McPherson,RS-FR,43,177066
Tulane Green Wave,defense,SPEAR,1,TJ Smith,RS-SR/TR,3,174912
Tulane Green Wave,defense,SPEAR,2,Kajuan Banks,RS-SR/TR,13,79014
Tulane Green Wave,defense,SPEAR,3,Dorion Jackson,RS-JR/TR,26,164163
Tulane Green Wave,defense,SPEAR,4,Michael Igbinoghene,RS-FR,24,177063
Tulane Green Wave,defense,FCB,1,Anthony Rogers,RS-SO/TR,12,180871
Tulane Green Wave,defense,FCB,2,LJ Green,RS-JR/TR,22,164161
Tulane Green Wave,defense,FCB,3,Justin Agu,GR/TR,22,149820
Tulane Green Wave,defense,SS,1,Kevin Adams III,RS-JR,7,163625
Tulane Green Wave,defense,SS,2,Chase Green,RS-SO,27,171628
Tulane Green Wave,defense,SS,3,Josh Sims,RS-FR,6,177073
Tulane Green Wave,defense,FS,1,Jack Tchienchou,RS-JR/TR,1,168616
Tulane Green Wave,defense,FS,2,Joshua Moore,RS-JR,30,163642
Tulane Green Wave,defense,BCB,1,E'zaiah Shine,RS-SO,5,171638
Tulane Green Wave,defense,BCB,2,Macho Stevenson,RS-JR/TR,21,161369
Tulane Green Wave,defense,BCB,3,Shaun Nicholas,JR,0,168613
Tulane Green Wave,special_teams,PT,1,William Hudlow,RS-JR,34,166857
Tulane Green Wave,special_teams,PT,2,Brooks Moore,FR,33,180872
Tulane Green Wave,special_teams,PT,3,John Allen,FR,38,181609
Tulane Green Wave,special_teams,PK,1,Jackson Courville,RS-JR/TR,96,166468
Tulane Green Wave,special_teams,PK,2,Cooper Helmke,RS-FR,35,177062
Tulane Green Wave,special_teams,PK,3,Zach Marini,RS-SO,46,171634
Tulane Green Wave,special_teams,KO,1,Jackson Courville,RS-JR/TR,96,166468
Tulane Green Wave,special_teams,KO,2,Cooper Helmke,RS-FR,35,177062
Tulane Green Wave,special_teams,KO,3,Zach Marini,RS-SO,46,171634
Tulane Green Wave,special_teams,LS,1,Jason Arredondo,SO,57,174902
Tulane Green Wave,special_teams,LS,2,Graham Coady,FR,63,181611
Tulane Green Wave,special_teams,H,1,William Hudlow,RS-JR,34,166857
Tulane Green Wave,special_teams,H,2,Brooks Moore,FR,33,180872
Tulane Green Wave,special_teams,H,3,John Allen,FR,38,181609
Tulane Green Wave,special_teams,PR,1,Oliver Mitchell Jr.,SO,17,174908
Tulane Green Wave,special_teams,KR,1,TJ Smith,RS-SR/TR,3,174912
Tulane Green Wave,special_teams,KR,2,Anthony Brown-Stephens,RS-SR/TR,5,159810
Tulsa Golden Hurricane,offense,WR-X,1,Jimmy Calloway,GR/TR,7,160732
Tulsa Golden Hurricane,offense,WR-X,2,Donnell Gee Jr.,SO,0,177080
Tulsa Golden Hurricane,offense,WR-X,3,Micah Tease,RS-JR/TR,3,160836
Tulsa Golden Hurricane,offense,WR-Z,1,David Wells Jr.,RS-JR/TR,1,160240
Tulsa Golden Hurricane,offense,WR-Z,2,Josh Smith,RS-SO,15,169790
Tulsa Golden Hurricane,offense,WR-SL,1,Grayson Tempest,SR,19,163999
Tulsa Golden Hurricane,offense,WR-SL,2,Oran Singleton Jr.,RS-SR/TR,2,70144
Tulsa Golden Hurricane,offense,WR-SL,3,Javon Ross,JR/TR,9,181278
Tulsa Golden Hurricane,offense,LT,1,Cam East,RS-SR/TR,73,153205
Tulsa Golden Hurricane,offense,LT,2,Colten Christian,RS-SO,56,169763
Tulsa Golden Hurricane,offense,LT,3,Jack Hood,RS-SO/TR,53,176298
Tulsa Golden Hurricane,offense,LG,1,Ian Mayes,SO,52,177083
Tulsa Golden Hurricane,offense,LG,2,Ross Johnston,JR/TR,54,169777
Tulsa Golden Hurricane,offense,LG,3,Josh Love,RS-SO,76,171816
Tulsa Golden Hurricane,offense,C,1,Malachi Preciado,RS-SR/TR,50,79464
Tulsa Golden Hurricane,offense,C,2,Will Morris,RS-JR,66,163995
Tulsa Golden Hurricane,offense,RG,1,Hunter Erb,RS-SR/TR,60,153034
Tulsa Golden Hurricane,offense,RG,2,Alan Pond,JR/TR,70,181272
Tulsa Golden Hurricane,offense,RG,3,Evan McClure,RS-SO/TR,75,171335
Tulsa Golden Hurricane,offense,RT,1,Brody Duffel,JR,77,169766
Tulsa Golden Hurricane,offense,RT,2,Davis Dotson,RS-SR/TR,78,156211
Tulsa Golden Hurricane,offense,TE,1,Jewlyen Roberts,RS-SO,84,169780
Tulsa Golden Hurricane,offense,TE,2,Grant McAtee,JR/TR,11,181268
Tulsa Golden Hurricane,offense,QB,1,Baylor Hayes,RS-SO/TR,10,177081
Tulsa Golden Hurricane,offense,QB,2,Dexter Williams II,GR/TR,5,79484
Tulsa Golden Hurricane,offense,QB,3,Andrew Alford,RS-FR,16,177076
Tulsa Golden Hurricane,offense,QB,4,Kyden Barker,FR,8,181245
Tulsa Golden Hurricane,offense,RB,1,Damari Alston,RS-SR/TR,6,153164
Tulsa Golden Hurricane,offense,RB,2,Seth Davis,RS-JR/TR,23,162126
Tulsa Golden Hurricane,offense,RB,3,DJ McKinney,RS-JR/TR,4,166709
Tulsa Golden Hurricane,offense,RB,4,Trequan Jones,SR/TR,20,178227
Tulsa Golden Hurricane,defense,LDE,1,Kyran Duhon,JR/TR,0,172090
Tulsa Golden Hurricane,defense,LDE,2,Jayden Madkins,RS-SR/TR,90,176809
Tulsa Golden Hurricane,defense,LDE,3,Will Upshaw,RS-SO,41,169784
Tulsa Golden Hurricane,defense,NT,1,Tai Newhouse,RS-SR,99,158865
Tulsa Golden Hurricane,defense,NT,2,Tyler Rich,RS-JR,58,164004
Tulsa Golden Hurricane,defense,DT,1,Jaylen George,RS-SR/TR,11,174142
Tulsa Golden Hurricane,defense,DT,2,Arias Nash,RS-SR/TR,10,174468
Tulsa Golden Hurricane,defense,DT,3,Dailen Howard,SR/TR,88,181261
Tulsa Golden Hurricane,defense,RDE,1,Thomas Davis,RS-SR/TR,15,164128
Tulsa Golden Hurricane,defense,RDE,2,Hudson Ball,SO,32,176389
Tulsa Golden Hurricane,defense,WLB,1,William Alexander,RS-SR,33,159210
Tulsa Golden Hurricane,defense,WLB,2,C.J. Turner,RS-JR,35,164000
Tulsa Golden Hurricane,defense,WLB,3,Dax Collins,JR,9,169764
Tulsa Golden Hurricane,defense,MLB,1,Devin Hightower,GR/TR,24,64747
Tulsa Golden Hurricane,defense,MLB,2,Chris Thompson Jr.,GR/TR,6,64667
Tulsa Golden Hurricane,defense,STAR,1,Devin Robinson,RS-JR,2,164005
Tulsa Golden Hurricane,defense,STAR,2,Zane Woodham,RS-SR/TR,27,162743
Tulsa Golden Hurricane,defense,STAR,3,Ty Williams,RS-SR/TR,22,147504
Tulsa Golden Hurricane,defense,LCB,1,Caldra Williford,RS-SR/TR,16,177447
Tulsa Golden Hurricane,defense,LCB,2,NuNu Campbell,RS-SR,13,158859
Tulsa Golden Hurricane,defense,LCB,3,Willie Goodwyn,RS-SO/TR,23,169424
Tulsa Golden Hurricane,defense,SS,1,Zach Williams,JR,1,169797
Tulsa Golden Hurricane,defense,SS,2,Ashton Williams,JR,5,169787
Tulsa Golden Hurricane,defense,FS,1,Rylan Leathers,RS-SO/TR,19,181264
Tulsa Golden Hurricane,defense,FS,2,Tyson Williams,SR/TR,4,181279
Tulsa Golden Hurricane,defense,FS,3,Dedaunte Scott,RS-SO,12,169782
Tulsa Golden Hurricane,defense,RCB,1,Elijah Green,JR,7,169789
Tulsa Golden Hurricane,defense,RCB,2,JD Drew,RS-SR/TR,3,158389
Tulsa Golden Hurricane,defense,RCB,3,Korbyn Green,RS-SR/TR,8,74209
Tulsa Golden Hurricane,special_teams,PT,1,Max Tulen,RS-JR/TR,29,181275
Tulsa Golden Hurricane,special_teams,PT,2,Henry Simon,RS-SO,44,171814
Tulsa Golden Hurricane,special_teams,PK,1,Marlon Hauck,RS-SR/TR,18,157359
Tulsa Golden Hurricane,special_teams,PK,2,Evan Guenthner,RS-JR,95,169772
Tulsa Golden Hurricane,special_teams,PK,3,Owen Carey,FR,10,181251
Tulsa Golden Hurricane,special_teams,KO,1,Marlon Hauck,RS-SR/TR,18,157359
Tulsa Golden Hurricane,special_teams,KO,2,Evan Guenthner,RS-JR,95,169772
Tulsa Golden Hurricane,special_teams,KO,3,Owen Carey,FR,10,181251
Tulsa Golden Hurricane,special_teams,LS,1,Aidan Fedigan,RS-SR/TR,42,157604
Tulsa Golden Hurricane,special_teams,LS,2,Joel Bazinet,FR,41,181247
Tulsa Golden Hurricane,special_teams,H,1,Max Tulen,RS-JR/TR,29,181275
Tulsa Golden Hurricane,special_teams,H,2,Henry Simon,RS-SO,44,171814
Tulsa Golden Hurricane,special_teams,PR,1,Tyson Williams,SR/TR,4,181279
Tulsa Golden Hurricane,special_teams,PR,2,Grayson Tempest,SR,19,163999
Tulsa Golden Hurricane,special_teams,KR,1,Javon Ross,JR/TR,9,181278
Tulsa Golden Hurricane,special_teams,KR,2,Kelvin Washington,RS-FR,22,177089
UAB Blazers,offense,WR-X,1,Kaleb Brown,RS-SR/TR,8,163559
UAB Blazers,offense,WR-X,2,EJ Reid,RS-SO/TR,4,168585
UAB Blazers,offense,WR-Z,1,CJ Smith,RS-SR/TR,1,167855
UAB Blazers,offense,WR-Z,2,Jaylen Elder,SO,12,177100
UAB Blazers,offense,WR-Z,3,AJ Johnson,GR/TR,9,175154
UAB Blazers,offense,WR-SL,1,Ty Mims,RS-SR/TR,0,157820
UAB Blazers,offense,WR-SL,2,KJ Daniels,RS-SO/TR,6,171331
UAB Blazers,offense,WR-SL,3,Brogan McNab,FR,17,181165
UAB Blazers,offense,LT,1,Payton Kirkland,RS-JR/TR,51,160425
UAB Blazers,offense,LT,2,Keyon Cox,RS-JR/TR,77,162983
UAB Blazers,offense,LG,1,Calib Perez,RS-SR/TR,75,140449
UAB Blazers,offense,LG,2,Nelson Ramirez,RS-JR/TR,78,177108
UAB Blazers,offense,C,1,Adam Lepkowski,GR,68,151650
UAB Blazers,offense,C,2,Jaden Ligon,RS-SO,59,170939
UAB Blazers,offense,RG,1,Barry Walker,RS-SO,74,169756
UAB Blazers,offense,RG,2,Cooper Young,RS-JR/TR,64,165044
UAB Blazers,offense,RT,1,Kyrik Mason,GR/TR,71,170046
UAB Blazers,offense,RT,2,Ryan Gunter,RS-SR,58,156591
UAB Blazers,offense,TE,1,Antonio Ferguson,RS-JR/TR,85,166235
UAB Blazers,offense,TE,2,Sean Persson,RS-SO/TR,87,174922
UAB Blazers,offense,TE,3,Scott Isacks,RS-SR/TR,44,156011
UAB Blazers,offense,QB,1,Ryder Burton,RS-JR/TR,5,162608
UAB Blazers,offense,QB,2,Adrian Posse,RS-SO,11,169754
UAB Blazers,offense,QB,3,Adrian Posse,RS-SO,11,169754
UAB Blazers,offense,QB,4,Cam Jennings,RS-SO,18,170934
UAB Blazers,offense,RB,1,Rod Robinson II,RS-JR/TR,2,160009
UAB Blazers,offense,RB,2,Bam McReynolds,RS-SR/TR,3,157868
UAB Blazers,offense,RB,3,Ja'Vin Simpkins,RS-JR/TR,7,166802
UAB Blazers,offense,RB,4,Marquise Collins,RS-JR/TR,10,161617
UAB Blazers,defense,LDE,1,Noah Nelson,RS-SR/TR,9,177601
UAB Blazers,defense,LDE,2,Chris Burge,RS-SO,59,170926
UAB Blazers,defense,LDE,3,Tylin Jackson,RS-JR/TR,17,181162
UAB Blazers,defense,NT,1,Cam Cunningham,RS-SR/TR,29,181157
UAB Blazers,defense,NT,2,Raymond Macias,RS-SO/TR,99,181163
UAB Blazers,defense,NT,3,Sterling Sanders,RS-FR/TR,52,174777
UAB Blazers,defense,DT,1,Chris Spencer,RS-SR/TR,90,156258
UAB Blazers,defense,DT,2,Kyle Mosley,RS-SO,54,169753
UAB Blazers,defense,DT,3,Elijah Hall,RS-SR/TR,15,168437
UAB Blazers,defense,RDE,1,Blanche Gold,RS-SR/TR,7,181158
UAB Blazers,defense,RDE,2,Marlin Dean,GR/TR,4,71861
UAB Blazers,defense,RDE,3,J'Quan Mason,RS-SO,58,170941
UAB Blazers,defense,WLB,1,Ike Esonwune,RS-JR/TR,3,165084
UAB Blazers,defense,WLB,2,Colby Archie,JR/TR,32,181155
UAB Blazers,defense,WLB,3,Mantrez Walker,RS-FR/TR,14,174427
UAB Blazers,defense,MLB,1,Muaaz Byard,RS-SR/TR,35,159223
UAB Blazers,defense,MLB,2,Braden Sullivan,SR/TR,33,181171
UAB Blazers,defense,LCB,1,Delvon Gulley,JR/TR,5,177102
UAB Blazers,defense,LCB,2,Que Billingsley,RS-JR/TR,6,170828
UAB Blazers,defense,LCB,3,Isaiah Crozier,RS-JR/TR,16,177097
UAB Blazers,defense,SS,1,Jeremiah Jordan,RS-SR/TR,13,175988
UAB Blazers,defense,SS,2,Diezel Wilkinson,JR/TR,24,181174
UAB Blazers,defense,FS,1,Jotavian Pierce,RS-FR/TR,0,176867
UAB Blazers,defense,FS,2,Jaylen Thompson,RS-SO/TR,25,168978
UAB Blazers,defense,RCB,1,Darrell Sweeting,RS-JR/TR,1,164046
UAB Blazers,defense,RCB,2,Courage Ugochukwu,RS-SR/TR,22,169741
UAB Blazers,defense,RCB,3,Guylijah Theodule,JR/TR,2,172204
UAB Blazers,defense,NB,1,Anta'Veon McKenzie,RS-JR/TR,11,181164
UAB Blazers,special_teams,PT,1,Badger Hargett,RS-JR/TR,20,166249
UAB Blazers,special_teams,PK,1,Jonah Delange,SR,39,164596
UAB Blazers,special_teams,PK,2,Owen Simpson,SO,35,177109
UAB Blazers,special_teams,KO,1,Owen Simpson,SO,35,177109
UAB Blazers,special_teams,KO,2,Jonah Delange,SR,39,164596
UAB Blazers,special_teams,LS,1,Evan Bishop,RS-JR/TR,46,78084
UAB Blazers,special_teams,H,1,Badger Hargett,RS-JR/TR,20,166249
UAB Blazers,special_teams,PR,1,Ty Mims,RS-SR/TR,0,157820
UAB Blazers,special_teams,PR,2,Kaleb Brown,RS-SR/TR,8,163559
UAB Blazers,special_teams,KR,1,Ty Mims,RS-SR/TR,0,157820
UAB Blazers,special_teams,KR,2,Amari Brundidge,RS-SO,30,170925
UCLA Bruins,offense,WR-X,1,Leland Smith,SR/TR,0,77505
UCLA Bruins,offense,WR-X,2,Aidan Mizell,RS-JR/TR,1,161190
UCLA Bruins,offense,WR-X,3,Marcus Harris,RS-FR/TR,15,174340
UCLA Bruins,offense,WR-Z,1,Landon Ellis,SR/TR,11,173841
UCLA Bruins,offense,WR-Z,2,Brian Rowe Jr.,SO/TR,2,174547
UCLA Bruins,offense,WR-SL,1,Mikey Matthews,SR/TR,7,168695
UCLA Bruins,offense,WR-SL,2,Semaj Morgan,SR/TR,4,159985
UCLA Bruins,offense,WR-SL,3,Jackson Meehan,RS-SR/TR,23,177326
UCLA Bruins,offense,LT,1,Jordan Davis,RS-SR/TR,68,162531
UCLA Bruins,offense,LT,2,Mack Indestad,RS-SR/TR,76,155779
UCLA Bruins,offense,LT,3,Jensen Somerville,RS-SO,66,169656
UCLA Bruins,offense,LG,1,Eugene Brooks,RS-SO/TR,55,169302
UCLA Bruins,offense,LG,2,Sean Na'a,RS-JR/TR,71,161430
UCLA Bruins,offense,LG,3,Nehemiah Johnson,RS-FR,75,176901
UCLA Bruins,offense,C,1,Riley Robell,RS-JR/TR,51,165727
UCLA Bruins,offense,C,2,Sam Yoon,RS-SR,64,153547
UCLA Bruins,offense,RG,1,Carter Sweazie,RS-SR/TR,52,158962
UCLA Bruins,offense,RG,2,Derek Osman,RS-SR/TR,54,179559
UCLA Bruins,offense,RG,3,Julian Armella,RS-SR/TR,74,155815
UCLA Bruins,offense,RT,1,Hall Schmidt,RS-SR/TR,65,158318
UCLA Bruins,offense,RT,2,Michael McDonald,SO/TR,78,179571
UCLA Bruins,offense,TE,1,Josh Phifer,RS-JR/TR,89,165725
UCLA Bruins,offense,TE,2,Brayden Loftin,RS-SR/TR,85,155857
UCLA Bruins,offense,TE,3,Harry Lodge,RS-SR/TR,19,156659
UCLA Bruins,offense,QB,1,Nico Iamaleava,RS-JR/TR,9,160801
UCLA Bruins,offense,QB,2,Madden Iamaleava,RS-FR,10,175304
UCLA Bruins,offense,QB,3,Colton Gumino,RS-FR,17,176380
UCLA Bruins,offense,RB,1,Wayne Knight,RS-SR/TR,3,78536
UCLA Bruins,offense,RB,2,Anthony Woods,RS-SR/TR,6,169509
UCLA Bruins,offense,RB,3,Jaivian Thomas,SR/TR,21,163773
UCLA Bruins,defense,LDE,1,Sahir West,RS-SO/TR,15,171683
UCLA Bruins,defense,LDE,2,Amier Washington,RS-JR/TR,90,161363
UCLA Bruins,defense,LDE,3,Lucien Holland,RS-FR,17,177322
UCLA Bruins,defense,LDT,1,Maxwell Roy,RS-FR/TR,99,173922
UCLA Bruins,defense,LDT,2,A.J. Fuimaono,RS-JR,55,159897
UCLA Bruins,defense,LDT,3,Gavin Blum,SO/TR,59,179561
UCLA Bruins,defense,RDT,1,Tyson Ford,RS-JR/TR,95,152982
UCLA Bruins,defense,RDT,2,Darold DeNgohe,RS-JR/TR,92,165714
UCLA Bruins,defense,RDT,3,Ashton Sanders,RS-JR/TR,44,160269
UCLA Bruins,defense,RDE,1,Aiden Gobaira,RS-SR/TR,97,152983
UCLA Bruins,defense,RDE,2,Ryan McCulloch,RS-JR/TR,19,163785
UCLA Bruins,defense,RDE,3,Jewelous Walls,SO,41,176383
UCLA Bruins,defense,WLB,1,Jalen Woods,RS-SR,9,153552
UCLA Bruins,defense,WLB,2,Donavyn Pellot,RS-JR,0,159905
UCLA Bruins,defense,WLB,3,Scott Taylor,SO,20,176387
UCLA Bruins,defense,MLB,1,Sammy Omosigho,SR/TR,10,160265
UCLA Bruins,defense,MLB,2,Drew Spinogatti,SR/TR,56,176599
UCLA Bruins,defense,MLB,3,Anthony Sacca,RS-FR/TR,39,177933
UCLA Bruins,defense,LCB,1,Scooter Jackson,SR/TR,1,174372
UCLA Bruins,defense,LCB,2,Dante Lovett,RS-JR/TR,21,160161
UCLA Bruins,defense,LCB,3,Jhase McMillan,RS-SO/TR,23,179558
UCLA Bruins,defense,SS,1,Cole Martin,RS-JR/TR,4,79695
UCLA Bruins,defense,SS,2,Ta'Shawn James,RS-JR/TR,27,164567
UCLA Bruins,defense,FS,1,Tao Johnson,RS-SR/TR,6,156619
UCLA Bruins,defense,FS,2,Malik Hartford,RS-JR/TR,12,161017
UCLA Bruins,defense,FS,3,Aaron Williams,RS-JR/TR,7,160739
UCLA Bruins,defense,RCB,1,Rodrick Pleasant,RS-JR/TR,2,163375
UCLA Bruins,defense,RCB,2,Robert Stafford III,RS-JR/TR,3,162149
UCLA Bruins,defense,RCB,3,Jamier Johnson,RS-SR/TR,45,160076
UCLA Bruins,defense,NB,1,Derrick Barksdale,SR/TR,32,160984
UCLA Bruins,special_teams,PT,1,Chase Barry,RS-SR/TR,45,153558
UCLA Bruins,special_teams,PT,2,Curtis Gerrand,SO/TR,35,177947
UCLA Bruins,special_teams,PT,3,Lennox Miller,RS-FR,19,176902
UCLA Bruins,special_teams,PK,1,Mateen Bhaghani,SR/TR,15,78980
UCLA Bruins,special_teams,PK,2,Mateo Orosco,FR,31,181023
UCLA Bruins,special_teams,KO,1,Mateen Bhaghani,SR/TR,15,78980
UCLA Bruins,special_teams,KO,2,Mateo Orosco,FR,31,181023
UCLA Bruins,special_teams,LS,1,Salem Abdul-Wahab,RS-SR/TR,50,165682
UCLA Bruins,special_teams,LS,2,Halakilangi Muagututi'a,RS-FR,30,174373
UCLA Bruins,special_teams,LS,3,Giancarlo Cereghino,FR,44,179564
UCLA Bruins,special_teams,H,1,Chase Barry,RS-SR/TR,45,153558
UCLA Bruins,special_teams,H,2,Curtis Gerrand,SO/TR,35,177947
UCLA Bruins,special_teams,H,3,Lennox Miller,RS-FR,19,176902
UCLA Bruins,special_teams,PR,1,Mikey Matthews,SR/TR,7,168695
UCLA Bruins,special_teams,KR,1,Wayne Knight,RS-SR/TR,3,78536
UCLA Bruins,special_teams,KR,2,Cole Martin,RS-JR/TR,4,79695
UNLV Rebels,offense,WR-X,1,Amorion Walker,RS-SR/TR,17,167976
UNLV Rebels,offense,WR-X,2,Taz Reddicks,RS-JR/TR,2,160237
UNLV Rebels,offense,WR-X,3,Tavian McNair,RS-FR,5,174704
UNLV Rebels,offense,WR-X,4,Vincent Carner,FR,81,182316
UNLV Rebels,offense,WR-Z,1,Taeshaun Lyons,RS-JR/TR,8,79526
UNLV Rebels,offense,WR-Z,2,Kayden McGee,RS-SO,6,172828
UNLV Rebels,offense,WR-Z,3,Cassidee Miles,RS-FR,83,176893
UNLV Rebels,offense,WR-Z,4,Tatum Bell Jr.,FR,15,182312
UNLV Rebels,offense,WR-SL,1,DeAngelo Irvin Jr.,SR,4,167235
UNLV Rebels,offense,WR-SL,2,Troy Stellato,RS-SR/TR,10,146782
UNLV Rebels,offense,WR-SL,3,Peyton Zachary,FR,82,182346
UNLV Rebels,offense,WR-SL,4,David Titone-Perez,RS-SO,86,172835
UNLV Rebels,offense,LT,1,Will Thomas,RS-SR/TR,72,163803
UNLV Rebels,offense,LT,2,Jesus Garcia II,FR,73,182319
UNLV Rebels,offense,LT,3,Ed Haynes,RS-JR,71,167245
UNLV Rebels,offense,LG,1,Griffin Scroggs,RS-SR/TR,55,163542
UNLV Rebels,offense,LG,2,Colton Thomasson,RS-JR/TR,77,160838
UNLV Rebels,offense,LG,3,Eli Sanchez,FR,62,182336
UNLV Rebels,offense,C,1,Austin Boyd,SR,79,166611
UNLV Rebels,offense,C,2,Amare Taase,RS-SO,74,172834
UNLV Rebels,offense,RG,1,BJ Tolo,RS-JR/TR,66,166189
UNLV Rebels,offense,RG,2,Joe Metzger,RS-SR/TR,64,182349
UNLV Rebels,offense,RG,3,Chrysanthos Fetokakis,RS-FR,76,176890
