team,side,position,depth_rank,name,class_year,jersey,ourlads_id
Maryland Terrapins,special_teams,PR,1,Ricardo Cooper Jr.,RS-JR,25,165572
Maryland Terrapins,special_teams,KR,1,Iverson Howard,SO,24,175245
Maryland Terrapins,special_teams,KR,2,Ricardo Cooper Jr.,RS-JR,25,165572
Massachusetts Minutemen,offense,WR-X,1,T.Y. Harding,RS-SR,2,155022
Massachusetts Minutemen,offense,WR-X,2,Dallas Elliott,RS-SR,17,159301
Massachusetts Minutemen,offense,WR-X,3,Jabari Lewis,SO/TR,19,182284
Massachusetts Minutemen,offense,WR-Z,1,Joseph Griffin Jr.,RS-SR/TR,1,153439
Massachusetts Minutemen,offense,WR-Z,2,Kezion Dia-Johnson,RS-SO,8,169199
Massachusetts Minutemen,offense,WR-SL,1,Devin Matthews,RS-JR/TR,9,182285
Massachusetts Minutemen,offense,WR-SL,2,Elijah Pedro,RS-FR,3,178186
Massachusetts Minutemen,offense,WR-SL,3,David Moore Jr.,FR,12,182291
Massachusetts Minutemen,offense,LT,1,Greg Knox,RS-SR/TR,66,182281
Massachusetts Minutemen,offense,LT,2,Zachary Franks,GR/TR,73,79886
Massachusetts Minutemen,offense,LT,3,Tanner Burlingame,RS-SO,75,169198
Massachusetts Minutemen,offense,LG,1,Nick Dalessandro,GR/TR,59,182271
Massachusetts Minutemen,offense,LG,2,Riley Bloch,RS-SO,76,172263
Massachusetts Minutemen,offense,C,1,Aitor Urionabarrenechea,RS-JR/TR,79,163711
Massachusetts Minutemen,offense,C,2,Peyton Miller,RS-JR,64,164269
Massachusetts Minutemen,offense,RG,1,Brock Taylor,RS-SO,69,169211
Massachusetts Minutemen,offense,RT,1,Jaxon King,RS-SR/TR,77,172277
Massachusetts Minutemen,offense,RT,2,Greg Klingensmith,RS-SR/TR,78,182280
Massachusetts Minutemen,offense,RT,3,Garrett Cooper,RS-FR,57,178179
Massachusetts Minutemen,offense,TE,1,Reece Adkins,GR/TR,83,169681
Massachusetts Minutemen,offense,TE,2,Max Dowling,RS-SR/TR,11,75726
Massachusetts Minutemen,offense,TE,3,Jax Markovich,SO,86,178185
Massachusetts Minutemen,offense,TE,4,Owen Anderson,RS-SR/TR,87,152806
Massachusetts Minutemen,offense,TE,5,Matt Ogunniyi,RS-SO/TR,18,169566
Massachusetts Minutemen,offense,QB,1,William Watson III,RS-JR/TR,5,160166
Massachusetts Minutemen,offense,QB,2,Logan Inagawa,SO/TR,16,182276
Massachusetts Minutemen,offense,QB,3,Will Perry,RS-SO,7,169207
Massachusetts Minutemen,offense,QB,4,Aedan McCarthy,FR,13,182286
Massachusetts Minutemen,offense,RB,1,Jordan Washington,RS-SO/TR,0,182306
Massachusetts Minutemen,offense,RB,2,Justin Williams-Thomas,RS-SR/TR,6,161527
Massachusetts Minutemen,offense,RB,3,Elijah Faulkner,SO,23,178183
Massachusetts Minutemen,offense,RB,4,Da'Marion Alberic,RS-SO,4,169195
Massachusetts Minutemen,defense,LDE,1,Andrew DePaepe,RS-JR/TR,42,161102
Massachusetts Minutemen,defense,LDE,2,Zachary Betts,JR/TR,17,182267
Massachusetts Minutemen,defense,LDE,3,Joshua Nobles,GR/TR,2,79740
Massachusetts Minutemen,defense,LDE,4,Jerry Washington,RS-FR,11,173837
Massachusetts Minutemen,defense,NT,1,Zakar Morris,RS-SO/TR,55,182293
Massachusetts Minutemen,defense,NT,2,Tim Passmore Jr.,RS-SR/TR,90,159021
Massachusetts Minutemen,defense,NT,3,Aubrey Melvin,RS-FR/TR,10,178693
Massachusetts Minutemen,defense,DT,1,Justin Krueger,RS-SO/TR,9,182282
Massachusetts Minutemen,defense,DT,2,Kamarion Thomas,RS-FR/TR,99,176749
Massachusetts Minutemen,defense,DT,3,Hollis Dirstine,GR/TR,95,182274
Massachusetts Minutemen,defense,RDE,1,William DePaepe,RS-SO/TR,98,171027
Massachusetts Minutemen,defense,RDE,2,Colin Reynolds,GR/TR,94,182308
Massachusetts Minutemen,defense,RDE,3,Romando Johnson,RS-FR,92,174511
Massachusetts Minutemen,defense,WLB,1,Tyler Martin,RS-SR/TR,5,163077
Massachusetts Minutemen,defense,WLB,2,Khari Bendolph,SO/TR,15,177901
Massachusetts Minutemen,defense,WLB,3,Joshua Iseah,SR/TR,6,182277
Massachusetts Minutemen,defense,MLB,1,Timmy Hinspeter,RS-SR/TR,44,157942
Massachusetts Minutemen,defense,MLB,2,Kendric Council,JR/TR,16,182270
Massachusetts Minutemen,defense,STAR,1,Michael Robinson,GR/TR,8,150426
Massachusetts Minutemen,defense,STAR,2,Jahmad Harmon,RS-SR/TR,22,166498
Massachusetts Minutemen,defense,LCB,1,Isaiah Reed,GR/TR,0,174573
Massachusetts Minutemen,defense,LCB,2,Raheim Sexil,RS-SO/TR,13,169881
Massachusetts Minutemen,defense,LCB,3,JC Clark,RS-FR,23,175698
Massachusetts Minutemen,defense,SS,1,Zeraun Daniel,SR/TR,38,175699
Massachusetts Minutemen,defense,SS,2,Keith Sarkodieh,RS-SO,20,169208
Massachusetts Minutemen,defense,SS,3,Michael Pangaro,RS-SO,27,172272
Massachusetts Minutemen,defense,FS,1,Kendall Bournes,SR/TR,3,175697
Massachusetts Minutemen,defense,FS,2,DD Snyder,GR/TR,1,161483
Massachusetts Minutemen,defense,RCB,1,TJ Magee,RS-SR/TR,7,175703
Massachusetts Minutemen,defense,RCB,2,Chris Stanley,JR/TR,4,182299
Massachusetts Minutemen,special_teams,PT,1,Edward Phillipson,RS-FR,43,178187
Massachusetts Minutemen,special_teams,PT,2,Michael Streeter,FR,46,182300
Massachusetts Minutemen,special_teams,PK,1,Derek Morris,JR/TR,99,170800
Massachusetts Minutemen,special_teams,PK,2,Seamus McIntyre,FR,33,182288
Massachusetts Minutemen,special_teams,KO,1,Derek Morris,JR/TR,99,170800
Massachusetts Minutemen,special_teams,KO,2,Seamus McIntyre,FR,33,182288
Massachusetts Minutemen,special_teams,LS,1,Grant Mills,RS-SO/TR,51,171233
Massachusetts Minutemen,special_teams,LS,2,James Horton,RS-SO,56,172266
Massachusetts Minutemen,special_teams,H,1,Edward Phillipson,RS-FR,43,178187
Massachusetts Minutemen,special_teams,H,2,Michael Streeter,FR,46,182300
Massachusetts Minutemen,special_teams,PR,1,T.Y. Harding,RS-SR,2,155022
Massachusetts Minutemen,special_teams,KR,1,T.Y. Harding,RS-SR,2,155022
Massachusetts Minutemen,special_teams,KR,2,Jordan Washington,RS-SO/TR,0,182306
Massachusetts Minutemen,special_teams,KR,3,Kezion Dia-Johnson,RS-SO,8,169199
Memphis Tigers,offense,WR-X,1,Terrell Timmons Jr.,RS-SR/TR,4,78616
Memphis Tigers,offense,WR-X,2,Jemyri Davis,RS-JR/TR,13,174929
Memphis Tigers,offense,WR-Z,1,Brady Kluse,JR,12,169824
Memphis Tigers,offense,WR-Z,2,Alante Brown,RS-SR/TR,17,163593
Memphis Tigers,offense,WR-SL,1,Tychaun Chapman,RS-SR/TR,1,78858
Memphis Tigers,offense,WR-SL,2,Jermane Hayes,SO/TR,11,176164
Memphis Tigers,offense,WR-SL,3,Bryce Dorsey,RS-SO,8,171824
Memphis Tigers,offense,LT,1,Carde Smith,RS-FR/TR,66,174426
Memphis Tigers,offense,LT,2,Xavier Allen,SR/TR,71,179466
Memphis Tigers,offense,LG,1,Skyler Grant,RS-SR/TR,75,152034
Memphis Tigers,offense,LG,2,Brian Grant,RS-SR/TR,77,154196
Memphis Tigers,offense,C,1,Koby Keenum,RS-JR/TR,50,159802
Memphis Tigers,offense,C,2,Phillip Gray,RS-SR/TR,73,179468
Memphis Tigers,offense,RG,1,Parker Mitchell,RS-SR/TR,76,174646
Memphis Tigers,offense,RG,2,Maarten Woudsma,RS-SR/TR,55,158171
Memphis Tigers,offense,RT,1,Aaron Karas,RS-SR/TR,59,158337
Memphis Tigers,offense,RT,2,Riley McGehee,JR/TR,78,172348
Memphis Tigers,offense,TE,1,Hunter Tipton,RS-SR/TR,0,169918
Memphis Tigers,offense,TE,2,TJ Johnson,RS-JR/TR,10,160190
Memphis Tigers,offense,TE,3,Aidan O'Callaghan,RS-SO/TR,14,181020
Memphis Tigers,offense,QB,1,Marcus Stokes,RS-JR/TR,2,179470
Memphis Tigers,offense,QB,2,Air Noland,RS-SO/TR,3,167683
Memphis Tigers,offense,QB,3,Denzel Gardner,RS-FR/TR,9,176161
Memphis Tigers,offense,RB,1,Dallan Hayden,RS-SR/TR,7,157305
Memphis Tigers,offense,RB,2,Jaylin Carter,SO/TR,6,176156
Memphis Tigers,offense,RB,3,Manny Covey,RS-JR/TR,28,160487
Memphis Tigers,defense,LDE,1,J'Mond Tapp,RS-SR/TR,14,157456
Memphis Tigers,defense,LDE,2,Jabari Ishmael,RS-SR/TR,93,167044
Memphis Tigers,defense,LDE,3,Justin Wallace,RS-SR/TR,10,179471
Memphis Tigers,defense,NT,1,J'Mari Monette,RS-SR/TR,94,152908
Memphis Tigers,defense,NT,2,Devan Lowe,SR/TR,99,178200
Memphis Tigers,defense,NT,3,KJ Miles,RS-SR/TR,56,164050
Memphis Tigers,defense,DT,1,Jaden McKinney,SR/TR,11,175897
Memphis Tigers,defense,DT,2,Taylor Burton,SR/TR,90,175981
Memphis Tigers,defense,DT,3,Xavier Miles,RS-SO/TR,18,172460
Memphis Tigers,defense,RDE,1,Joseph Head Jr.,RS-JR/TR,4,165267
Memphis Tigers,defense,RDE,2,Deangelo Thompson Jr.,RS-FR/TR,35,176193
Memphis Tigers,defense,RDE,3,Stone Chaney,RS-SO/TR,13,172018
Memphis Tigers,defense,WLB,1,Jayden Parrish,RS-SO/TR,23,168159
Memphis Tigers,defense,WLB,2,Trey McDonald,RS-SR/TR,40,153870
Memphis Tigers,defense,WLB,3,Wolf Walker,RS-FR,43,175995
Memphis Tigers,defense,MLB,1,Mike Montgomery,SR/TR,9,176169
Memphis Tigers,defense,MLB,2,Donovan Mathena,RS-SR,33,157632
Memphis Tigers,defense,MLB,3,Christian Thatcher,RS-FR/TR,42,174833
Memphis Tigers,defense,LCB,1,Ellis Ellis Jr.,RS-SR/TR,1,179467
Memphis Tigers,defense,LCB,2,Chauncey Logan Jr.,GR/TR,2,167583
Memphis Tigers,defense,SS,1,Dylan King,RS-SR/TR,6,176167
Memphis Tigers,defense,SS,2,Dylan Smith,RS-JR/TR,3,165101
Memphis Tigers,defense,FS,1,Ahmere Foster,SR/TR,5,166930
Memphis Tigers,defense,FS,2,Khalil Foster,RS-FR/TR,21,176159
Memphis Tigers,defense,RCB,1,Anthony Richard Jr.,RS-SR/TR,8,172202
Memphis Tigers,defense,RCB,2,Dilan Williamson,RS-SR/TR,32,179472
Memphis Tigers,defense,NB,1,Ian Foster,RS-JR/TR,0,167025
Memphis Tigers,defense,NB,2,Darius Malcolm Jr.,RS-SO/TR,7,179469
Memphis Tigers,special_teams,PT,1,Harrison Tuck,SR/TR,30,179465
Memphis Tigers,special_teams,PT,2,Jake Snyder,FR,32,179489
Memphis Tigers,special_teams,PK,1,Philippe Laforge,SO/TR,80,178170
Memphis Tigers,special_teams,PK,2,Tarik Ahmetbasic,RS-JR/TR,40,165532
Memphis Tigers,special_teams,PK,3,Oliver Castaneda,RS-SO,33,171819
Memphis Tigers,special_teams,KO,1,Philippe Laforge,SO/TR,80,178170
Memphis Tigers,special_teams,KO,2,Tarik Ahmetbasic,RS-JR/TR,40,165532
Memphis Tigers,special_teams,KO,3,Oliver Castaneda,RS-SO,33,171819
Memphis Tigers,special_teams,LS,1,Weston Simmons,RS-JR/TR,34,167381
Memphis Tigers,special_teams,LS,2,Ben Majors,FR,42,182757
Memphis Tigers,special_teams,H,1,Harrison Tuck,SR/TR,30,179465
Memphis Tigers,special_teams,H,2,Jake Snyder,FR,32,179489
Memphis Tigers,special_teams,PR,1,Manny Covey,RS-JR/TR,28,160487
Memphis Tigers,special_teams,KR,1,Alante Brown,RS-SR/TR,17,163593
Miami Hurricanes,offense,WR-X,1,Joshua Moore,SO,3,174191
Miami Hurricanes,offense,WR-X,2,Vandrevius Jacobs,RS-JR/TR,8,160403
Miami Hurricanes,offense,WR-Z,1,Cooper Barkate,GR/TR,18,174258
Miami Hurricanes,offense,WR-Z,2,Daylyn Upshaw,RS-FR,7,174193
Miami Hurricanes,offense,WR-SL,1,Malachi Toney,SO,1,174192
Miami Hurricanes,offense,WR-SL,2,Vance Spafford,FR,13,178853
Miami Hurricanes,offense,LT,1,Samson Okunlola,RS-JR,63,160362
Miami Hurricanes,offense,LT,2,Jaden Wilkerson,RS-FR,73,174196
Miami Hurricanes,offense,LT,3,Jacob Hawks,SO/TR,75,183662
Miami Hurricanes,offense,LG,1,Max Buchanan,SO,66,175278
Miami Hurricanes,offense,LG,2,Seuseu Alofaituli,SO,65,174195
Miami Hurricanes,offense,LG,3,Johnathan Cline,RS-JR/TR,56,162982
Miami Hurricanes,offense,C,1,Ryan Rodriguez,RS-SR,76,150760
Miami Hurricanes,offense,C,2,Rhys Woodrow,FR,57,178866
Miami Hurricanes,offense,RG,1,Jackson Cantwell,FR,79,178839
Miami Hurricanes,offense,RG,2,Ben Congdon,FR,58,178848
Miami Hurricanes,offense,RG,3,Jamal Meriweather,RS-JR/TR,71,166922
Miami Hurricanes,offense,RT,1,Matthew McCoy,RS-SR,78,158553
Miami Hurricanes,offense,RT,2,Juan Minaya,RS-SO,77,172773
Miami Hurricanes,offense,TE,1,Elija Lofton,JR,9,169241
Miami Hurricanes,offense,TE,2,Gavin Mueller,FR,87,178846
Miami Hurricanes,offense,TE,3,Luka Gilbert,SO,88,175282
Miami Hurricanes,offense,TE,4,Owen Ruskavich,RS-JR,44,167430
Miami Hurricanes,offense,QB,1,Darian Mensah,RS-JR/TR,10,163636
Miami Hurricanes,offense,QB,2,Luke Nickel,RS-FR,5,174189
Miami Hurricanes,offense,QB,3,Judd Anderson,RS-SO,15,169234
Miami Hurricanes,offense,RB,1,Mark Fletcher Jr.,SR,4,163244
Miami Hurricanes,offense,RB,2,CharMar Brown,RS-JR/TR,6,176348
Miami Hurricanes,offense,RB,3,Girard Pringle Jr.,SO,0,174190
Miami Hurricanes,offense,RB,4,Jordan Lyle,JR,2,170086
Miami Hurricanes,defense,LDE,1,Damon Wilson II,SR/TR,10,160012
Miami Hurricanes,defense,LDE,2,Armondo Blount,JR,18,169236
Miami Hurricanes,defense,NT,1,Justin Scott,JR,5,172788
Miami Hurricanes,defense,NT,2,Keona Davis,JR/TR,97,171005
Miami Hurricanes,defense,DT,1,Ahmad Moten Sr.,RS-SR,99,158554
Miami Hurricanes,defense,DT,2,Jarquez Carter,SO/TR,91,173908
Miami Hurricanes,defense,RDE,1,Marquise Lightfoot,JR,8,169240
Miami Hurricanes,defense,RDE,2,Herbert Scroggins III,SO,31,175287
Miami Hurricanes,defense,RDE,3,Booker Pickett Jr.,RS-SO,33,172774
Miami Hurricanes,defense,WLB,1,Chase Smith,RS-SR,9,146853
Miami Hurricanes,defense,WLB,2,Cam Pruitt,JR,4,169246
Miami Hurricanes,defense,MLB,1,Mohamed Toure,RS-SR/TR,1,135993
Miami Hurricanes,defense,MLB,2,Kamal Bonner,RS-JR/TR,11,160568
Miami Hurricanes,defense,MLB,3,Kellen Wiley Jr.,RS-FR,30,174198
Miami Hurricanes,defense,LCB,1,Romanas Frederique Jr.,JR,29,172768
Miami Hurricanes,defense,LCB,2,Damari Brown,RS-JR,2,160369
Miami Hurricanes,defense,LCB,3,Chris Ewald Jr.,RS-FR,20,175281
Miami Hurricanes,defense,SS,1,Bryce Fitzgerald,SO,3,174199
Miami Hurricanes,defense,SS,2,JJ Dunnigan,FR,25,178844
Miami Hurricanes,defense,FS,1,Zechariah Poyser,RS-JR/TR,7,164993
Miami Hurricanes,defense,FS,2,Dylan Day,JR,23,169237
Miami Hurricanes,defense,RCB,1,Xavier Lucas,JR/TR,6,168925
Miami Hurricanes,defense,RCB,2,Ethan O'Connor,RS-JR/TR,24,167266
Miami Hurricanes,defense,RCB,3,Ja'Boree Antoine,SO,16,175277
Miami Hurricanes,defense,NB,1,Omar Thornton,JR/TR,0,172900
Miami Hurricanes,defense,NB,2,Camdin Portis,FR,21,178845
Miami Hurricanes,defense,NB,3,Isaiah Taylor,GR/TR,28,79103
Miami Hurricanes,special_teams,PT,1,Dylan Joyce,SR,94,160370
Miami Hurricanes,special_teams,PT,2,Tucker Tevepaugh,RS-SO,96,172782
Miami Hurricanes,special_teams,PK,1,Jack Olsen,GR/TR,82,150397
Miami Hurricanes,special_teams,PK,2,Jake Weinberg,RS-SO/TR,22,171171
Miami Hurricanes,special_teams,PK,3,Will Rocha,RS-JR,97,167247
Miami Hurricanes,special_teams,KO,1,Jake Weinberg,RS-SO/TR,22,171171
Miami Hurricanes,special_teams,KO,2,Jack Olsen,GR/TR,82,150397
Miami Hurricanes,special_teams,KO,3,Will Rocha,RS-JR,97,167247
Miami Hurricanes,special_teams,LS,1,Adam Booker,RS-SR/TR,46,157070
Miami Hurricanes,special_teams,LS,2,Vance Diepenbrock,FR,59,183661
Miami Hurricanes,special_teams,H,1,Dylan Joyce,SR,94,160370
Miami Hurricanes,special_teams,H,2,Tucker Tevepaugh,RS-SO,96,172782
Miami Hurricanes,special_teams,PR,1,Malachi Toney,SO,1,174192
Miami Hurricanes,special_teams,KR,1,Girard Pringle Jr.,SO,0,174190
Miami Hurricanes,special_teams,KR,2,Jordan Lyle,JR,2,170086
Miami (Ohio) RedHawks,offense,WR-X,1,Maleek Huggins,RS-SR/TR,1,183463
Miami (Ohio) RedHawks,offense,WR-X,2,Damarion Witten,RS-SO/TR,8,167692
Miami (Ohio) RedHawks,offense,WR-X,3,Devin Hyatt,RS-JR/TR,4,163361
Miami (Ohio) RedHawks,offense,WR-Z,1,Braylon Isom,RS-SO,18,173314
Miami (Ohio) RedHawks,offense,WR-Z,2,Carl Jenkins,SO/TR,2,174560
Miami (Ohio) RedHawks,offense,WR-Z,3,Brady Simmons,RS-SR/TR,2,159453
Miami (Ohio) RedHawks,offense,WR-SL,1,Keith Reynolds,RS-JR/TR,5,160213
Miami (Ohio) RedHawks,offense,WR-SL,2,Lynel Billups-Williams,RS-JR,10,164275
Miami (Ohio) RedHawks,offense,WR-SL,3,Scoop Smith,FR,24,183476
Miami (Ohio) RedHawks,offense,LT,1,Eric Smith,RS-SR,51,158517
Miami (Ohio) RedHawks,offense,LT,2,Shaun Shahu,RS-SR/TR,77,183474
Miami (Ohio) RedHawks,offense,LG,1,Greg Smith Jr.,RS-JR,74,164290
Miami (Ohio) RedHawks,offense,LG,2,Brandon Lawhorn Moore,RS-SR,73,158499
Miami (Ohio) RedHawks,offense,LG,3,Devontae Armstrong,RS-SO/TR,78,167676
Miami (Ohio) RedHawks,offense,C,1,Kris Manu,RS-SO,72,173317
Miami (Ohio) RedHawks,offense,C,2,Mitchell Butler,RS-JR/TR,56,164140
Miami (Ohio) RedHawks,offense,C,3,Ayden Annarino,RS-FR,55,176224
Miami (Ohio) RedHawks,offense,RG,1,Jacob Schorsch,RS-SO,70,173323
Miami (Ohio) RedHawks,offense,RG,2,Brian Beidatsch,RS-SR/TR,76,183453
Miami (Ohio) RedHawks,offense,RT,1,Evan Malcore,RS-SR/TR,54,158661
Miami (Ohio) RedHawks,offense,RT,2,Andrew Lowry,RS-JR,61,162105
Miami (Ohio) RedHawks,offense,TE,1,Christian Ross,RS-JR/TR,15,164033
Miami (Ohio) RedHawks,offense,TE,2,Brendan Loftus,RS-FR,81,178343
Miami (Ohio) RedHawks,offense,TE,3,Trey Zvonar,RS-FR,85,176237
Miami (Ohio) RedHawks,offense,TE,4,Eric Karner,RS-SO/TR,83,168757
Miami (Ohio) RedHawks,offense,TE,5,Noam Butbul,RS-FR,44,178332
Miami (Ohio) RedHawks,offense,QB,1,Thomas Gotkowski,RS-SO,13,170380
Miami (Ohio) RedHawks,offense,QB,2,David McComb,RS-FR/TR,16,175326
Miami (Ohio) RedHawks,offense,QB,3,Caleb Heavner,RS-SR/TR,6,183461
Miami (Ohio) RedHawks,offense,QB,4,Drew Bellisari,FR,11,183454
Miami (Ohio) RedHawks,offense,QB,5,Luke Berry,FR,19,183484
Miami (Ohio) RedHawks,offense,RB,1,D'Shawntae Jones,RS-SO,9,173316
Miami (Ohio) RedHawks,offense,RB,2,Rodney Nelson,RS-JR/TR,0,183469
Miami (Ohio) RedHawks,offense,RB,3,Cade Yacamelli,RS-SR/TR,20,157243
Miami (Ohio) RedHawks,offense,RB,4,Lazaro Rogers,SO/TR,21,178413
Miami (Ohio) RedHawks,offense,RB,5,Chancellor Sparks,FR,22,183477
Miami (Ohio) RedHawks,defense,LDE,1,Grant Lyons,RS-SR,43,158501
Miami (Ohio) RedHawks,defense,LDE,2,Zhaiylen Scott,RS-SO/TR,20,170597
Miami (Ohio) RedHawks,defense,LDE,3,Devin Bell,RS-SO,5,173326
Miami (Ohio) RedHawks,defense,LDT,1,Brach Rice,RS-SO,4,173321
Miami (Ohio) RedHawks,defense,LDT,2,Marcus Moore,RS-JR/TR,52,164724
Miami (Ohio) RedHawks,defense,LDT,3,William Goodvine III,RS-SO,97,173311
Miami (Ohio) RedHawks,defense,LDT,4,Carmine Orozco,RS-FR,96,176229
Miami (Ohio) RedHawks,defense,RDT,1,Roosevelt Andrews III,RS-JR,92,164274
Miami (Ohio) RedHawks,defense,RDT,2,OJ Alexander,RS-SO,99,173303
Miami (Ohio) RedHawks,defense,RDT,3,Logan Howell,RS-FR,93,178342
Miami (Ohio) RedHawks,defense,RDE,1,Bai Jobe,RS-JR/TR,22,161104
Miami (Ohio) RedHawks,defense,RDE,2,James Schott,RS-SR/TR,32,157333
Miami (Ohio) RedHawks,defense,RDE,3,Javon Hammonds,RS-SO,9,170381
Miami (Ohio) RedHawks,defense,WLB,1,Brock Uihlein,RS-JR,11,164291
Miami (Ohio) RedHawks,defense,WLB,2,CJ Young,RS-JR/TR,8,161919
Miami (Ohio) RedHawks,defense,WLB,3,Christian McKinney,RS-JR,16,164284
Miami (Ohio) RedHawks,defense,MLB,1,Malcolm McCain,RS-JR,3,164282
Miami (Ohio) RedHawks,defense,MLB,2,Blayne Myrick,RS-SR/TR,15,157871
Miami (Ohio) RedHawks,defense,LCB,1,Kaleb Martin,JR,12,173318
Miami (Ohio) RedHawks,defense,LCB,2,Amariyun Knighten,RS-SR/TR,0,158660
Miami (Ohio) RedHawks,defense,LCB,3,Jerome Smith,RS-FR,19,178344
Miami (Ohio) RedHawks,defense,SS,1,Ben Minich,RS-JR/TR,17,162304
Miami (Ohio) RedHawks,defense,SS,2,Josh Ringer,RS-SO,30,170384
Miami (Ohio) RedHawks,defense,SS,3,Desmon Yharbrough,RS-FR,13,176236
Miami (Ohio) RedHawks,defense,FS,1,Eli Coppess,RS-SR,26,158495
Miami (Ohio) RedHawks,defense,FS,2,Leo Colombi,RS-SO,28,173306
Miami (Ohio) RedHawks,defense,FS,3,Jackson Pons,RS-SO,2,170383
Miami (Ohio) RedHawks,defense,RCB,1,Mychal Yharbrough,SR,24,164292
Miami (Ohio) RedHawks,defense,RCB,2,Toney Coleman Jr.,JR,21,173305
Miami (Ohio) RedHawks,defense,RCB,3,Isaiah Rollins,RS-FR,18,176232
Miami (Ohio) RedHawks,defense,NB,1,Dillon Tatum,RS-SR/TR,1,154068
Miami (Ohio) RedHawks,defense,NB,2,Jermaine Agee,RS-SO,6,173302
Miami (Ohio) RedHawks,special_teams,PT,1,Pierse Stainton,RS-SR/TR,34,157689
Miami (Ohio) RedHawks,special_teams,PT,2,Carter Holden,RS-SO,36,173312
Miami (Ohio) RedHawks,special_teams,PT,3,Brady Stidham,FR,31,183479
Miami (Ohio) RedHawks,special_teams,PK,1,Kellan McLaughlin,RS-JR,38,164285
Miami (Ohio) RedHawks,special_teams,PK,2,Carter Holden,RS-SO,36,173312
Miami (Ohio) RedHawks,special_teams,PK,3,Brady Stidham,FR,31,183479
Miami (Ohio) RedHawks,special_teams,KO,1,Kellan McLaughlin,RS-JR,38,164285
Miami (Ohio) RedHawks,special_teams,KO,2,Carter Holden,RS-SO,36,173312
Miami (Ohio) RedHawks,special_teams,KO,3,Brady Stidham,FR,31,183479
Miami (Ohio) RedHawks,special_teams,LS,1,Trey Wallman,RS-SR/TR,60,183482
Miami (Ohio) RedHawks,special_teams,LS,2,Nick Brady,FR,64,183455
Miami (Ohio) RedHawks,special_teams,H,1,Pierse Stainton,RS-SR/TR,34,157689
Miami (Ohio) RedHawks,special_teams,H,2,Carter Holden,RS-SO,36,173312
Miami (Ohio) RedHawks,special_teams,PR,1,Lynel Billups-Williams,RS-JR,10,164275
Miami (Ohio) RedHawks,special_teams,PR,2,Keith Reynolds,RS-JR/TR,5,160213
Miami (Ohio) RedHawks,special_teams,KR,1,Keith Reynolds,RS-JR/TR,5,160213
Miami (Ohio) RedHawks,special_teams,KR,2,Lynel Billups-Williams,RS-JR,10,164275
Michigan Wolverines,offense,WR-X,1,Andrew Marsh,SO,3,174078
Michigan Wolverines,offense,WR-X,2,Jamar Browder,SO,81,174057
Michigan Wolverines,offense,WR-X,3,Travis Johnson,FR,13,179646
Michigan Wolverines,offense,WR-X,4,Jacob Washington,RS-FR,84,174073
Michigan Wolverines,offense,WR-Z,1,Jaime Ffrench,RS-FR/TR,10,174118
Michigan Wolverines,offense,WR-Z,2,Salesi Moa,FR,12,179659
Michigan Wolverines,offense,WR-Z,3,Kendrick Bell,RS-JR,0,159970
Michigan Wolverines,offense,WR-Z,4,Jaylen Pile,FR,20,179652
Michigan Wolverines,offense,WR-SL,1,JJ Buchanan,SO/TR,6,176715
Michigan Wolverines,offense,WR-SL,2,Channing Goodwin,RS-SO,9,170974
Michigan Wolverines,offense,WR-SL,3,I'Marion Stewart,RS-SO,28,167705
Michigan Wolverines,offense,WR-SL,4,C.J. Charleston,GR/TR,82,170354
Michigan Wolverines,offense,LT,1,Blake Frazier,RS-SO,77,169182
Michigan Wolverines,offense,LT,2,Andrew Babalola,RS-FR,65,174056
Michigan Wolverines,offense,LT,3,Marky Walbridge,FR,78,179657
Michigan Wolverines,offense,LG,1,Evan Link,RS-JR,71,159983
Michigan Wolverines,offense,LG,2,Luke Hamilton,RS-SO,50,170977
Michigan Wolverines,offense,C,1,Jake Guarnera,RS-SO,53,169183
Michigan Wolverines,offense,C,2,Houston Ka'aha'aina-Torres,RS-FR/TR,67,174144
Michigan Wolverines,offense,RG,1,Nathan Efobi,RS-JR,55,159974
Michigan Wolverines,offense,RG,2,Brady Norton,RS-JR/TR,70,174079
Michigan Wolverines,offense,RG,3,Ace Hamilton,FR,52,179648
Michigan Wolverines,offense,RT,1,Andrew Sprague,RS-SO,54,170976
Michigan Wolverines,offense,RT,2,Malakai Lee,FR,58,179650
Michigan Wolverines,offense,RT,3,Avery Gach,RS-FR,74,174060
Michigan Wolverines,offense,TE,1,Zack Marshall,RS-JR,83,159984
Michigan Wolverines,offense,TE,2,Hogan Hansen,RS-SO,80,169184
Michigan Wolverines,offense,TE,3,Deakon Tonielli,RS-JR,88,159988
Michigan Wolverines,offense,TE,4,Jalen Hoffman,RS-JR,42,165772
Michigan Wolverines,offense,TE,5,Eli Owens,RS-FR,44,174076
Michigan Wolverines,offense,QB,1,Bryce Underwood,SO,19,174072
Michigan Wolverines,offense,QB,2,Brayden Fowler-Nicolosi,RS-SR/TR,16,155151
Michigan Wolverines,offense,QB,3,Tommy Carr,FR,14,179640
Michigan Wolverines,offense,QB,4,Chase Herbstreit,RS-FR,15,174061
Michigan Wolverines,offense,QB,5,Brady Smigiel,FR,17,179654
Michigan Wolverines,offense,RB,1,Jordan Marshall,RS-SO,23,170989
Michigan Wolverines,offense,RB,2,Savion Hiter,FR,5,179649
Michigan Wolverines,offense,RB,3,Bryson Kuzdzal,RS-JR,24,165775
