player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Tristan Teasdell,198973,S,NC STATE,2,2,0,100.0,0,0,248,0,0,65.1,63.7,75.8,58.8,61.2,65.2,0,0,0,0,11,12.5,1,0,0,95.8,2,0,0,23,0,16,43,3,0,0,3,0,5,40,1,26,12,1,5,0,2,0,0,14,12,7.0
Colby Cronk,198978,DI,NC STATE,2,1,0,,0,0,248,0,0,,75.4,73.9,72.3,68.4,72.2,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,24,24,2,20,0,2,0,0,15,9,0,1,1,0,0,1,0,0,0,
Omarian Abraham,198980,DI,NC STATE,2,0,0,,0,0,248,0,0,,58.7,74.6,57.4,59.3,35.0,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,25,25,3,22,0,0,0,0,10,15,0,2,2,0,0,0,0,0,0,
Caden Gordon,198981,CB,NC STATE,1,0,0,,0,0,248,0,0,71.2,71.8,72.1,,60.0,73.5,0,0,0,0,,,0,0,0,0.0,0,0,0,0,13,8,13,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,
Anthony Benford II,198986,CB,N TEXAS,2,0,0,66.7,0,0,251,0,0,60.2,59.4,78.6,,56.7,58.6,0,0,0,0,13,16.7,1,0,0,85.4,2,0,0,2,0,23,39,0,0,0,0,0,0,39,0,16,37,1,5,0,3,0,0,20,8,10.0
Brenden Reese,198994,LB,N TEXAS,2,1,0,,0,0,251,1,0,69.6,87.2,76.3,72.2,88.2,80.0,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,49,0,21,49,0,0,0,0,0,0,49,6,22,0,4,3,1,0,2,0,0,0,
Brayden Knox,198997,ED,N TEXAS,2,0,0,100.0,0,0,251,0,0,58.1,77.4,79.3,83.9,68.5,73.0,0,2,0,0,38,,0,1,0,118.8,1,1,0,0,0,5,35,33,0,0,32,1,0,2,12,18,2,0,0,0,1,3,0,38,34,38.0
Bryce Garza,199003,S,N TEXAS,2,1,0,100.0,0,0,251,0,0,45.9,57.5,75.4,,78.7,53.9,0,0,0,1,42,20.0,1,0,0,118.8,3,0,0,11,0,21,37,0,0,0,0,0,24,37,0,16,2,1,3,0,3,0,1,60,19,20.0
Jonah Hayes,199014,ED,NWESTERN,1,0,0,,0,0,256,0,0,60.0,58.0,71.1,57.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,5,5,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,
Caden O'Rourke,199018,ED,NWESTERN,1,0,0,,0,0,256,0,0,60.0,63.9,76.1,61.2,63.2,71.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,32,31,1,6,16,8,0,1,21,10,0,0,1,0,0,1,0,0,0,
Mason Mayne,199022,DI,NWESTERN,1,0,0,,0,0,256,0,0,,57.6,74.0,56.2,59.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,24,24,1,23,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,
Charlie Christopher,199028,LB,OHIO,2,2,0,66.7,0,0,259,0,0,59.3,67.6,76.3,56.1,74.0,49.5,0,0,0,0,12,20.0,2,0,0,85.4,2,0,0,50,0,24,60,4,0,0,4,0,1,56,5,31,5,3,6,0,3,0,0,20,28,10.0
Maliek Hawkins,199031,S,W VIRGINIA,2,1,0,50.0,0,0,343,0,0,42.6,41.9,75.6,55.9,60.6,74.8,0,1,0,0,6,0.0,0,0,0,56.3,1,0,0,0,0,3,10,1,0,0,1,0,0,9,2,5,9,0,0,0,2,1,0,6,0,6.0
Courtland Guillory,199032,CB,OKLAHOMA,2,1,0,60.0,1,0,261,0,0,51.1,44.6,77.6,,32.0,26.8,0,0,0,0,12,50.0,3,2,3,71.3,3,0,0,12,73,33,85,0,0,0,0,0,0,85,0,52,0,0,2,0,5,0,0,23,6,7.7
Omarion Robinson,199038,S,OKLAHOMA,2,3,0,66.7,0,0,261,0,0,45.9,58.3,77.8,,77.6,65.7,0,0,0,0,22,12.5,1,0,0,96.5,2,0,0,16,0,24,58,0,0,0,0,0,30,58,0,34,12,3,4,0,3,0,0,28,8,14.0
Trystan Haynes,199041,CB,OKLAHOMA,1,0,0,,0,0,261,0,0,64.0,58.0,72.8,,47.4,75.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,18,9,19,0,0,0,0,0,0,19,0,10,0,0,1,0,0,0,0,0,0,
Marcus Wimberly,199045,S,UTAH,1,0,0,,0,0,328,0,0,,61.3,65.4,,60.0,76.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,0,0,0,
Carrington Pierce,199048,CB,USC,2,0,0,,0,0,326,0,0,44.5,44.9,71.8,,60.0,26.9,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,12,6,12,0,0,0,0,0,0,12,0,6,0,0,1,0,0,0,0,0,0,
Kobi Foreman,199052,CB,OKLA STATE,2,1,0,50.0,0,0,262,0,0,59.3,48.6,74.0,,29.7,38.3,0,0,0,0,12,33.3,1,0,0,56.3,2,0,0,5,27,16,33,0,0,0,0,0,0,33,0,17,1,0,1,0,4,0,0,12,2,6.0
Lucas Struck,199063,S,DOMINION,2,5,0,62.5,0,0,263,0,0,89.8,87.8,77.7,85.0,63.8,64.5,0,0,0,0,21,14.3,2,3,0,68.2,5,1,0,80,1,47,102,3,0,0,3,0,11,99,4,51,7,7,7,0,8,1,0,27,12,5.4
Keshawn Thomas,199064,LB,APP STATE,2,2,0,,0,0,108,0,0,64.4,67.1,76.5,54.1,73.0,78.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,22,0,8,30,6,0,0,6,0,0,24,12,10,2,1,1,0,0,0,0,0,0,
Jorian Haynes,199066,CB,DOMINION,2,0,0,0.0,0,0,263,0,0,60.3,61.3,75.4,,62.5,,0,0,0,0,,,0,0,0,39.6,0,0,0,1,28,17,30,1,0,0,1,0,0,29,0,13,0,0,0,0,1,0,0,0,0,
Javen Gibson,199067,ED,DOMINION,2,2,0,,0,0,263,0,0,,69.4,78.5,61.0,72.3,77.0,0,4,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,69,69,0,3,43,23,0,0,39,30,0,3,2,1,0,5,0,0,0,
Tavares Murray Jr.,199070,S,DOMINION,1,0,0,,0,0,263,0,0,64.8,64.6,71.6,,60.0,76.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,5,10,0,0,0,0,0,5,10,0,5,2,0,1,0,0,0,0,0,0,
LeDarrion Menter,199072,ED,DOMINION,2,1,0,,0,0,263,0,0,61.2,65.2,78.7,59.1,63.7,38.0,0,3,0,0,,33.3,2,0,0,0.0,0,0,0,0,0,0,70,70,0,11,44,15,0,0,41,29,0,2,3,0,0,3,0,0,0,
Hunter Malecki,199074,DI,DOMINION,2,1,0,,0,0,263,0,0,68.8,68.4,77.3,60.6,64.1,44.9,0,2,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,42,42,13,14,10,5,0,0,28,14,0,2,2,0,0,2,0,0,0,
Jackson Forrest,199076,LB,DOMINION,2,3,0,100.0,0,1,263,1,0,71.6,92.5,77.8,91.6,88.1,56.4,1,2,0,0,6,27.3,3,0,0,91.7,1,4,0,71,0,27,71,0,0,0,0,0,0,71,18,26,0,9,5,1,1,7,0,6,1,6.0
Josh Guerrier,199078,S,PITTSBURGH,2,3,0,72.7,0,0,268,0,0,46.2,48.6,79.6,,63.3,32.7,0,0,0,0,75,18.2,2,0,1,145.1,8,0,0,47,0,80,103,0,0,0,0,0,8,103,0,23,48,3,6,1,11,0,1,177,70,22.1
Shawn Lee Jr.,199080,CB,PITTSBURGH,2,2,0,66.7,0,0,268,0,0,73.3,74.6,78.6,,72.6,83.4,0,0,0,0,8,0.0,0,0,0,77.8,4,0,0,0,91,71,91,0,0,0,0,0,0,91,0,20,0,1,7,0,6,0,0,29,7,7.3
Justin Thompson,199086,LB,PITTSBURGH,1,1,0,,0,0,268,0,0,60.9,72.1,68.5,,71.7,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,7,0,3,7,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,
Dillan Botts,199102,DI,RICE,2,1,0,,0,0,275,0,0,,63.9,76.7,54.5,68.8,75.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,58,58,0,40,4,14,0,0,31,27,0,2,3,0,0,0,0,0,0,
Jo Chavez,199103,S,RICE,2,1,0,100.0,0,0,275,0,0,44.8,50.4,77.2,56.0,68.3,63.0,0,0,0,0,22,14.3,1,0,0,118.8,2,0,0,20,0,30,58,0,0,0,0,0,10,58,3,25,28,2,5,0,2,0,0,43,25,21.5
Jerrick Harper,199104,CB,RICE,2,0,0,33.3,0,0,275,0,0,69.0,69.1,74.9,,62.9,74.2,0,0,0,1,10,0.0,0,0,0,4.2,1,0,0,1,30,15,32,1,0,0,1,0,0,31,0,17,0,0,1,0,3,0,0,10,0,10.0
Michael Amey III,199108,S,RICE,2,1,0,0.0,0,0,275,0,0,77.1,77.5,75.7,,71.1,78.7,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,18,0,19,38,0,0,0,0,0,16,38,0,19,4,0,1,0,1,0,0,0,0,
Robert Rooks,199109,ED,RICE,2,0,0,,0,0,275,0,0,,56.8,76.5,59.8,55.3,71.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,41,40,1,6,21,12,0,1,17,24,1,1,1,1,0,0,0,0,0,
Renick Dorilas,199123,CB,UCONN,2,1,0,0.0,0,0,146,0,0,61.8,64.0,76.7,,69.4,76.2,0,0,0,0,,0.0,0,1,2,39.6,0,0,0,3,60,33,63,0,0,0,0,0,0,63,0,30,0,0,1,0,2,0,0,0,0,
Runye Norton,199134,CB,S JOSE ST,3,1,0,83.3,0,0,285,0,0,46.2,48.1,72.7,55.0,64.3,58.5,0,0,0,0,17,16.7,1,0,0,99.3,5,0,0,5,2,9,20,0,0,0,0,0,0,20,3,8,13,1,4,0,6,0,0,47,28,9.4
Charles Cox III,199136,S,S JOSE ST,1,1,0,,0,0,285,0,0,62.4,64.6,72.5,,60.3,74.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,4,9,0,0,0,0,0,7,9,0,5,1,0,0,0,0,0,0,0,0,
Jireh Moe,199148,DI,UTAH,2,3,0,,0,0,328,0,0,60.0,79.5,77.1,78.1,70.0,77.4,1,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,65,65,14,42,0,9,0,0,44,21,0,4,4,1,0,4,0,0,0,
Tuli Tagovailoa-Amosa,199152,S,S JOSE ST,3,6,0,50.0,0,0,285,0,0,69.0,71.1,82.4,,73.4,54.6,0,0,0,0,12,15.0,3,2,0,61.1,3,0,0,50,0,128,203,0,0,0,0,0,148,203,0,75,5,0,11,0,6,0,0,25,14,8.3
La'Modrick Spencer,199155,CB,SMU,2,3,0,80.0,0,0,287,1,0,68.8,63.0,80.1,68.3,38.1,82.4,0,1,0,0,27,0.0,0,0,0,99.2,4,0,0,6,1,33,64,6,0,0,6,0,2,58,2,29,49,2,3,0,5,1,0,39,18,9.8
Kyle Ferm,199157,LB,LIBERTY,2,0,0,100.0,0,0,206,0,0,51.1,58.1,73.2,54.8,71.4,77.6,0,0,0,0,10,0.0,0,0,0,108.3,1,0,0,12,0,6,16,1,0,0,1,0,0,15,3,7,3,2,3,1,1,0,0,10,6,10.0
Javion Holiday,199168,CB,SMU,1,0,0,100.0,0,0,287,0,0,63.3,64.3,69.8,,60.6,,0,0,0,0,1,,0,0,0,79.2,1,0,0,2,7,5,10,0,0,0,0,0,0,10,0,5,1,0,0,0,1,0,0,1,6,1.0
Tyren Polley Jr.,199169,S,SMU,2,8,0,33.3,0,0,287,0,0,59.2,64.9,77.2,62.9,70.9,64.3,0,2,0,0,6,13.3,2,0,0,42.4,1,0,0,43,1,42,93,2,0,0,2,0,38,91,4,47,9,1,5,0,3,2,0,6,2,6.0
Jalen Shivers,199170,ED,SMU,1,0,0,,0,0,287,0,0,,50.4,66.6,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
Tyron Winslow,199176,ED,SMU,1,0,0,,0,0,287,0,0,,65.7,68.4,57.0,62.1,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,
Zadian Gentry,199177,CB,SMU,1,0,0,,0,0,287,0,0,63.2,63.8,68.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,6,5,7,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,
Sael Reyes,199178,S,SMU,2,3,0,,0,0,287,0,0,67.0,66.9,75.4,60.0,52.6,82.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,7,0,24,35,0,0,0,0,0,25,35,0,11,3,0,1,0,0,1,0,0,0,
Kohl Bradley,199202,S,S ALABAMA,1,0,0,,0,0,288,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
E'Mauri Smiley,199204,ED,S ALABAMA,2,1,0,,0,0,288,0,0,60.3,60.7,75.5,54.9,63.9,74.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,31,31,2,4,15,10,0,0,18,12,0,1,2,1,0,0,0,0,0,
Zach Ruffin,199211,LB,MEMPHIS,3,2,0,68.8,0,0,218,0,0,78.9,71.8,76.8,72.7,58.0,63.9,2,1,0,1,25,14.8,4,1,0,58.6,11,1,0,122,0,88,181,10,0,0,10,0,2,171,7,86,47,17,21,1,16,4,0,97,29,8.8
Eric Thomas,199219,DI,MEMPHIS,1,0,0,,0,0,218,0,0,,60.4,67.6,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Kaylib Singleton,199221,CB,MISS STATE,2,0,0,50.0,0,0,227,0,0,69.4,69.5,77.0,,62.9,78.2,0,0,0,0,7,0.0,0,0,0,56.3,2,0,0,2,49,33,55,1,0,0,1,0,0,54,0,22,3,1,3,0,4,0,0,7,-1,3.5
Demetres Samuel Jr.,199223,CB,SYRACUSE,2,0,0,87.5,0,0,304,0,0,65.1,65.8,79.9,,65.6,82.9,0,0,0,0,38,0.0,0,0,0,150.5,7,0,0,5,72,60,101,0,0,0,0,0,1,101,0,41,23,3,7,0,8,0,1,85,40,12.1
Jaylen Pray,199226,ED,SYRACUSE,1,0,0,,0,0,304,0,0,,60.5,76.0,63.0,58.2,73.9,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,23,23,0,0,23,0,0,0,8,15,0,1,2,0,0,1,0,0,0,
Rayshon Andrews,199229,CB,SYRACUSE,1,0,0,100.0,0,0,304,0,0,53.5,50.6,72.7,,60.3,74.8,0,0,0,0,8,0.0,0,0,0,100.0,1,0,0,0,0,1,5,0,0,0,0,0,0,5,0,4,5,0,1,0,1,0,0,8,0,8.0
Antoine Deslauriers,199230,LB,SYRACUSE,2,3,0,66.7,0,0,304,0,0,63.1,69.9,77.0,54.0,75.6,74.6,0,0,0,0,13,8.3,1,0,0,77.8,4,0,0,84,0,45,91,1,0,0,1,0,0,90,4,42,6,6,8,3,6,0,0,29,27,7.3
Nathan Nyandoro,199231,ED,SYRACUSE,1,0,0,,0,0,304,0,0,,54.9,73.3,62.3,53.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,11,11,0,0,11,0,0,0,8,3,0,0,0,0,0,0,0,0,0,
Jonah Martinez,199240,CB,SO MISS,2,1,0,33.3,0,0,296,0,0,91.0,88.8,73.2,59.1,67.9,38.8,0,1,0,1,25,33.3,1,0,0,25.0,1,0,0,2,24,6,26,0,0,0,0,0,0,26,1,19,0,0,1,0,3,1,0,25,20,25.0
Kelten Mickell,199242,DI,TCU,2,2,0,,0,0,305,0,0,,85.1,75.6,63.6,85.6,72.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,27,27,6,20,0,1,0,0,11,16,0,2,2,2,0,0,0,0,0,
Keylan Abrams,199245,ED,TCU,2,0,0,,0,0,305,0,0,,70.9,68.1,64.5,60.0,73.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,1,0,1,1,0,0,1,0,0,0,
Joseph Albright,199246,S,TCU,1,0,0,,0,0,305,0,0,,60.0,68.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,
CJ Woodfork,199249,ED,TCU,2,0,0,,0,0,305,0,0,,59.3,73.9,54.8,63.5,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,17,17,0,2,12,3,0,0,10,7,0,0,0,0,0,1,0,0,0,
Sam Haley,199251,LB,TCU,1,0,0,,0,0,305,0,0,,60.7,66.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,
Floyd Guidry,199252,DI,TCU,2,0,0,,0,0,305,0,0,,49.3,72.7,57.9,50.2,16.2,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,14,14,3,6,0,5,0,0,4,10,0,0,0,0,0,0,0,0,0,
Brody Whatley,199255,ED,TCU,1,0,0,,0,0,305,0,0,,62.8,67.8,,61.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
Anthony Williams,199259,LB,TCU,1,0,0,,0,0,305,0,0,,60.0,62.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Gil Jackson Jr.,199261,CB,TCU,2,3,0,25.0,0,0,305,0,0,66.9,68.7,77.6,,70.4,52.2,0,0,0,0,11,20.0,1,2,0,39.6,2,0,0,12,69,48,84,2,0,0,2,0,0,82,0,36,1,0,1,0,8,0,0,20,7,10.0
John Schobel,199266,ED,TCU,2,2,0,50.0,0,0,305,0,0,54.6,74.9,81.1,83.3,66.2,79.0,1,5,0,0,7,0.0,0,0,0,97.9,1,1,0,1,0,6,67,65,0,3,54,8,0,2,32,29,1,5,4,1,2,7,1,7,0,7.0
Julius Simms,199267,S,TCU,2,1,0,90.0,0,0,305,0,0,36.0,41.9,79.0,56.2,62.5,48.9,0,0,0,0,62,22.2,2,0,0,118.8,9,0,0,24,1,45,83,4,0,0,4,0,1,79,4,34,53,1,6,0,10,0,0,174,89,19.3
Blake Robinett,199274,DI,TCU,1,0,0,,0,0,305,0,0,,64.8,67.4,,62.7,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,
Curly Ordonez,199275,LB,TEMPLE,2,3,0,100.0,0,0,306,0,0,67.7,77.1,79.5,61.7,82.8,69.6,1,2,0,0,8,9.1,2,0,0,90.6,4,0,0,91,1,58,110,8,0,0,8,0,0,102,6,46,10,12,17,0,4,3,0,23,15,5.8
Elijah Barnes,199285,LB,KENTUCKY,2,2,0,60.0,0,0,202,0,0,68.7,61.7,74.6,48.0,56.0,53.2,0,2,0,0,15,21.4,3,1,0,72.1,3,0,0,80,0,47,90,1,0,0,1,0,0,89,5,38,9,2,9,0,5,2,0,24,17,8.0
Jonathan Cunningham,199286,CB,TEXAS,1,0,0,,0,0,311,0,0,61.7,52.6,74.3,,45.2,21.8,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,3,12,0,0,0,0,0,0,12,0,9,12,0,0,0,0,0,0,0,0,
Smith Orogbo,199287,ED,TEXAS,1,0,0,,0,0,311,0,0,60.0,76.8,73.5,79.5,61.3,75.2,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,9,9,0,0,9,0,0,0,2,7,0,2,1,0,0,2,0,0,0,
Josiah Sharma,199291,DI,TEXAS,1,0,0,,0,0,311,0,0,,81.1,70.9,60.0,78.3,73.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,2,7,0,3,3,0,0,0,0,0,0,
Graceson Littleton,199296,CB,TEXAS,2,2,0,77.8,0,0,311,1,1,69.6,73.6,79.7,60.0,79.1,67.1,0,0,0,1,12,11.1,1,0,0,47.9,7,0,0,13,2,49,85,2,0,0,2,0,6,83,1,35,62,2,6,0,9,0,0,45,31,6.4
Lance Jackson,199297,DI,TEXAS,2,2,0,100.0,0,0,311,0,0,53.3,55.6,79.1,53.5,63.3,29.7,0,1,0,0,13,40.0,2,0,0,118.8,1,1,0,1,0,4,77,76,0,7,38,31,0,1,43,30,0,2,1,0,1,2,0,13,10,13.0
Caleb Chester,199298,CB,ARIZONA ST,2,2,0,50.0,0,0,110,0,0,72.1,73.1,73.9,,66.0,80.1,0,0,0,0,4,0.0,0,0,0,56.3,1,0,0,3,16,8,20,0,0,0,0,0,0,20,0,12,0,2,2,0,2,0,0,4,0,4.0
Kade Phillips,199299,CB,TEXAS,2,2,0,33.3,0,0,311,0,0,66.7,66.5,79.4,,61.5,60.3,0,0,0,0,10,18.2,2,2,2,42.4,2,0,0,3,109,67,118,0,0,0,0,0,2,118,0,51,4,4,7,1,6,0,0,17,3,8.5
Jonah Williams,199300,S,TEXAS,1,0,0,100.0,0,0,311,0,0,74.3,73.8,76.4,,67.3,83.0,0,0,0,0,4,0.0,0,0,0,83.3,1,0,0,10,0,13,33,2,0,0,2,0,16,31,0,20,5,0,5,0,1,0,0,4,5,4.0
Myron Charles,199302,DI,TEXAS,1,1,0,,0,0,311,0,0,,77.0,72.4,66.2,73.3,72.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,15,15,3,11,0,1,0,0,5,10,0,1,1,0,0,1,0,0,0,
Justus Terry,199306,DI,TEXAS,1,1,0,,0,0,311,0,0,,59.9,73.2,54.4,62.8,26.1,0,1,0,0,,40.0,2,0,0,0.0,0,0,0,0,0,0,22,22,1,13,0,8,0,0,10,12,0,2,2,0,0,1,0,0,0,
Brock Golwas,199311,LB,TEXAS TECH,1,0,0,,0,0,315,0,0,62.0,51.8,68.9,,47.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,11,0,9,13,0,0,0,0,0,0,13,0,4,2,0,0,0,0,0,0,0,0,
Andrew Fineske,199316,S,TOLEDO,1,0,0,,0,0,316,0,0,60.0,60.1,66.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,
Bryant Weatherspoon Jr.,199320,DI,TOLEDO,1,0,0,,0,0,316,0,0,,66.8,68.1,59.1,63.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,
Tyler Hackenbracht,199323,S,TOLEDO,1,1,0,,0,0,316,0,0,60.0,68.9,66.7,,67.4,78.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,1,3,0,0,0,0,0,1,3,0,2,0,1,1,0,0,0,0,0,0,
DJ Kelly,199325,CB,JAMES MAD,2,2,0,25.0,1,0,197,0,0,40.8,47.8,76.1,65.6,61.7,51.8,0,1,0,0,8,20.0,2,0,3,39.6,1,0,0,26,59,39,86,0,0,0,0,0,0,86,1,46,1,4,6,0,4,1,0,8,6,8.0
Gavyn Baker,199328,ED,TROY,2,0,0,,0,0,318,0,0,61.5,69.4,69.8,64.4,60.8,,1,0,0,0,,,0,0,0,0.0,0,0,0,5,0,3,9,4,0,0,4,0,0,5,4,2,0,0,0,0,0,1,0,0,0,
Donnie Smith,199329,ED,TROY,2,1,0,50.0,0,1,318,0,0,72.3,88.7,83.9,90.4,70.4,36.4,1,8,0,0,14,36.4,4,1,0,72.9,1,1,0,11,0,23,113,90,0,0,90,0,0,23,54,36,12,3,6,1,2,10,0,14,17,14.0
Jaquez White,199330,CB,VA TECH,2,0,0,100.0,1,0,337,0,0,59.1,64.3,76.0,,76.3,78.5,0,0,0,0,34,0.0,0,0,1,118.8,1,0,0,3,44,23,48,0,0,0,0,0,0,48,0,25,1,1,3,1,1,0,0,34,3,34.0
Makel Green,199338,ED,TROY,2,0,0,,0,0,318,0,0,,45.3,0.0,53.2,59.2,23.1,1,3,0,0,,66.7,2,0,1,0.0,0,0,0,1,0,0,20,19,0,3,7,9,0,1,16,4,0,1,1,0,0,4,0,0,0,
Jon Bocchino,199343,S,TROY,1,0,0,,0,0,318,0,0,65.1,64.7,70.9,,60.0,76.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,7,9,0,0,0,0,0,8,9,0,2,1,1,1,0,0,0,0,0,0,
RJ Shamberger,199347,DI,TROY,1,0,0,,0,0,318,0,0,,61.0,68.5,60.0,60.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,
TJ Smith,199350,CB,TULANE,2,0,0,50.0,0,0,319,0,0,49.6,51.4,81.3,,59.4,38.7,0,0,0,0,12,28.6,2,0,1,68.8,1,0,0,3,0,28,53,8,0,0,8,0,0,45,0,25,42,1,5,0,2,0,0,12,9,12.0
PaLanding Drammeh,199354,DI,TULANE,2,0,0,,0,0,319,0,0,,62.5,74.8,56.0,65.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,22,22,10,12,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,
Warren Roberts Jr.,199360,ED,TULANE,2,1,0,,0,1,319,0,0,62.5,85.3,80.5,71.4,85.6,80.0,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,3,49,47,0,0,47,0,0,2,21,25,0,3,5,0,0,1,0,0,0,
Josh Lewis,199372,DI,TULANE,2,2,0,,0,1,319,0,0,61.2,66.2,78.8,56.5,66.7,77.1,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,87,87,0,5,40,42,0,0,37,50,0,2,3,0,0,2,0,0,0,
Hudson Ball,199378,ED,TULSA,2,1,0,,0,0,320,0,0,61.9,68.5,80.8,62.5,69.0,77.0,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,5,54,54,0,0,54,0,0,0,25,24,0,2,2,1,0,2,0,0,0,
Tony Williams Jr.,199388,CB,KENNESAW,2,0,0,0.0,0,0,200,0,0,70.6,71.0,74.2,,62.3,74.8,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,6,0,13,23,0,0,0,0,0,1,23,0,10,16,1,1,0,1,0,0,0,0,
