player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Keon Sabb,158546,S,ALABAMA,2,0,0,100.0,0,1,103,0,0,79.5,78.9,78.0,59.9,71.0,84.2,0,0,0,0,1,0.0,0,1,0,79.2,1,0,0,14,0,42,75,1,0,0,1,0,44,74,1,32,15,1,5,0,1,0,0,1,1,1.0
Alfonzo Allen Jr.,158549,S,FLORIDA,2,1,0,100.0,0,0,163,0,0,70.9,70.8,78.3,57.7,65.4,69.0,0,0,0,0,9,16.7,1,0,0,88.9,3,0,0,11,1,42,60,2,0,0,2,0,27,58,3,15,19,2,4,0,3,0,0,16,9,5.3
Michael Allen,158550,S,BAYLOR,1,0,0,,0,0,118,0,0,60.9,61.0,68.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,3,6,0,0,0,0,0,5,6,0,3,0,0,0,0,0,0,0,0,0,
Reggie Bush II,158552,CB,BAYLOR,2,0,0,100.0,0,0,118,0,0,71.9,72.0,74.9,,61.9,79.3,0,0,0,1,21,0.0,0,0,0,79.2,5,0,0,0,32,18,32,0,0,0,0,0,0,32,0,14,0,1,4,0,5,0,0,65,12,13.0
Jeremy Evans,158556,LB,ARKANSAS,2,0,0,,0,0,111,0,0,60.2,62.5,67.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,5,0,2,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,
Corey Gordon,158557,S,KANSAS,2,1,0,60.0,0,0,198,0,0,58.1,61.3,77.5,,65.8,57.2,0,0,0,0,27,18.2,2,1,0,143.8,3,0,0,38,0,43,95,0,0,0,0,0,29,95,0,52,28,2,8,0,5,0,1,70,12,23.3
Kyler Jordan,158561,ED,BAYLOR,2,1,1,,0,0,118,0,0,61.0,68.9,79.8,55.8,78.5,77.6,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,52,52,0,0,44,8,0,0,32,19,0,3,4,1,0,1,0,0,0,
Kaian Roberts-Day,158569,DI,NEW MEX ST,3,1,0,,0,0,242,0,0,,56.6,77.4,57.8,55.9,52.6,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,75,75,1,48,6,20,0,0,44,31,0,2,3,1,0,1,0,0,0,
Devonte Tezino,158573,DI,BAYLOR,2,0,1,,0,0,118,0,0,,64.2,75.6,69.7,55.4,74.6,1,0,0,0,,0.0,0,0,0,0.0,0,3,0,0,0,0,45,45,0,38,0,7,0,0,26,19,0,4,1,0,0,4,0,0,0,
Kade Kostus,158593,ED,BOWL GREEN,2,0,0,,0,0,122,0,0,,66.8,80.4,57.8,71.8,34.1,0,2,0,0,,33.3,1,0,0,0.0,0,1,0,0,0,0,93,93,0,0,93,0,0,0,50,43,0,3,2,0,0,3,0,0,0,
D'Mon Brinson,158609,ED,COLO STATE,1,0,0,100.0,0,0,144,0,0,53.1,57.5,75.9,68.0,57.4,25.0,2,2,0,0,2,66.7,2,0,0,79.2,1,0,0,8,0,5,23,8,0,0,8,0,1,15,7,11,6,1,1,1,1,4,0,2,5,2.0
Kylish Hicks,158618,CB,UCONN,2,1,0,100.0,0,0,146,0,0,71.6,66.6,74.2,60.0,55.9,39.6,0,0,0,0,3,33.3,1,0,0,79.2,1,0,0,10,0,8,24,0,0,0,0,0,0,24,1,15,14,1,1,0,1,0,0,3,7,3.0
Matt Hoffman,158619,DI,UCONN,1,1,0,,0,0,146,0,0,60.0,62.1,72.9,57.1,62.9,75.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,0,18,0,0,0,0,9,9,0,2,4,0,0,0,0,0,0,
Lee Molette III,158623,S,ARIZONA,2,1,0,60.0,0,0,109,0,0,71.1,74.7,77.6,,76.7,81.7,0,1,0,0,7,0.0,0,0,0,65.4,3,0,0,25,2,35,64,2,0,0,2,0,14,62,0,29,21,2,4,1,5,1,0,16,19,5.3
Tim Passmore Jr.,158626,DI,UMASS,2,1,0,,0,0,216,0,0,,67.1,79.5,55.9,70.9,67.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,45,45,27,18,0,0,0,0,22,23,0,1,1,0,0,0,0,0,0,
Gabriel Brownlow-Dindy,158644,DI,S CAROLINA,2,0,1,,0,0,289,0,0,,68.0,78.1,70.6,58.5,66.5,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,15,18,0,1,0,0,26,8,0,1,1,1,0,1,0,0,0,
Denver Harris,158651,CB,UNLV,3,1,0,77.8,0,2,325,1,0,81.6,81.8,80.7,76.0,64.7,56.5,0,0,0,0,32,23.1,3,1,1,113.4,7,1,0,1,165,96,167,1,0,0,1,0,0,166,2,69,0,5,9,1,9,1,0,101,49,14.4
Enai White,158684,DI,OKLA STATE,2,0,0,,0,0,262,0,0,60.0,65.8,74.6,55.6,73.7,35.0,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,32,32,0,31,0,1,0,0,13,19,0,2,2,0,0,0,0,0,0,
Gabe Kirschke,158699,ED,WAKE,2,1,0,100.0,0,0,339,0,0,64.1,73.9,81.9,62.4,79.0,80.2,1,4,0,0,6,0.0,0,0,0,91.7,1,1,0,0,0,2,96,96,0,4,83,9,0,0,55,39,0,6,6,2,1,6,0,6,2,6.0
Curt Neal,158706,DI,PURDUE,2,1,0,,0,0,273,0,0,,70.1,79.8,64.3,69.9,73.6,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,66,66,31,35,0,0,0,0,37,29,0,1,2,1,0,2,0,0,0,
Aidan Vaughan,158711,LB,LIBERTY,2,4,0,66.7,0,0,206,0,0,53.3,59.7,0.0,57.1,73.0,65.4,0,0,0,0,30,10.0,1,0,1,109.7,2,0,0,50,0,28,61,4,0,0,4,0,0,57,3,30,7,3,5,0,3,0,0,49,27,24.5
Jai-Ayviauynn Celestine,158715,CB,FIU,2,1,0,50.0,0,0,166,0,0,66.9,71.5,78.6,,83.2,48.4,0,0,0,1,8,28.6,2,0,0,16.7,3,0,0,7,93,57,102,1,0,0,1,0,1,101,0,45,0,3,4,1,6,0,0,16,9,5.3
Russell Davis II,158720,ED,WASHINGTON,2,2,0,,0,0,340,0,0,60.1,64.5,75.2,64.9,56.6,50.0,0,1,0,0,,33.3,1,0,0,0.0,0,1,0,0,0,0,20,20,0,0,20,0,0,0,16,4,0,1,0,0,0,2,0,0,0,
Isaiah Johnson,158728,DI,N CAROLINA,2,3,0,,0,0,245,0,0,,77.4,78.9,60.2,80.8,76.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,77,76,36,40,0,0,0,1,33,44,0,3,3,0,0,1,0,0,0,
Jacob Manu,158733,LB,WASHINGTON,2,4,0,100.0,0,0,340,0,0,60.5,66.0,0.0,72.8,72.0,68.6,0,2,0,0,18,12.5,2,0,1,104.2,4,2,0,85,0,57,96,0,0,0,0,0,0,96,4,35,11,9,10,0,4,4,0,36,23,9.0
Tyler Martin,158734,LB,UMASS,2,2,0,100.0,0,0,216,0,0,56.8,63.1,74.5,68.3,66.5,33.9,0,0,0,0,21,33.3,4,0,0,111.1,3,1,0,61,0,35,69,1,0,0,1,0,0,68,3,31,7,3,6,0,3,1,0,32,32,10.7
Isaiah Ward,158749,ED,WASHINGTON,2,0,0,100.0,0,1,340,1,0,52.5,84.9,79.1,62.2,93.3,59.6,0,1,0,0,12,16.7,1,0,0,116.7,1,0,0,0,0,5,49,49,0,0,49,0,0,0,24,20,0,4,5,1,1,1,0,12,7,12.0
Aaron Alexander,158753,LB,N TEXAS,2,2,0,,0,1,251,0,0,64.5,73.4,75.7,57.8,76.6,61.9,1,1,0,0,,8.3,1,0,0,0.0,0,0,0,55,1,17,70,7,0,0,7,0,0,63,10,43,7,6,9,0,0,2,0,0,0,
Kofi Asare,158754,ED,FLORIDA,2,0,0,100.0,0,0,163,0,0,71.5,75.4,81.1,60.3,78.7,46.4,0,2,0,0,2,33.3,2,0,0,79.2,1,0,0,4,0,12,48,34,0,0,33,1,0,14,22,14,10,3,4,0,1,2,0,2,3,2.0
Donovan Turner,158771,S,SACRAMENTO,3,0,0,,0,0,279,0,0,56.6,49.5,74.1,59.2,40.3,21.7,0,0,0,0,,100.0,3,0,0,0.0,0,0,0,29,0,25,43,0,0,0,0,0,4,43,1,17,9,0,0,0,0,0,0,0,0,
Max Garrison,158789,S,S DIEGO ST,1,1,0,,0,0,284,0,0,62.6,59.9,70.0,,57.0,74.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,6,11,0,0,0,0,0,4,11,0,5,1,0,0,0,0,0,0,0,0,
Ryan Henderson,158790,ED,TEXAS A&M,2,1,0,100.0,0,1,312,0,0,59.8,55.4,75.6,68.0,48.3,79.1,0,0,0,0,9,0.0,0,0,0,104.2,1,1,0,0,0,1,12,10,0,0,10,0,0,2,3,8,2,2,2,1,1,1,0,9,4,9.0
Josh Hunter,158791,S,S DIEGO ST,2,1,0,0.0,0,0,284,0,0,71.5,66.6,0.0,,61.4,65.4,0,0,0,0,,16.7,2,0,1,39.6,0,0,0,36,1,51,99,0,0,0,0,0,56,99,0,48,6,2,9,0,1,0,0,0,0,
Camron Cooper,158814,ED,UTSA,2,1,0,,0,0,331,0,0,79.3,84.5,10.3,66.5,90.7,80.6,1,3,0,0,,14.3,1,0,1,0.0,0,0,0,3,0,8,82,75,0,0,74,1,0,7,46,28,4,4,5,1,0,4,0,0,0,
Tai Leonard,158821,DI,UTSA,2,1,1,,0,0,331,0,0,,63.8,16.4,59.0,69.7,77.6,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,98,98,0,35,24,39,0,0,53,45,0,2,5,0,0,0,0,0,0,
Owen Pewee,158826,LB,UTSA,2,2,0,100.0,0,0,331,0,0,63.5,44.9,77.5,64.8,29.0,23.8,0,1,0,0,53,50.0,4,0,0,118.8,1,0,0,43,0,25,52,5,0,0,5,0,3,47,5,22,1,0,2,0,1,1,0,53,41,53.0
Jace Wilson,158833,WR,SACRAMENTO,1,0,0,,0,0,279,0,0,60.0,61.3,63.9,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Kai Rapolla,158920,CB,WASH STATE,2,0,0,83.3,0,0,341,0,0,55.1,53.8,77.8,,49.0,33.3,0,0,0,0,35,40.0,4,0,1,118.8,5,0,0,11,92,58,103,0,0,0,0,0,0,103,0,45,0,1,6,0,6,0,0,83,22,16.6
Don Saunders,158931,CB,PURDUE,2,1,0,62.5,1,0,273,0,0,74.3,65.7,0.0,60.0,46.3,59.6,0,0,1,1,25,18.2,2,0,2,52.1,5,0,0,17,76,53,99,3,0,0,3,0,0,96,1,45,3,2,8,1,8,0,0,72,14,14.4
Jay'Vion Cole,158932,CB,ARIZONA,2,2,0,37.5,0,0,109,0,0,67.9,67.2,78.5,64.8,58.3,57.4,0,1,0,0,12,20.0,1,1,0,85.4,3,0,0,9,82,56,99,2,0,0,2,0,1,97,2,41,5,0,2,0,8,1,1,18,-3,6.0
Mason Rivera,158934,S,UCLA,2,0,0,,0,0,324,0,0,54.8,55.9,74.1,,60.0,22.3,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,2,0,11,14,0,0,0,0,0,12,14,0,3,0,0,0,0,0,0,0,0,0,
Jordan Sanders,158940,DI,FLORIDA ST,2,0,0,,0,0,167,0,0,,59.8,76.1,54.7,63.5,72.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,10,19,0,0,0,0,19,10,0,1,2,0,0,0,0,0,0,
Brian Dukes Jr.,158941,S,S JOSE ST,3,6,0,75.0,0,0,285,0,0,61.9,62.2,80.7,,61.5,54.2,0,0,0,0,20,23.5,4,0,0,89.2,9,0,0,94,0,123,195,0,0,0,0,0,65,195,0,72,36,1,7,0,12,0,0,71,54,7.9
Tariq May,158962,ED,RICE,2,1,0,,0,0,275,0,0,60.0,66.9,77.8,54.1,73.6,74.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,1,27,23,0,0,23,0,0,4,13,13,1,1,1,0,0,0,0,0,0,
Ormanie Arnold,158982,CB,NEW MEXICO,2,0,0,0.0,0,0,241,0,0,70.5,70.8,74.6,,60.6,,0,0,0,0,,,0,0,0,39.6,0,0,0,0,31,22,31,0,0,0,0,0,0,31,0,9,0,0,0,0,1,0,0,0,0,
Dylan Layne,158985,LB,OREGON ST,2,2,0,0.0,0,0,265,0,0,48.4,51.9,77.4,64.1,55.8,29.2,0,0,0,0,,38.5,5,1,1,39.6,0,0,0,53,0,23,67,10,0,0,10,0,0,57,5,39,4,5,6,0,2,0,0,0,0,
Xavier Slayton,158988,DI,NEW MEXICO,2,0,0,,0,0,241,0,0,61.2,62.8,75.4,54.0,64.8,69.7,1,1,0,1,,0.0,0,0,0,0.0,0,0,0,0,0,0,40,40,2,37,0,1,0,0,24,16,0,0,1,0,0,2,0,0,0,
Jareb Ramos,159002,DI,IOWA STATE,1,0,0,,0,0,193,0,0,,66.4,73.2,59.4,66.0,72.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,20,20,0,19,0,1,0,0,2,18,0,1,2,1,0,0,0,0,0,
Warren-Stevens Tayou,159022,DI,E MICHIGAN,3,0,0,,0,0,160,0,0,,63.6,76.3,56.5,66.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,39,38,3,35,0,0,0,1,22,17,0,0,0,0,0,0,0,0,0,
LaDavion Osborn,159035,CB,TOLEDO,1,0,0,0.0,0,0,316,0,0,61.2,62.2,69.5,,60.0,,0,0,0,0,,,0,0,0,39.6,0,0,0,0,6,2,6,0,0,0,0,0,0,6,0,4,0,0,0,0,1,0,0,0,0,
Noah Mangham,159039,CB,GA SOUTHRN,2,1,0,55.6,0,0,174,0,0,47.5,46.8,77.8,56.8,50.0,27.6,0,0,0,0,28,50.0,4,0,1,121.5,5,0,0,6,82,48,88,0,0,0,0,0,0,88,2,38,0,2,3,0,9,0,1,78,13,15.6
Elijah Gipson,159057,CB,HAWAII,3,1,0,50.0,0,0,180,0,0,57.6,58.8,77.5,,64.1,80.5,0,0,0,0,48,0.0,0,0,1,95.8,2,0,0,3,58,37,67,0,0,0,0,0,0,67,0,30,6,1,4,0,4,0,0,57,4,28.5
Duhron Goodman,159058,S,IOWA STATE,2,1,0,,0,0,193,0,0,69.7,74.9,78.8,,82.1,81.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,41,2,48,89,0,0,0,0,0,33,89,0,41,13,2,4,0,0,0,0,0,0,
Michael Hurst Jr.,159059,S,CAL,2,1,0,100.0,0,0,130,0,0,38.0,34.3,75.6,59.1,36.1,54.9,0,0,0,0,38,20.0,1,0,0,158.3,2,0,0,28,0,36,55,1,0,0,1,0,23,54,1,18,3,1,3,0,2,0,1,61,2,30.5
Matt Herron,159075,DI,WAKE,2,3,0,,0,0,339,0,0,,65.9,78.2,59.9,68.8,40.8,0,2,0,0,,20.0,1,0,0,0.0,0,1,0,0,0,0,72,72,26,39,1,6,0,0,48,24,0,1,1,0,0,3,0,0,0,
Montae Pate,159083,CB,NWESTERN,1,1,0,60.0,0,0,256,0,0,70.2,70.8,76.3,,64.4,81.1,0,0,0,0,9,0.0,0,0,0,69.6,3,0,0,2,51,38,53,0,0,0,0,0,0,53,0,15,0,0,5,0,5,0,0,21,1,7.0
Brandon Tyson,159102,LB,GA SOUTHRN,2,1,0,,0,0,174,0,0,66.4,65.6,74.9,67.0,59.0,50.9,0,0,0,0,,20.0,2,0,0,0.0,0,1,0,74,0,38,83,0,0,0,0,0,0,83,8,37,9,7,7,0,0,1,0,0,0,
Chuck Nnaeto,159105,DI,BOSTON COL,2,0,0,,0,0,121,0,0,,71.2,69.2,,65.6,70.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,4,4,2,2,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,
Cazeem Moore,159108,DI,VIRGINIA,1,0,0,,0,0,335,0,0,,56.6,68.7,56.6,,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,3,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,
Ishmel Atkins,159117,CB,SM HOUSTON,2,3,0,33.3,0,0,281,0,0,79.5,77.3,78.9,47.3,69.6,74.3,0,1,0,0,9,10.0,1,3,0,42.4,3,0,0,7,85,47,96,3,0,0,3,0,0,93,1,48,0,1,6,0,9,1,0,23,-2,7.7
Jesse Powell II,159118,LB,COAST CAR,2,2,0,,0,1,141,0,0,64.7,68.1,80.9,59.5,69.6,83.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,8,0,10,57,14,0,0,14,0,0,43,1,46,35,2,6,0,0,1,0,0,0,
Nicolas Kalume,159140,ED,ARK STATE,1,0,0,,0,0,113,0,0,,68.0,71.3,60.0,64.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,
RJ Chapman,159216,S,NEW MEX ST,3,3,0,0.0,0,0,242,0,0,77.2,73.8,78.0,,60.9,36.2,0,0,0,0,,37.5,3,2,0,39.6,0,0,0,21,0,41,71,0,0,0,0,0,45,71,0,30,5,0,2,0,3,0,0,0,0,
Joey Cheshire,159286,ED,BUFFALO,1,0,0,,0,0,126,0,0,60.0,62.3,67.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,
Ben Sahakian,159289,ED,TOLEDO,1,0,0,,0,0,316,0,0,,39.3,71.5,57.4,53.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,3,3,0,0,0,0,0,0,0,0,0,
James Reinbold,159290,ED,C MICHIGAN,2,0,0,,0,0,134,0,0,,55.4,75.3,72.8,45.0,39.7,1,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,30,30,1,1,16,12,0,0,12,18,0,1,2,0,0,1,0,0,0,
Dakota Quiñonez,159308,DI,DUKE,2,1,0,,0,0,154,0,0,60.0,65.3,72.2,56.4,67.5,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,15,15,0,15,0,0,0,0,9,6,0,1,1,0,0,0,0,0,0,
Patrick Campbell,159316,S,VIRGINIA,2,1,0,,0,0,335,0,0,76.2,75.4,71.1,59.2,65.1,80.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,8,0,8,16,0,0,0,0,0,8,16,1,7,0,2,2,0,0,0,0,0,0,
Ty Bartrum,159329,S,UCF,2,3,0,,0,0,323,0,0,66.7,70.3,74.8,,71.6,64.1,0,0,0,0,,14.3,1,0,0,0.0,0,0,0,19,0,12,31,0,0,0,0,0,5,31,0,19,7,2,3,0,0,0,0,0,0,
Jacob Anderson,159350,DI,WISCONSIN,1,2,0,,0,0,349,0,0,60.0,68.3,72.5,57.4,68.9,73.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,14,14,3,11,0,0,0,0,6,8,0,1,1,0,0,0,0,0,0,
MJ Cannon,159355,S,CINCINNATI,2,2,0,50.0,0,1,138,0,0,89.5,88.1,80.3,59.9,54.3,62.0,0,0,0,1,20,16.7,1,1,0,27.6,4,0,0,13,0,76,111,2,0,0,2,0,83,109,1,34,13,2,3,0,8,0,0,45,11,11.3
Jahsiah Galvan,159431,LB,STANFORD,2,1,0,100.0,0,0,300,0,0,51.2,36.6,0.0,53.2,28.1,36.9,1,1,0,0,14,28.6,4,0,1,105.6,3,0,0,70,0,56,99,12,0,0,12,0,0,87,11,32,17,1,9,0,3,2,0,28,7,9.3
Nate Henrich,159484,ED,S DIEGO ST,2,0,0,,0,0,284,0,0,,52.3,75.1,65.9,44.5,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,23,23,0,0,19,4,0,0,11,12,0,0,0,0,0,2,0,0,0,
Mercury Swaim,159491,LB,NEW MEXICO,2,2,0,100.0,0,0,241,0,0,64.7,77.4,75.4,75.2,78.5,82.6,3,1,0,0,2,0.0,0,0,0,79.2,2,0,0,56,0,26,60,2,0,0,2,0,0,58,4,30,2,5,7,1,2,4,0,-1,6,-0.5
NiJhay Burt,159609,CB,MICH STATE,1,0,0,50.0,0,0,223,0,0,68.2,68.6,75.2,,60.2,79.0,0,0,0,0,6,0.0,0,0,0,56.3,1,0,0,1,0,13,17,0,0,0,0,0,0,17,0,4,16,0,3,0,2,0,0,6,1,6.0
Latrevion Thompson,159632,ED,W KENTUCKY,2,0,0,,0,0,346,0,0,64.0,54.9,80.6,54.6,52.8,78.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,4,58,51,0,0,47,4,0,7,21,33,3,1,2,0,0,0,0,0,0,
Nasim Cairo,159639,DI,SO MISS,2,1,0,,0,0,296,0,0,60.0,71.1,77.4,62.6,72.7,74.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,71,71,3,59,5,4,0,0,40,31,0,2,2,0,0,1,0,0,0,
Dylan King,159667,S,MEMPHIS,3,1,0,100.0,0,0,218,0,0,45.0,50.9,75.3,,60.4,38.0,0,0,0,0,38,33.3,2,0,0,158.3,1,0,0,12,0,17,40,2,0,0,2,0,23,38,0,23,3,1,3,0,1,0,1,38,5,38.0
Austin Yelder,159668,LB,MO STATE,2,0,0,100.0,0,0,230,0,0,53.8,60.0,75.5,63.8,61.9,31.8,0,0,0,0,12,33.3,1,0,0,156.3,1,0,0,30,0,13,31,1,0,0,1,0,0,30,1,17,0,1,2,0,1,0,1,12,1,12.0
Charles Perkins,159709,DI,WISCONSIN,2,1,0,,0,0,349,0,0,,55.4,75.8,55.0,56.6,74.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,43,43,0,43,0,0,0,0,18,25,0,3,3,0,0,0,0,0,0,
Roman Pearson,159729,CB,KANSAS,2,1,0,100.0,0,0,198,0,0,64.3,65.7,75.4,,65.9,80.1,0,0,0,0,12,0.0,0,0,0,97.2,3,0,0,2,38,20,40,0,0,0,0,0,0,40,0,20,0,1,3,0,3,0,0,22,-1,7.3
Donquarius Parker,159732,ED,ARK STATE,2,0,0,,0,0,113,0,0,,49.1,74.8,56.8,50.0,23.8,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,14,14,0,0,14,0,0,0,5,9,0,0,0,0,0,0,0,0,0,
Tyree Morris,159759,DI,UTAH ST,2,2,1,,0,0,329,0,0,59.8,68.1,80.3,59.6,72.0,77.6,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,102,102,58,44,0,0,0,0,62,39,0,6,7,0,0,2,0,0,0,
Alex Mitchell,159800,LB,APP STATE,2,6,1,50.0,0,0,108,0,0,56.0,68.9,77.5,69.9,76.9,71.4,0,1,0,0,9,7.1,1,0,0,62.5,1,0,0,85,0,51,93,3,0,0,3,0,0,90,2,40,5,4,7,1,2,1,0,9,5,9.0
Chris Joines,159848,S,RUTGERS,2,0,0,80.0,0,0,278,0,0,59.4,60.4,0.0,,69.0,59.1,0,0,0,0,18,18.2,2,0,1,100.0,4,0,0,74,0,64,118,3,0,0,1,2,40,115,0,54,1,4,9,0,5,0,0,40,20,10.0
Isaac Prince,159854,LB,TOLEDO,2,2,0,66.7,0,0,316,0,0,63.1,61.6,75.4,,58.6,25.8,0,0,0,0,13,42.9,3,0,0,75.7,2,0,0,46,0,22,49,0,0,0,0,0,0,49,0,27,3,2,2,0,3,0,0,13,1,6.5
Arias Nash,159856,DI,TULSA,2,2,1,100.0,0,0,320,1,0,62.5,64.0,77.9,57.8,64.4,54.7,0,2,0,0,4,20.0,1,0,0,83.3,1,0,0,0,0,0,90,90,0,62,3,25,0,0,59,31,0,1,2,0,1,2,0,4,10,4.0
Caden Camese,159857,DI,TOLEDO,2,0,0,,0,0,316,0,0,,55.0,78.0,58.1,52.8,71.9,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,88,88,0,88,0,0,0,0,51,37,0,2,2,0,0,2,0,0,0,
Kendrick DuJour,159893,ED,E CAROLINA,2,2,0,100.0,0,0,156,0,0,51.3,64.2,0.0,72.1,70.7,80.4,0,2,0,0,18,0.0,0,0,1,88.9,3,1,0,7,0,10,54,47,0,0,47,0,0,7,16,28,0,4,4,1,3,3,0,16,13,5.3
Jam Jackson,159913,CB,VIRGINIA,2,0,0,100.0,0,0,335,0,0,57.9,59.2,73.5,,62.2,74.2,0,0,0,0,11,0.0,0,0,0,112.5,1,0,0,0,23,9,23,0,0,0,0,0,0,23,0,14,0,0,1,0,1,0,0,11,12,11.0
Jordy Lowery,159961,CB,FLORIDA,2,1,0,100.0,0,0,163,0,0,56.5,57.2,73.6,58.9,62.8,78.5,0,0,0,0,14,0.0,0,0,0,118.8,2,0,0,1,21,13,25,0,0,0,0,0,1,25,1,11,2,0,2,0,2,0,0,25,3,12.5
Justin Wallace,159968,ED,MEMPHIS,1,1,0,,0,0,218,0,0,60.0,32.2,72.0,60.0,35.1,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,1,7,0,0,0,0,0,0,0,0,0,
Antarron Turner,159969,LB,COLO STATE,2,3,0,100.0,0,0,144,0,0,58.9,60.4,77.5,66.2,58.7,38.7,1,1,0,0,18,36.4,4,0,0,114.6,2,0,0,31,0,11,40,8,0,0,8,0,0,32,4,25,1,2,4,1,2,2,0,23,18,11.5
Brandon Smiley,159973,DI,WAKE,1,0,0,,0,0,339,0,0,,51.3,69.1,58.8,55.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,
Wisdom Simms,159974,DI,PURDUE,2,0,0,,0,0,273,0,0,,67.8,74.4,65.5,64.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,24,24,2,21,0,1,0,0,14,10,0,0,0,0,0,0,0,0,0,
Jalen Marshall,160011,LB,MARSHALL,1,2,0,,0,0,214,0,0,66.9,59.1,75.3,68.2,48.0,34.2,0,0,0,0,,37.5,3,0,0,0.0,0,0,0,45,0,17,46,0,0,0,0,0,0,46,2,27,1,0,3,0,0,0,0,0,0,
Lavon Williams,160093,S,ILLINOIS,2,0,0,,0,0,187,0,0,63.7,55.1,0.0,,61.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,8,0,8,16,0,0,0,0,0,3,16,0,8,5,0,0,0,0,0,0,0,0,
Brandon Tucker,160109,LB,UTSA,2,2,0,33.3,0,0,331,0,0,64.9,72.4,76.1,61.4,76.4,79.3,1,0,0,0,12,6.3,1,0,0,46.5,1,0,0,69,0,37,82,3,0,0,3,0,1,79,10,35,9,8,13,1,3,1,0,12,2,12.0
