player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week
Asani Redwood,157354,DI,W VIRGINIA,1,1,0,,0,0,343,0,0,,57.5,74.7,64.2,52.1,70.2,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,27,27,0,8,13,6,0,0,16,11,0,0,0,0,0,2,0,0,0,,3
Brylan Green,157386,S,LIBERTY,1,1,0,0.0,0,0,206,0,0,80.6,78.1,76.3,60.0,66.0,70.5,0,0,0,0,,16.7,1,2,0,39.6,0,0,0,19,1,32,53,0,0,0,0,0,17,53,1,20,16,2,4,0,3,0,0,0,0,,3
Dexter Ricks Jr.,157387,CB,LIBERTY,1,1,0,71.4,0,0,206,0,0,74.5,70.1,76.1,60.0,51.5,83.6,0,0,0,0,13.0,0.0,0,0,0,77.7,5,0,0,6,43,25,52,1,0,0,1,0,0,51,1,26,2,5,7,1,7,0,0,27,16,5.4,3
Jayden Sweeney,157389,S,FAU,1,0,0,100.0,0,0,165,0,0,74.4,75.4,73.1,,68.8,81.2,0,0,0,0,1.0,0.0,0,0,0,79.2,1,0,0,14,1,9,28,0,0,0,0,0,6,28,0,19,7,1,4,0,1,0,0,1,5,1.0,3
A'Khori Jones,157391,S,LIBERTY,1,0,0,,0,0,206,0,0,66.1,66.9,76.6,66.6,61.5,75.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,14,0,23,47,4,0,0,4,0,23,43,3,21,6,0,1,0,0,1,0,0,0,,3
Elijah Auguste,157393,S,LIBERTY,1,0,0,,0,0,206,0,0,65.8,63.5,73.8,59.7,58.7,78.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,13,1,9,26,0,0,0,0,0,11,26,1,16,1,0,2,0,0,0,0,0,0,,3
Lawrence Brown Jr.,157394,CB,UTSA,1,0,0,0.0,0,0,331,0,0,70.9,71.2,73.7,,60.7,,0,0,0,0,,,0,1,0,39.6,0,0,0,0,22,16,22,0,0,0,0,0,0,22,0,6,0,0,0,0,1,0,0,0,0,,3
Bryce Dixon,157403,DI,LIBERTY,1,0,0,,0,0,206,0,0,,52.4,76.2,54.6,52.9,,1,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,45,45,2,35,0,8,0,0,27,18,0,0,0,0,0,1,0,0,0,,3
Jackson Vick,157406,CB,NC STATE,1,0,0,50.0,0,0,248,0,0,63.1,61.7,78.9,,54.5,39.4,0,0,0,0,8.0,50.0,1,0,0,56.3,2,0,0,4,0,35,46,3,0,0,3,0,2,43,0,11,37,1,1,0,4,0,0,5,10,2.5,3
Brandon Cleveland,157411,DI,NC STATE,1,0,0,,0,0,248,0,0,,62.1,75.7,66.5,57.2,70.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,29,28,14,14,0,0,0,1,16,13,0,1,1,0,0,1,0,0,0,,3
Nick Campbell,157412,DI,APP STATE,1,1,0,,0,0,108,0,0,61.8,64.4,71.9,72.0,48.3,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,13,13,0,13,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,,3
DJ Jackson,157413,DI,LIBERTY,1,1,0,,0,0,206,0,0,,82.4,74.7,69.2,78.7,74.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,19,19,4,10,0,5,0,0,9,10,0,4,4,1,0,0,0,0,0,,3
Aisea Moa,157430,LB,MICH STATE,1,0,0,100.0,0,0,223,0,0,56.2,57.5,76.9,60.6,60.0,75.1,0,2,0,0,19.0,0.0,0,0,0,158.3,2,0,0,4,0,8,16,8,0,0,8,0,0,8,7,1,4,0,1,0,2,2,1,28,22,14.0,3
Logan Fano,157432,ED,UTAH,1,0,0,,0,0,328,0,0,,63.5,73.9,61.3,62.0,72.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,12,12,0,0,11,1,0,0,7,5,0,0,1,0,0,1,0,0,0,,3
J.D. Lampley,157442,DI,E CAROLINA,1,0,1,,0,0,156,0,0,,69.1,75.5,68.5,62.1,72.4,0,3,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,40,40,0,32,2,6,0,0,31,9,0,2,1,1,0,4,0,0,0,,3
Samuel Dankah,157444,LB,E CAROLINA,1,0,0,33.3,0,0,156,0,0,51.0,48.6,71.2,76.3,37.5,60.8,2,0,0,0,7.0,16.7,1,0,0,42.4,1,0,0,35,0,20,36,0,0,0,0,0,0,36,7,9,1,3,5,0,3,2,0,7,2,7.0,3
Isaiah Brown-Murray,157447,CB,VA TECH,1,0,0,57.1,0,0,337,0,0,70.4,70.6,76.6,,65.1,76.2,0,0,0,0,12.0,0.0,0,0,0,64.0,4,0,0,1,55,22,56,0,0,0,0,0,0,56,0,34,0,1,2,1,7,0,0,24,5,6.0,3
Joey Zelinsky,157453,ED,PITTSBURGH,1,0,0,,0,0,268,0,0,60.0,57.0,71.5,58.5,58.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,6,6,0,0,5,1,0,0,2,3,0,0,0,0,0,0,0,0,0,,3
Jason Marshall,157457,S,E MICHIGAN,1,3,0,100.0,0,0,160,0,0,31.0,34.9,76.1,,51.1,29.4,0,0,0,0,25.0,40.0,2,0,0,158.3,2,0,0,21,1,19,42,0,0,0,0,0,16,42,0,23,4,0,0,0,2,0,1,29,7,14.5,3
Joshua Scott,157470,CB,E MICHIGAN,1,1,0,100.0,0,0,160,0,0,49.3,55.0,77.3,,71.4,80.7,0,0,0,0,34.0,0.0,0,0,2,118.8,1,0,0,7,55,28,68,0,0,0,0,0,1,68,0,40,5,0,4,0,1,0,0,34,0,34.0,3
Barry Manning,157476,LB,E MICHIGAN,1,2,0,100.0,0,0,160,0,0,61.3,55.4,70.9,58.4,53.3,28.0,0,0,0,0,3.0,42.9,3,0,0,118.8,1,0,0,50,0,16,53,0,0,0,0,0,0,53,2,35,3,0,2,0,1,0,1,3,0,3.0,3
Maverick Baranowski,157484,LB,MINNESOTA,1,2,0,0.0,0,0,225,0,0,70.8,55.0,74.1,54.6,36.8,29.7,0,0,0,0,,33.3,2,0,0,39.6,0,0,0,49,0,31,55,0,0,0,0,0,0,55,3,21,6,0,2,0,3,0,0,0,0,,3
Anthony Smith,157485,ED,MINNESOTA,1,0,0,,0,0,225,0,0,60.0,62.8,79.0,58.8,65.7,73.9,0,4,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,62,62,0,1,55,6,0,0,42,19,0,2,1,0,0,5,0,0,0,,3
Tyler Stolsky,157505,LB,FAU,1,0,0,100.0,0,0,165,0,0,47.0,54.5,75.8,66.8,61.8,36.2,0,1,0,0,1.0,50.0,1,0,0,79.2,1,0,0,21,0,10,26,5,0,0,5,0,0,21,2,14,0,0,1,0,1,1,0,1,6,1.0,3
Joey Gerlach,157506,LB,MINNESOTA,1,0,0,,0,0,225,0,0,,66.1,65.8,66.7,,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,3
Aidan Gousby,157507,S,MINNESOTA,1,2,0,50.0,0,0,225,0,0,42.7,43.6,78.4,59.8,51.1,66.3,0,0,0,0,16.0,12.5,1,0,0,77.1,1,0,0,21,0,43,65,0,0,0,0,0,36,65,1,21,8,0,5,0,2,0,0,16,1,16.0,3
Coleman Bryson,157509,S,N CAROLINA,1,0,0,,0,0,245,0,0,62.4,64.2,72.4,,63.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,7,0,6,20,0,0,0,0,0,9,20,0,14,3,0,0,0,0,0,0,0,0,,3
Rayyan Buell,157513,DI,MEMPHIS,1,0,0,,0,0,218,0,0,,62.1,73.4,66.5,55.9,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,15,15,1,4,9,1,0,0,9,6,0,0,0,0,0,1,0,0,0,,3
Zamari Stevenson,157530,CB,WAKE,1,0,0,100.0,0,0,339,0,0,63.9,55.9,75.3,,40.5,79.0,0,0,0,0,15.0,0.0,0,0,0,118.8,1,0,0,2,0,13,22,0,0,0,0,0,0,22,0,9,20,2,3,0,1,0,0,15,0,15.0,3
Elijah Hall,157533,ED,LIBERTY,1,0,1,,0,0,206,0,0,60.0,69.4,73.1,64.2,66.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,13,13,0,4,6,3,0,0,7,5,0,0,0,0,0,0,0,0,0,,3
Kevin Abrams-Verwayne,157542,ED,APP STATE,1,0,0,0.0,0,0,108,0,0,60.0,47.3,0.0,67.7,57.8,72.2,0,0,0,0,,0.0,0,0,1,39.6,0,0,0,0,0,1,23,22,0,0,22,0,0,1,9,13,1,1,1,0,1,0,0,0,0,,3
Ethan Johnson,157549,CB,APP STATE,1,1,0,75.0,0,0,108,0,0,46.1,47.7,76.5,,63.2,22.2,0,0,0,0,41.0,25.0,1,0,0,156.3,3,0,0,0,39,27,43,1,0,0,1,0,2,42,0,16,1,0,2,0,4,0,1,74,21,24.7,3
DJ Burks,157550,S,APP STATE,1,2,0,100.0,0,0,108,0,0,53.3,57.6,74.5,,67.1,51.1,0,0,0,1,48.0,25.0,1,0,0,79.2,1,0,0,3,0,18,26,0,0,0,0,0,20,26,0,8,3,0,1,0,1,0,0,48,29,48.0,3
Santana Hopper,157551,DI,TULANE,1,0,0,,0,0,319,0,0,60.0,59.4,0.0,67.7,53.9,,2,2,0,0,,,0,0,1,0.0,0,0,0,0,0,1,51,50,5,15,0,30,0,1,36,14,0,0,0,0,0,4,0,0,0,,3
Derrell Farrar,157552,LB,LIBERTY,1,0,0,25.0,0,0,206,0,0,65.2,61.4,0.0,61.0,62.4,65.6,0,0,0,0,15.0,12.5,1,0,1,42.7,1,1,0,40,0,27,56,5,0,0,5,0,5,51,8,21,6,5,7,0,4,1,0,15,4,15.0,3
Caleb Bacon,157561,LB,IOWA STATE,1,2,0,,0,0,193,0,0,66.1,72.1,79.4,55.7,80.3,53.1,0,1,0,0,,28.6,2,0,0,0.0,0,0,0,29,0,19,50,17,0,0,17,0,0,33,13,18,4,3,3,1,0,1,0,0,0,,3
Will McLaughlin,157562,LB,IOWA STATE,1,0,1,,0,0,193,0,0,51.0,52.4,72.3,60.0,52.1,26.5,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,17,0,8,17,0,0,0,0,0,0,17,1,8,0,1,1,0,0,0,0,0,0,,3
Jontez Williams,157583,CB,IOWA STATE,1,1,0,0.0,0,0,193,0,0,71.9,70.4,72.2,58.2,60.8,73.5,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,1,10,4,12,1,0,0,1,0,0,11,1,7,0,0,0,0,1,0,0,0,0,,3
Ikenna Ezeogu,157591,ED,IOWA STATE,1,1,0,,0,0,193,0,0,,48.3,76.7,52.8,48.7,28.0,1,2,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,56,56,0,10,21,25,0,0,30,26,0,1,1,1,0,3,0,0,0,,3
Blake Thompson,157593,S,HOUSTON,1,0,0,33.3,0,0,182,0,0,67.4,67.1,74.4,,60.0,28.9,0,0,0,1,7.0,50.0,1,0,0,2.8,1,0,0,5,0,23,26,0,0,0,0,0,17,26,0,3,4,1,1,0,3,0,0,7,3,7.0,3
Treyveon McGee,157596,S,CHARLOTTE,1,2,0,66.7,0,0,136,0,0,52.8,59.6,77.7,,74.6,78.6,0,0,0,0,7.0,0.0,0,0,0,112.5,2,0,0,15,0,28,42,5,0,0,5,0,2,37,0,14,20,1,2,0,3,0,1,11,2,5.5,3
Domonique Orange,157602,DI,IOWA STATE,1,0,0,,0,0,193,0,0,,72.8,78.2,69.5,69.3,35.9,0,2,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,52,52,44,7,0,1,0,0,29,23,0,2,2,0,0,2,0,0,0,,3
Myles Norwood,157603,CB,S CAROLINA,1,1,0,83.3,0,0,289,0,0,38.1,41.1,75.1,,63.3,33.9,0,0,0,0,18.0,33.3,2,0,0,102.8,5,0,0,5,36,23,44,0,0,0,0,0,2,44,0,21,1,1,3,0,6,0,0,52,14,10.4,3
Jeremiah Cooper,157608,CB,IOWA STATE,1,0,0,40.0,0,0,193,0,0,79.0,78.4,75.6,,62.7,77.3,0,0,0,0,26.0,0.0,0,2,0,66.3,2,0,0,3,40,28,45,0,0,0,0,0,0,45,0,17,2,2,2,0,5,0,0,37,30,18.5,3
Tyre West,157613,ED,TENNESSEE,1,1,0,,0,0,307,0,0,65.6,75.2,78.2,70.4,66.9,77.9,2,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,55,55,0,1,41,13,0,0,28,27,0,3,4,0,0,3,0,0,0,,3
Bronson Olevao Jr.,157632,LB,UTAH ST,1,1,0,100.0,0,0,329,0,0,55.1,59.3,78.9,66.8,58.9,33.8,1,2,0,0,13.0,28.6,2,0,0,118.8,1,0,0,81,0,16,81,0,0,0,0,0,0,81,9,56,0,2,4,0,1,3,0,13,5,13.0,3
Paul Fitzgerald,157633,ED,UTAH,1,0,0,,0,0,328,0,0,,68.5,76.9,53.5,75.0,77.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,2,1,25,1,0,0,13,16,0,3,4,0,0,0,0,0,0,,3
Tavian Coleman,157637,DI,COLORADO,1,1,0,,0,0,143,0,0,,74.0,75.3,64.1,74.1,72.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,31,31,5,26,0,0,0,0,17,14,0,1,1,0,0,1,0,0,0,,3
Malachi Madison,157649,DI,UMASS,1,0,0,,0,0,216,0,0,,56.7,73.9,56.6,57.7,44.6,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,24,24,0,24,0,0,0,0,11,13,0,3,3,0,0,0,0,0,0,,3
Mansoor Delane,157650,CB,LSU,1,0,0,42.9,0,0,211,0,0,78.2,79.3,77.9,69.7,66.4,64.1,1,1,0,0,18.0,16.7,1,1,0,55.1,3,0,0,4,68,57,82,0,0,0,0,0,0,82,2,23,10,2,5,0,7,2,0,29,16,9.7,3
Keyshawn Burgos,157654,ED,VA TECH,1,0,0,,0,0,337,0,0,60.0,56.6,0.0,69.0,66.5,27.2,0,2,0,0,,100.0,1,0,2,0.0,0,0,0,4,0,1,27,23,0,0,23,0,0,4,8,18,0,0,0,0,0,2,0,0,0,,3
Jaden Williams,157679,DI,KENTUCKY,1,0,0,,0,0,202,0,0,,57.9,73.7,55.7,61.4,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,21,21,1,14,0,6,0,0,17,4,0,0,0,0,0,1,0,0,0,,3
Caleb Merritt,157681,CB,WYOMING,1,0,0,100.0,0,0,351,0,0,50.2,39.8,69.5,,45.7,21.8,0,0,0,0,15.0,100.0,1,0,0,108.3,2,0,0,2,0,4,8,0,0,0,0,0,0,8,0,4,6,0,0,0,2,0,0,20,16,10.0,3
Simeon Harris,157706,CB,FRESNO ST,1,0,0,50.0,0,0,169,0,0,65.1,69.0,77.2,,72.0,78.9,0,0,0,0,7.0,0.0,0,1,0,56.3,2,0,0,1,0,18,30,3,0,0,3,0,0,27,0,12,26,4,4,0,4,0,0,11,2,5.5,3
Xavier Smith,157707,S,UTEP,1,4,0,25.0,0,0,330,0,0,76.6,69.4,78.4,60.0,56.5,63.7,0,0,0,1,4.0,14.3,1,0,0,0.0,1,0,0,21,0,25,71,2,0,0,2,0,40,69,1,45,8,0,2,0,4,0,0,4,9,4.0,3
Jeremy Mack Jr.,157712,S,DOMINION,1,0,0,100.0,0,1,263,0,0,73.9,66.5,0.0,63.7,53.0,69.7,0,0,0,0,17.0,10.0,1,0,1,133.3,8,0,0,28,0,46,78,8,0,0,8,0,1,70,7,25,41,5,9,2,8,0,1,52,33,6.5,3
Shakaun Bowser,157715,ED,UTEP,1,2,0,,0,0,330,0,0,,48.8,74.0,56.8,49.0,75.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,31,31,0,4,6,21,0,0,6,25,0,1,2,0,0,0,0,0,0,,3
Mason Maddox,157721,DI,KENT STATE,1,2,0,,0,0,201,0,0,,68.9,75.6,55.8,74.7,35.7,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,34,34,6,27,0,1,0,0,21,13,0,0,0,0,0,0,0,0,0,,3
Dylan Dixson,157722,CB,MO STATE,1,0,0,71.4,0,0,230,0,0,59.5,58.3,76.5,59.2,55.0,43.1,0,0,0,0,16.0,25.0,2,0,0,80.1,5,0,0,21,0,40,64,1,0,0,1,0,0,63,1,23,42,3,6,1,7,0,0,31,49,6.2,3
Jamari Lyons,157729,DI,FLORIDA,1,1,0,100.0,0,0,163,0,0,57.3,68.3,75.2,66.8,78.3,72.4,0,0,0,0,23.0,0.0,0,0,0,118.8,1,0,0,0,0,1,26,26,8,18,0,0,0,0,12,13,0,1,1,0,1,0,0,23,10,23.0,3
Kamari Wilson,157735,S,MEMPHIS,1,2,0,,0,0,218,0,0,65.5,66.6,77.1,,63.9,78.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,24,33,6,0,0,6,0,14,27,0,9,7,0,0,0,0,0,0,0,0,,3
Miguel Mitchell,157742,S,ARKANSAS,1,1,0,100.0,0,0,111,0,0,59.2,57.1,76.8,70.2,47.0,37.0,0,0,0,0,9.0,40.0,2,0,0,104.2,1,1,0,17,0,26,50,1,0,0,1,0,19,49,2,22,13,1,2,0,1,1,0,9,10,9.0,3
Chris McClellan,157743,DI,MISSOURI,1,1,0,,0,0,229,0,0,,83.2,73.2,89.3,63.8,69.7,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,17,17,2,15,0,0,0,0,10,7,0,0,0,0,0,2,0,0,0,,3
Jack Pyburn,157747,ED,LSU,1,1,0,,0,0,211,0,0,48.5,67.5,80.8,62.4,78.3,29.5,0,5,0,0,,33.3,1,0,0,0.0,0,0,0,3,0,3,49,45,0,0,43,2,0,4,33,13,1,1,1,1,0,5,0,0,0,,3
Devin Moore,157751,CB,FLORIDA,1,0,0,66.7,0,0,163,0,0,71.0,73.4,75.0,,70.5,74.2,0,0,0,0,9.0,,0,0,0,79.9,2,0,0,1,27,18,30,0,0,0,0,0,0,30,0,12,2,0,0,0,3,0,0,16,18,8.0,3
Tyreak Sapp,157752,ED,FLORIDA,1,1,0,,0,0,163,0,0,60.0,80.1,75.4,68.3,79.3,73.2,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,28,28,0,3,17,8,0,0,15,12,0,0,1,0,0,3,0,0,0,,3
Uso Seumalo,157775,DI,KANSAS ST,1,2,1,,0,0,199,0,0,,62.0,75.7,52.1,67.4,49.2,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,1,0,0,33,32,10,22,0,0,0,1,15,18,0,1,2,1,0,1,0,0,0,,3
Jet Dineen,157779,S,KANSAS ST,1,0,0,,0,0,199,0,0,62.2,62.1,70.3,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,4,5,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,,3
VJ Payne,157780,S,KANSAS ST,1,1,0,50.0,0,0,199,0,0,71.0,67.7,77.6,58.3,60.7,71.5,1,0,0,0,27.0,10.0,1,0,0,77.1,2,0,0,38,1,36,69,4,0,0,4,0,15,65,1,32,11,2,8,0,4,1,0,32,28,16.0,3
Jordan Perry,157785,S,TROY,1,1,0,,0,0,318,0,0,60.0,64.1,65.7,,61.9,73.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,1,4,0,0,0,0,0,1,4,0,3,1,0,0,0,0,0,0,0,0,,3
Tobi Osunsanmi,157786,ED,KANSAS ST,1,1,0,,0,0,199,0,0,66.5,56.9,79.6,58.5,46.9,30.0,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,6,0,1,49,43,0,0,43,0,0,6,31,17,0,1,1,0,0,1,0,0,0,,3
Justin Eklund,157848,LB,BOWL GREEN,1,0,0,100.0,0,0,122,0,0,60.4,60.2,70.1,60.0,60.0,73.2,0,0,0,0,18.0,0.0,0,0,0,118.8,1,0,0,11,0,9,11,0,0,0,0,0,0,11,1,1,0,1,1,0,1,0,0,18,5,18.0,3
Michael Dansby,157849,CB,ARIZONA,1,1,0,33.3,0,0,109,0,0,40.5,48.4,73.8,,77.7,77.9,0,0,0,0,31.0,0.0,0,0,0,72.9,1,0,0,2,23,15,25,0,0,0,0,0,0,25,0,10,0,1,2,0,3,0,0,31,4,31.0,3
Chrystyile Caldwell,157866,LB,S ALABAMA,1,0,0,,0,0,288,0,0,,60.8,63.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,,3
Khalil Jacobs,157870,LB,MISSOURI,1,1,0,,0,0,229,0,0,60.5,51.4,70.4,82.1,35.0,76.7,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,13,0,3,13,0,0,0,0,0,0,13,2,8,0,1,0,0,0,2,0,0,0,,3
Mo Westmoreland,157883,ED,TULANE,1,0,0,,0,0,319,0,0,60.8,65.4,78.7,73.8,49.7,,1,2,0,0,,,0,0,0,0.0,0,0,0,2,0,3,31,29,0,0,29,0,0,2,17,11,0,0,0,0,0,3,0,0,0,,3
A'tiq Muhammad,157887,CB,KENT STATE,1,0,0,66.7,0,0,201,0,0,52.0,57.2,74.2,71.3,69.6,51.8,0,0,0,0,13.0,25.0,2,0,1,93.8,2,1,0,5,33,25,38,0,0,0,0,0,0,38,0,13,0,2,6,0,3,1,0,26,6,13.0,3
Payton Zdroik,157898,DI,AIR FORCE,1,0,0,,1,0,101,0,0,,70.0,0.0,66.2,76.0,71.9,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,35,35,12,22,0,1,0,0,18,17,0,2,2,0,0,1,0,0,0,,3
Red Murdock,157948,LB,BUFFALO,1,4,0,100.0,1,0,126,0,0,39.4,48.6,0.0,52.7,71.0,56.8,0,0,0,0,50.0,15.4,2,0,1,158.3,3,0,0,74,0,35,79,0,0,0,0,0,1,79,10,34,4,2,7,0,3,0,1,71,33,23.7,3
Kam Olds,157953,ED,KENTUCKY,1,0,0,,0,0,202,0,0,61.7,59.8,78.2,63.0,53.8,24.8,0,2,0,0,,100.0,1,0,0,0.0,0,0,0,1,0,3,23,20,0,0,20,0,0,3,12,8,2,0,0,0,0,2,0,0,0,,3
Devin Morgan,157955,DI,BUFFALO,1,0,0,,0,0,126,0,0,60.9,78.4,76.1,76.3,70.0,73.2,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,42,42,6,35,1,0,0,0,26,15,0,4,4,1,0,2,0,0,0,,3
Cornell Evans,157956,DI,BUFFALO,1,0,0,,0,0,126,0,0,,55.5,75.7,62.5,52.5,70.2,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,44,44,0,44,0,0,0,0,18,26,0,1,1,0,0,2,0,0,0,,3
Maguire Neal,157963,S,MO STATE,1,0,0,0.0,0,0,230,0,0,84.0,82.0,78.5,,70.0,81.8,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,28,0,43,76,0,0,0,0,0,42,76,0,33,6,2,5,0,1,0,0,0,0,,3
Reid Williford,157970,LB,CHARLOTTE,1,1,0,83.3,0,0,136,0,0,61.4,62.3,74.6,78.8,40.9,42.8,0,1,0,0,17.0,20.0,1,0,0,96.5,5,2,0,28,0,28,47,6,0,0,6,0,0,41,10,9,13,2,3,0,6,3,0,43,9,8.6,3
Ladarian Paulk,157996,S,E CAROLINA,1,0,0,,0,0,156,0,0,78.2,69.0,67.4,,,,0,0,0,0,,,0,1,0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,3
Andre Cobb,158056,CB,FRESNO ST,1,1,0,100.0,0,0,169,0,0,72.0,72.7,71.6,,60.6,76.1,0,0,0,0,9.0,0.0,0,0,0,85.4,2,0,0,2,0,7,12,0,0,0,0,0,0,12,0,5,10,1,1,0,2,0,0,9,5,4.5,3
Amariyun Knighten,158059,CB,INDIANA,1,0,0,,0,0,190,0,0,63.4,66.9,72.7,,67.9,77.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,17,5,17,0,0,0,0,0,0,17,0,12,0,0,2,0,0,0,0,0,0,,3
Kip Lewis,158071,LB,OKLAHOMA,1,1,0,100.0,0,0,261,0,0,72.3,79.5,71.6,63.2,73.9,78.0,2,0,0,0,0.0,0.0,0,0,0,79.2,2,0,0,19,0,8,23,3,0,0,3,0,0,20,5,10,1,2,2,1,2,2,0,-2,2,-1.0,3
Robert Spears-Jennings,158074,S,OKLAHOMA,1,0,0,0.0,0,0,261,0,0,55.0,58.5,75.1,,64.5,74.8,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,6,0,11,22,1,0,0,1,0,9,21,0,11,6,0,1,0,1,0,0,0,0,,3
R Mason Thomas,158080,ED,OKLAHOMA,1,0,0,,0,0,261,0,0,60.8,57.5,0.0,67.2,61.7,72.2,0,0,0,0,,,0,0,1,0.0,0,1,0,0,0,4,23,23,0,0,22,1,0,0,10,9,0,1,0,0,0,1,0,0,0,,3
Kobie McKinzie,158089,LB,OKLAHOMA,1,0,0,,0,0,261,0,0,72.2,69.2,72.5,64.4,55.5,44.6,1,0,0,0,,25.0,1,0,0,0.0,0,0,0,20,1,9,22,0,0,0,0,0,0,22,4,9,1,2,3,0,0,1,0,0,0,,3
Owen Heinecke,158098,LB,OKLAHOMA,1,1,0,0.0,0,0,261,0,0,80.9,83.6,71.9,56.7,68.8,76.4,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,17,0,12,20,0,0,0,0,0,0,20,2,6,3,1,1,0,1,0,0,0,0,,3
Peyton Williams,158101,S,S CAROLINA,1,1,0,,0,0,289,0,0,67.6,67.1,75.8,,62.9,83.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,23,0,22,44,1,0,0,1,0,10,43,0,22,10,0,5,0,0,0,0,0,0,,3
Felix Hixon,158107,DI,MIDDLE TN,1,0,0,,0,0,224,0,0,,66.4,70.3,58.2,61.8,69.7,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,2,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,,3
Bryan Thomas Jr.,158108,ED,S CAROLINA,1,0,0,,0,0,289,0,0,,48.0,0.0,52.2,55.9,28.6,1,3,0,0,,50.0,2,0,1,0.0,0,0,0,0,0,0,42,42,0,0,36,6,0,0,21,21,0,2,2,1,0,4,0,0,0,,3
Donovan Westmoreland,158115,ED,KENNESAW,1,0,0,,0,0,200,0,0,62.1,72.4,76.3,65.1,70.1,77.4,0,1,0,0,,0.0,0,0,0,0.0,0,2,0,5,0,2,23,18,0,0,18,0,0,5,16,5,0,3,2,0,0,3,0,0,0,,3
