player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Joey Aguilar,174978,QB,APP STATE,11,55,15,2,19.0,64,0,117,0,0,5,53,33.8,14,24,108,4,2,62.6,71.9,80.5,66.8,,60.0,75.9,60.0,49,3,0,0,1,347,219,27,0,28,2,336,205,3.73,6.1,0.0,13
Torrance Burgess Jr.,163031,HB,TEXAS ST,10,55,21,5,36.7,124,0,338,0,4,21,176,125.0,11,16,314,2,39,45.0,72.5,80.1,,68.6,60.4,73.9,54.8,57,0,95,9,57,67,0,0,10,64,2,338,176,3.2,6.1,1.67,15
Braxton Woodson,175276,QB,NAVY,9,55,13,2,38.7,65,0,129,0,0,9,98,33.9,5,12,237,3,22,46.1,58.5,49.8,56.0,,,60.7,60.0,38,1,0,0,0,118,39,4,0,51,3,168,140,2.55,3.1,,12
Deion Hankins,97310,HB,TEXAS ST,9,54,10,2,31.4,77,0,245,0,0,10,210,72.0,5,18,314,1,33,60.5,71.8,79.2,,16.9,53.7,72.6,59.9,47,0,0,0,14,74,0,0,1,54,2,245,210,3.89,4.5,0.0,21
Chris Davis Jr.,188861,HB,STANFORD,11,54,7,3,34.9,99,0,284,0,2,7,165,48.2,5,4,300,1,33,61.1,66.4,82.5,,68.2,55.2,70.6,43.6,47,2,11,3,42,101,0,0,4,57,0,284,165,3.06,5.3,0.26,15
Salahadin Allah,191210,HB,OREGON ST,12,54,14,3,22.1,58,0,262,0,0,14,205,94.9,7,10,265,0,19,83.0,65.0,0.0,,74.2,54.0,67.0,58.4,21,1,6,2,37,62,0,0,2,56,1,262,205,3.8,4.9,0.16,35
Jaziun Patterson,156421,HB,IOWA,9,54,6,2,23.4,55,0,235,0,0,6,169,34.1,3,16,192,0,9,82.8,62.2,79.6,,43.9,58.4,62.3,58.7,39,0,3,1,8,62,0,0,1,55,2,235,169,3.13,4.4,0.38,45
Terry Wilkins,121829,HB,MIDDLE TN,12,54,14,2,18.7,40,1,214,1,5,14,184,96.6,6,11,224,2,21,42.4,67.4,82.5,,64.0,67.6,66.3,56.0,23,1,69,13,67,66,0,0,15,67,1,214,184,3.41,4.0,1.03,29
Byrum Brown,156206,QB,USF,5,54,15,4,26.4,94,0,252,0,0,12,170,137.7,13,16,327,2,16,66.0,67.0,84.0,61.5,,85.0,67.2,60.1,42,1,12,1,2,141,104,16,1,39,3,356,238,4.41,6.6,6.0,11
Brandon Thomas,121788,HB,MEMPHIS,10,54,24,4,39.9,131,0,328,1,2,24,260,212.2,10,22,218,1,12,62.2,77.7,80.6,,56.3,52.3,79.7,59.0,57,0,18,5,36,69,0,0,6,59,8,328,260,4.81,6.1,0.5,42
Marquis Crosby,145241,HB,LA TECH,10,53,7,2,23.4,51,0,218,1,0,7,142,34.1,6,12,208,1,29,60.2,65.1,80.8,73.1,21.3,33.5,70.8,58.4,31,0,5,2,43,84,0,0,3,55,1,218,142,2.68,4.1,0.12,24
Taylor Tatum,188782,HB,OKLAHOMA,10,53,4,3,26.7,71,0,266,0,1,4,167,27.2,5,12,261,4,20,22.1,56.2,81.7,62.7,24.6,62.3,58.6,48.6,35,0,41,5,57,94,0,0,6,58,3,266,167,3.15,5.0,0.72,32
Ihson E. Jackson-Anderson,157474,HB,E MICHIGAN,8,53,7,2,28.0,58,0,207,0,1,7,149,39.5,3,8,160,1,22,60.5,65.5,81.4,,60.9,61.1,64.9,70.7,36,0,64,4,56,68,0,0,4,57,2,207,149,2.81,3.9,1.14,31
Alex Orji,158545,QB,MICHIGAN,10,52,15,4,34.4,99,0,244,0,0,9,158,80.6,10,19,222,2,33,62.1,63.0,81.4,44.7,62.2,55.8,71.7,60.1,29,0,0,0,2,132,44,10,1,42,1,288,202,3.88,5.5,0.0,5
Damari Alston,157037,HB,AUBURN,12,52,12,4,34.6,92,0,266,0,2,12,160,74.3,7,15,115,2,26,39.1,70.5,81.7,,81.1,68.0,69.2,58.6,29,0,53,6,61,75,0,0,6,58,3,266,160,3.08,5.1,0.87,26
Ca'Lil Valentine,183515,HB,ILLINOIS,11,52,7,4,34.3,69,0,201,1,0,7,139,32.8,5,11,187,0,22,82.5,71.4,79.7,,26.4,52.8,73.8,57.9,22,0,30,5,35,57,0,0,8,57,1,201,139,2.67,3.9,0.86,29
Chandler Morris,122938,QB,N TEXAS,12,52,13,3,18.4,54,0,54,0,0,7,36,57.1,11,15,251,2,3,76.1,78.9,89.7,75.8,,55.9,69.4,60.2,49,0,0,0,1,286,240,31,0,21,4,294,117,2.25,5.7,0.0,4
Leo Pulalasi,176689,HB,WASH STATE,12,52,12,3,24.1,59,0,245,0,1,12,172,74.1,6,14,341,1,24,60.3,72.5,82.5,,68.0,62.9,75.5,55.9,22,0,49,6,88,75,0,0,8,58,2,245,172,3.31,4.7,0.56,27
Jamal Roberts,175912,HB,MISSOURI,12,52,9,0,0.0,0,0,211,0,0,9,137,42.3,2,19,229,1,16,60.5,73.4,83.5,,69.0,55.4,77.6,51.4,14,0,9,4,65,70,0,0,7,56,3,211,137,2.63,4.1,0.14,36
Chad Alexander,175356,HB,GA TECH,9,52,12,5,38.1,104,0,273,1,1,12,190,83.3,9,16,176,0,30,82.5,66.6,14.5,,31.9,46.2,74.4,55.6,28,1,22,5,73,92,0,0,7,57,1,273,190,3.65,5.3,0.3,22
Tahj Bullock,144070,QB,AKRON,12,52,9,1,9.1,15,0,153,3,1,9,87,28.0,2,18,102,4,20,32.5,71.1,84.1,70.3,,54.4,73.4,61.2,15,0,63,10,47,110,12,1,16,61,8,165,104,2.0,3.2,1.34,22
Joseph Himon II,162843,HB,NWESTERN,12,52,14,6,64.6,166,0,257,0,3,14,237,115.6,10,10,256,0,16,83.6,66.1,25.0,,34.9,59.8,72.5,53.0,51,1,96,15,132,78,0,0,18,67,2,257,237,4.56,4.9,0.73,36
Fernando Mendoza,158323,QB,CAL,11,52,8,2,12.3,41,0,90,0,0,0,22,0.0,12,21,130,3,12,62.3,77.4,71.5,75.7,,54.1,66.3,60.2,50,4,9,0,1,262,244,28,0,24,2,334,156,3.0,6.4,9.0,2
Dillon Gabriel,86272,QB,OREGON,12,51,13,4,46.5,126,0,176,0,0,7,62,37.5,8,19,264,3,14,74.4,88.3,89.2,87.0,,54.3,65.4,60.1,54,2,0,0,1,370,95,17,0,34,7,271,122,2.39,5.3,0.0,5
Myles Montgomery,144232,HB,UCF,10,51,13,3,21.5,63,0,293,0,2,13,179,97.5,8,18,323,0,10,82.7,75.1,79.8,,26.1,61.4,76.0,79.8,25,0,66,3,45,73,0,0,4,54,3,293,179,3.51,5.7,1.47,41
Kam Davis,183297,HB,FLORIDA ST,9,51,9,1,9.0,16,0,177,1,1,9,172,63.6,5,8,167,1,17,60.1,66.6,80.9,,39.5,46.4,68.9,70.1,16,0,21,2,41,63,0,0,4,53,0,177,172,3.37,3.5,0.51,34
Turbo Richard,190199,HB,BOSTON COL,7,51,11,4,31.0,84,0,271,0,0,11,142,60.1,8,13,121,0,34,82.9,79.2,79.8,,5.7,52.0,81.0,56.5,30,0,0,0,17,70,0,0,0,51,1,271,142,2.78,5.3,0.0,17
Maddux Madsen,163379,QB,BOISE ST,12,51,12,1,7.7,18,0,43,0,0,5,30,24.0,7,18,120,2,0,72.7,75.9,89.2,72.7,,,66.8,60.2,49,0,0,0,0,410,192,26,0,25,4,235,150,2.94,4.6,,5
Myles Bailey,145722,HB,C MICHIGAN,11,51,7,5,44.1,128,0,290,1,0,7,192,42.5,5,17,134,0,22,82.5,75.9,81.3,55.3,84.9,58.6,78.1,66.8,35,0,62,11,52,63,0,0,12,62,3,290,192,3.76,5.7,1.19,28
David Mbadinga,174136,HB,GA SOUTHRN,12,51,16,4,41.4,82,0,198,1,3,16,132,92.8,5,12,174,0,31,82.8,67.0,81.5,,47.6,44.4,73.7,49.8,29,0,19,2,63,70,0,0,5,53,3,198,132,2.59,3.9,0.3,18
Stone Earle,123504,QB,MARSHALL,8,51,6,2,12.3,31,0,172,0,0,5,68,24.8,10,17,214,3,11,43.5,58.0,63.5,55.2,62.2,,62.8,60.0,16,3,0,0,0,116,80,14,0,37,0,252,103,2.02,4.9,,12
Savion Williams,123101,WR,TCU,12,51,22,7,50.6,163,0,322,8,18,22,215,151.9,11,20,305,1,36,68.4,78.9,86.8,70.2,,70.2,90.5,54.3,35,0,611,60,291,219,0,0,83,111,6,322,215,4.22,6.3,2.1,13
Don Chaney,122207,HB,LOUISVILLE,11,50,1,2,29.8,53,0,178,2,4,1,128,22.9,3,11,210,0,21,82.3,61.7,82.3,,33.1,51.3,66.0,52.7,27,0,62,6,81,60,0,0,13,56,3,178,128,2.56,3.6,0.77,27
Anderson Castle,122234,HB,APP STATE,9,50,19,4,28.1,70,0,249,0,2,19,188,125.3,11,18,108,0,8,82.5,82.9,82.4,,31.1,74.8,86.9,58.8,21,0,88,13,54,58,0,0,15,63,1,249,188,3.76,5.0,1.63,42
Caleb Komolafe,176513,HB,NWESTERN,10,50,14,1,12.2,17,0,139,0,0,14,118,63.5,3,8,256,1,12,60.1,57.7,81.8,,26.2,53.1,61.7,57.5,17,0,8,2,66,63,0,0,2,52,0,139,118,2.36,2.8,0.12,37
Jordan McDonald,158449,HB,BOSTON COL,5,50,10,5,39.2,142,0,362,0,2,10,256,113.8,13,19,121,0,40,82.3,87.7,79.5,,73.7,66.2,84.3,60.0,41,0,24,4,12,52,0,0,4,54,2,362,256,5.12,7.2,2.0,10
Demond Williams Jr.,183648,QB,WASHINGTON,12,49,15,3,16.8,50,0,163,0,0,7,97,64.3,10,15,340,2,8,63.6,77.1,82.2,65.4,,61.3,77.3,60.0,43,0,3,1,1,113,135,17,1,33,1,298,168,3.43,6.1,3.0,21
Jase Bauer,145714,QB,SM HOUSTON,7,49,2,4,36.0,73,0,141,0,0,2,84,11.9,9,11,281,2,16,63.0,68.8,81.5,71.1,,57.4,60.4,60.0,25,0,1,1,1,115,62,12,1,38,0,203,113,2.31,4.1,1.0,6
EJ Smith,131782,HB,TEXAS A&M,11,49,7,0,0.0,0,0,171,0,3,7,109,40.4,3,10,312,0,24,83.8,65.1,81.0,,58.4,58.7,66.3,57.6,14,0,22,6,53,56,0,0,7,55,0,171,109,2.22,3.5,0.42,25
James Peoples,183706,HB,OHIO STATE,8,49,13,1,9.1,18,0,197,0,0,13,148,78.5,4,11,260,0,14,82.3,74.5,78.9,,31.8,52.6,75.8,60.0,18,0,-2,1,32,55,0,0,2,50,2,197,148,3.02,4.0,-0.06,35
Donovan Smith,73929,QB,HOUSTON,9,49,10,2,22.7,56,0,168,0,0,5,84,32.4,9,20,182,2,18,65.6,60.5,48.6,53.0,,,70.6,60.0,37,5,0,0,0,136,79,13,0,36,3,247,147,3.0,5.0,,8
Kyle McCord,145053,QB,SYRACUSE,12,49,2,1,20.9,29,0,35,0,0,0,13,0.0,4,22,304,6,1,57.2,90.0,82.9,86.0,,56.0,76.6,60.8,29,1,0,0,2,329,104,14,0,35,3,139,81,1.65,2.8,0.0,1
Jacurri Brown,156344,QB,UCF,9,49,16,6,44.1,188,0,316,0,0,11,129,115.8,11,20,323,3,19,46.5,65.3,33.0,48.9,,,78.2,60.0,67,3,0,0,0,118,110,14,0,35,4,426,202,4.12,8.7,,11
Gevani McCoy,147609,QB,OREGON ST,10,48,16,5,25.6,103,0,133,0,0,5,55,62.4,13,21,265,8,1,35.0,68.7,75.1,66.7,,51.6,63.0,60.1,71,1,0,0,2,268,270,27,0,21,5,403,208,4.33,8.4,0.0,12
Danny O'Neil,184200,QB,S DIEGO ST,11,48,8,2,24.2,62,0,101,0,0,4,28,28.0,8,11,284,5,7,58.8,69.8,88.8,73.4,62.2,59.5,45.5,60.2,34,3,0,0,1,319,155,28,1,20,1,256,88,1.83,5.3,0.0,9
Cade Harris,157896,HB,AIR FORCE,12,48,10,4,33.3,93,0,279,2,1,10,160,51.6,10,15,101,0,2,83.0,72.0,86.5,,65.5,67.2,77.2,66.3,30,1,363,23,147,428,0,0,41,71,4,279,160,3.33,5.8,2.47,12
Jalen Berger,129914,HB,UCLA,8,48,6,1,10.1,18,0,178,0,3,6,119,38.5,4,10,324,0,20,82.1,67.0,80.1,,37.9,72.1,66.3,60.0,18,0,59,10,59,52,0,0,13,58,0,178,119,2.48,3.7,1.0,27
KJ Jefferson,99129,QB,UCF,5,48,15,2,16.5,44,0,196,0,0,7,113,54.8,10,17,323,3,21,53.9,69.7,51.6,64.9,,,69.9,60.2,23,2,0,0,0,199,71,10,0,38,2,267,172,3.58,5.6,,11
Isaac Wilson,183872,QB,UTAH,9,48,7,1,8.8,15,0,40,0,0,2,45,10.7,5,8,328,6,7,34.9,49.9,86.2,51.3,62.2,,49.4,60.2,48,0,0,0,0,217,130,19,0,29,0,170,92,1.92,3.5,,12
Carson Beck,124010,QB,GEORGIA,12,48,5,0,0.0,0,0,7,0,0,1,15,3.1,8,14,173,7,1,46.8,83.3,72.9,82.4,,,62.3,60.0,14,9,0,0,0,308,190,26,0,22,1,197,57,1.19,4.1,,2
Terron Kellman,158048,HB,CHARLOTTE,8,48,14,4,40.9,99,0,242,0,0,14,122,72.6,8,12,136,0,32,82.2,71.9,79.7,,39.9,53.6,74.4,60.0,41,0,8,1,32,51,0,0,2,49,0,242,122,2.54,5.0,0.25,16
Brandon Chatman,162541,HB,NAVY,12,47,8,4,27.0,68,0,252,0,4,8,115,46.6,9,14,237,0,26,81.9,69.0,86.2,,53.8,77.4,70.9,45.8,20,1,245,16,137,352,0,0,23,63,3,252,115,2.45,5.4,1.79,12
Gavin Wimsatt,155757,QB,KENTUCKY,8,47,9,2,19.9,39,0,182,0,0,8,112,44.2,6,15,202,2,32,62.2,68.9,79.9,57.5,,,71.2,60.0,24,0,0,0,0,93,14,2,0,45,2,196,114,2.43,4.2,,4
Keegan Jones,100594,HB,UCLA,12,47,12,2,21.8,39,0,179,2,8,12,137,88.3,5,6,324,0,15,82.6,65.1,82.1,,26.5,63.3,69.4,43.6,22,0,201,19,99,57,0,0,23,66,1,179,137,2.91,3.8,2.03,26
Jacolby Criswell,122830,QB,N CAROLINA,11,47,11,1,5.7,15,1,45,0,0,1,33,14.7,10,22,245,5,2,52.7,69.3,79.5,66.2,,51.4,68.6,60.2,20,3,-2,0,3,312,220,32,0,15,3,265,138,2.94,5.6,-0.67,3
Shomari Lawrence,141839,HB,FIU,8,47,9,1,8.5,15,0,177,0,1,9,143,63.4,4,8,166,0,29,82.0,71.6,81.6,,40.0,52.0,76.4,53.0,15,0,1,1,49,70,0,0,2,48,1,177,143,3.04,3.8,0.02,17
Sawyer Robertson,146839,QB,BAYLOR,11,47,9,2,20.0,65,0,138,0,0,6,102,90.5,10,18,118,2,3,58.1,79.2,79.3,75.2,,,72.5,60.1,45,2,0,0,0,335,187,21,0,26,4,325,189,4.02,6.9,,10
Braylen Russell,184393,HB,ARKANSAS,8,47,7,4,44.4,135,0,304,0,0,7,140,41.7,9,15,111,0,29,81.9,74.5,81.9,,57.5,58.3,77.1,56.8,75,1,18,3,48,64,0,0,3,50,2,304,140,2.98,6.5,0.38,16
Mike Mitchell,176656,HB,UTAH,11,47,5,1,11.4,18,0,158,0,0,5,101,22.4,3,13,328,1,20,57.1,63.8,79.6,,39.0,63.5,65.3,48.2,18,0,5,1,16,67,0,0,1,48,1,158,101,2.15,3.4,0.31,27
Quinton Jackson,163001,HB,RICE,11,47,11,6,52.7,148,0,281,1,2,11,160,76.3,9,12,275,0,9,83.0,71.5,81.4,58.9,32.5,58.3,77.5,59.5,45,0,66,11,83,55,0,0,15,58,1,281,160,3.4,6.0,0.8,37
Keyjuan Brown,174695,HB,LOUISVILLE,11,47,15,2,18.9,46,0,243,0,2,15,177,123.1,7,14,210,0,18,81.9,74.6,81.1,,34.5,62.0,75.8,72.1,24,0,53,5,49,53,0,0,7,52,3,243,177,3.77,5.2,1.08,29
Sean Dollars,71332,HB,NEVADA,9,46,6,2,25.9,41,0,158,0,4,6,88,33.0,3,7,239,2,20,38.7,56.5,11.6,,49.2,70.4,53.0,58.6,26,1,80,12,59,83,0,0,13,58,0,158,88,1.91,3.4,1.36,26
Kaelon Black,138448,HB,INDIANA,12,46,16,3,21.1,53,0,251,0,1,16,180,133.0,7,14,190,1,19,57.9,78.8,80.8,,12.8,58.2,84.3,59.1,21,0,6,4,46,73,0,0,5,50,2,251,180,3.91,5.5,0.13,26
Bryce Duke,157656,HB,DOMINION,10,46,9,4,41.1,117,0,285,2,0,9,173,61.5,9,12,263,0,12,82.3,69.0,81.2,,29.9,49.9,75.6,64.8,48,0,58,9,61,64,0,0,13,55,0,285,173,3.76,6.2,0.95,34
Jimmy Holiday,124281,WR,LA TECH,12,46,10,2,26.1,48,0,182,4,10,10,131,73.5,3,13,208,0,30,81.4,68.5,65.9,73.1,,66.3,67.9,60.3,29,1,458,37,267,256,2,2,54,81,4,184,133,2.89,4.0,1.72,6
Curtis Douglas,176095,HB,KENT STATE,8,46,5,1,12.8,19,0,148,1,1,5,123,32.1,2,7,201,0,16,81.7,62.4,81.1,,57.4,47.2,65.8,69.1,19,0,3,4,58,56,0,0,5,50,0,148,123,2.67,3.2,0.05,30
Ethan Hampton,145858,QB,N ILLINOIS,11,46,8,0,0.0,0,0,28,0,0,0,11,0.0,7,16,254,5,3,52.9,70.3,78.3,65.0,,51.9,74.0,61.0,32,2,0,0,3,355,187,27,0,19,2,215,104,2.26,4.7,0.0,2
Willie Shaw III,145916,HB,TOLEDO,6,46,13,0,0.0,0,0,190,0,0,13,138,81.2,6,14,316,1,28,56.8,70.8,78.5,,24.4,62.7,72.1,64.1,13,0,22,2,22,57,0,0,2,48,3,190,138,3.0,4.1,1.0,18
Noah Fifita,158722,QB,ARIZONA,12,46,8,1,9.1,20,0,40,1,0,1,16,5.2,12,16,109,3,3,68.2,76.1,89.1,73.1,,57.3,69.0,60.0,24,2,14,1,2,267,179,29,2,18,1,219,156,3.39,4.8,7.0,4
Jordan Lyle,189441,HB,MIAMI FL,10,45,11,3,46.4,170,0,366,0,1,11,205,113.9,9,16,220,0,24,81.8,82.9,0.0,,83.2,61.1,84.5,53.1,91,1,21,3,34,50,0,0,3,48,4,366,205,4.56,8.1,0.62,21
Kade Frew,173863,FB,AIR FORCE,8,45,11,3,31.5,82,0,260,0,0,11,126,65.5,8,13,101,0,16,81.9,71.0,83.3,,76.7,54.9,73.8,60.6,30,0,15,2,33,221,0,0,3,47,1,260,126,2.8,5.8,0.45,20
Ty Thompson,146568,QB,TULANE,11,45,5,2,28.2,67,0,229,0,0,5,137,37.0,7,20,319,1,31,58.0,90.8,79.3,74.1,,56.1,83.3,60.1,50,0,0,0,3,85,9,2,0,43,6,238,137,3.04,5.3,0.0,4
Rahmir Johnson,101655,HB,NEBRASKA,9,45,8,1,9.0,18,0,201,0,5,8,103,45.8,5,9,238,1,17,62.2,69.3,9.5,,22.5,69.8,72.1,75.0,18,1,170,20,84,58,0,0,25,65,0,201,103,2.29,4.5,2.02,28
Max Brosmer,105568,QB,MINNESOTA,12,44,3,0,0.0,0,0,16,0,0,0,14,0.0,1,17,225,4,4,62.3,84.3,80.1,84.3,,,59.3,60.4,28,1,0,0,0,306,114,23,0,21,5,130,79,1.8,3.0,,0
Jeremy Payne,183837,HB,TCU,10,44,10,3,38.0,78,0,205,0,8,10,107,78.2,3,12,305,0,21,81.5,74.9,81.7,,17.8,74.8,74.9,83.2,32,0,92,12,85,55,0,0,13,56,3,205,107,2.43,4.7,1.08,22
Cam Davis,72376,HB,WASHINGTON,11,44,10,1,10.5,20,0,190,1,1,10,143,61.6,5,13,340,0,14,81.4,70.6,4.9,,67.5,66.6,73.2,56.7,20,1,156,14,76,49,0,0,16,58,0,190,143,3.25,4.3,2.05,30
Dylan Downing,128352,HB,MIAMI OH,10,44,15,1,9.9,15,0,152,0,1,15,143,104.0,2,11,221,0,6,81.5,71.7,14.2,,77.5,60.5,71.0,60.0,15,1,24,6,42,46,0,0,6,50,1,152,143,3.25,3.5,0.57,38
Simeon Price,146843,HB,COAST CAR,9,44,8,1,13.2,18,0,136,0,0,8,101,39.9,2,4,141,0,21,81.4,61.6,80.4,,80.8,54.3,62.6,53.4,18,0,7,2,43,71,0,0,2,46,0,136,101,2.3,3.1,0.16,23
Parker Awad,183974,QB,NEW MEX ST,7,44,6,2,18.8,42,0,121,0,0,3,54,18.0,6,12,242,4,13,58.4,59.6,57.9,49.6,,,77.3,60.0,25,2,0,0,0,212,103,14,0,30,1,224,86,1.95,5.1,,7
Matt Jones,146805,HB,OLE MISS,7,44,12,4,42.5,96,0,226,0,0,12,168,97.5,6,14,226,1,26,56.5,71.6,79.5,,86.0,60.9,70.6,57.1,46,0,13,3,30,51,0,0,3,47,3,226,168,3.82,5.1,0.43,18
Devin Roche,172294,HB,DOMINION,8,43,22,6,42.7,117,0,274,0,6,22,131,170.6,12,17,263,0,12,81.9,79.1,79.9,,29.0,72.6,81.6,56.4,23,1,52,7,47,59,0,0,10,50,2,274,131,3.05,6.4,1.11,30
Michael Van Buren Jr.,184764,QB,MISS STATE,10,43,6,0,0.0,0,0,28,0,0,0,8,0.0,2,12,227,9,6,45.9,65.9,65.0,67.1,,,55.4,60.0,17,6,0,0,0,225,134,28,0,15,5,162,117,2.72,3.8,,7
J'Marion Burnette,190802,HB,HOUSTON,8,43,4,1,30.3,54,0,178,0,0,4,116,24.5,4,10,182,2,7,29.9,58.6,77.8,,82.3,58.8,58.7,54.6,54,0,7,1,11,60,0,0,1,44,0,178,116,2.7,4.1,0.64,36
Devonte Lyons,189778,HB,FIU,3,43,7,4,26.9,74,0,275,0,1,7,163,64.5,11,11,166,2,27,30.4,73.3,80.6,,80.0,75.6,71.4,50.2,21,0,26,4,21,50,0,0,5,47,2,275,163,3.79,6.4,1.24,16
Xavier Robinson,184603,HB,OKLAHOMA,6,43,6,2,27.4,58,0,212,1,3,6,171,66.3,5,15,261,0,25,81.3,76.3,79.5,,33.9,74.3,75.4,65.3,40,0,95,11,34,70,0,0,12,54,4,212,171,3.98,4.9,2.79,17
Sesi Vailahi,174313,HB,OKLA STATE,12,42,4,0,0.0,0,0,99,0,4,4,76,29.0,2,5,262,0,20,80.8,62.2,81.4,,63.3,69.5,60.3,45.9,11,0,46,8,79,50,0,0,13,50,2,99,76,1.81,2.4,0.58,16
Michael Hawkins Jr.,184595,QB,OKLAHOMA,6,42,15,1,9.4,20,1,93,0,0,7,62,89.7,8,10,261,4,7,32.7,53.7,81.7,54.0,,,55.5,60.0,48,1,0,0,0,86,120,20,0,22,1,213,147,3.5,5.1,,7
Malachi Thomas,144107,HB,VA TECH,9,42,12,3,29.1,51,0,175,0,0,12,143,90.8,7,10,337,0,10,81.3,69.6,81.6,60.0,17.7,50.8,78.2,63.6,20,1,19,3,66,76,0,0,4,45,1,175,143,3.4,4.2,0.29,32
Darian Mensah,169984,QB,TULANE,12,42,5,0,0.0,0,0,9,0,0,0,9,0.0,8,17,319,5,1,45.7,85.8,88.6,85.0,,49.3,63.9,60.1,22,2,0,0,4,385,189,26,0,16,1,198,69,1.64,4.7,0.0,0
Cam Ward,133244,QB,MIAMI FL,12,42,11,0,0.0,0,0,9,0,0,0,4,0.0,14,21,220,4,3,49.4,92.5,89.3,91.3,,84.3,77.0,60.0,24,0,7,1,2,295,319,31,1,12,4,328,168,4.0,7.8,3.5,0
Jobi Malary,103979,HB,JAMES MAD,8,41,12,2,22.7,59,0,260,0,1,12,176,129.8,6,13,197,0,10,81.0,88.0,77.6,,48.7,72.8,84.4,67.4,32,0,6,2,8,55,0,0,2,43,2,260,176,4.29,6.3,0.75,31
Isaiah Jacobs,129518,HB,UAB,4,41,5,0,0.0,0,0,162,0,3,5,100,40.7,2,9,321,1,16,55.7,61.8,81.1,,26.6,69.0,62.7,53.1,12,0,33,7,43,59,0,0,7,48,0,162,100,2.44,4.0,0.77,25
Kaleb Jackson,172483,HB,LSU,9,41,3,1,12.9,19,0,147,0,3,3,116,36.1,2,8,211,0,17,81.0,62.2,79.5,,83.4,65.6,60.0,58.9,19,0,46,6,53,45,0,0,8,47,0,147,116,2.83,3.6,0.87,23
Trent Howland,144833,HB,OKLA STATE,10,41,15,3,23.5,54,0,230,0,1,15,149,132.2,9,16,262,0,21,81.0,77.1,80.5,,26.6,55.9,79.3,69.4,23,0,7,3,40,48,0,0,3,44,1,230,149,3.63,5.6,0.18,19
Djouvensky Schlenbaker,157345,HB,WASH STATE,10,41,6,0,0.0,0,0,145,0,0,6,90,31.4,5,11,341,0,20,81.2,70.4,80.5,,80.3,52.9,70.3,63.5,14,0,-1,1,29,88,0,0,2,42,3,145,90,2.2,3.5,-0.03,21
Roderick Daniels Jr.,144356,WR,SMU,13,41,4,0,0.0,0,1,158,3,16,4,100,63.4,5,10,287,0,16,75.3,68.4,60.3,60.0,27.0,73.0,67.4,45.5,13,1,575,36,268,217,0,0,47,77,3,158,100,2.44,3.9,2.15,22
Ryan Browne,174949,QB,PURDUE,8,41,9,3,26.5,59,0,116,0,0,3,49,23.5,9,11,273,2,14,61.5,67.0,81.8,57.1,,54.3,73.4,60.0,23,0,0,0,1,101,107,16,0,25,0,223,94,2.29,5.4,0.0,9
Kiefer Sibley,183481,HB,N TEXAS,7,41,7,3,29.0,54,0,186,0,3,7,134,61.7,6,6,251,0,9,81.3,74.2,80.7,,28.6,67.7,76.6,85.6,19,0,65,12,73,48,0,0,15,53,0,186,134,3.27,4.5,0.89,31
Domonique Thomas,156226,HB,OLE MISS,7,41,4,3,31.0,61,0,197,0,0,4,137,32.6,5,10,226,0,28,81.2,68.6,78.7,,63.3,52.2,70.3,51.5,22,0,0,0,26,50,0,0,0,41,1,197,137,3.34,4.8,0.0,13
Matthew Caldwell,150302,QB,TROY,10,41,1,2,29.7,30,0,90,0,0,1,53,3.6,5,14,318,7,14,29.6,63.7,86.3,62.0,62.2,85.1,59.1,60.0,15,1,29,1,2,243,11,3,1,39,5,101,69,1.68,2.5,14.5,12
Sam Brown V,162899,HB,RUTGERS,5,40,5,1,18.4,37,0,201,0,0,5,177,54.0,3,11,278,0,6,80.8,81.4,78.6,,86.1,63.4,80.0,59.2,37,0,34,1,28,44,0,0,2,41,3,201,177,4.43,5.0,1.21,34
George Hart III,146269,HB,W KENTUCKY,12,40,9,2,30.1,58,0,193,2,1,9,122,64.9,7,9,346,0,28,81.0,64.9,81.4,,75.4,47.6,70.8,49.7,30,0,34,7,69,76,0,0,12,47,2,193,122,3.05,4.8,0.49,10
AJ Newberry,172623,HB,VANDERBILT,11,40,7,1,11.1,20,0,180,1,2,7,102,48.8,4,15,333,0,31,80.8,75.2,82.4,,45.6,76.8,74.8,55.8,20,0,134,7,68,106,0,0,12,47,3,180,102,2.55,4.5,1.97,7
Terrence Gist,173865,FB,AIR FORCE,6,40,3,0,0.0,0,0,159,0,0,3,86,16.1,1,7,101,1,16,52.8,58.5,84.2,,37.1,54.9,61.0,59.9,11,0,0,0,9,97,0,0,0,40,0,159,86,2.15,4.0,0.0,0
Bryce Archie,156667,QB,USF,11,40,7,4,40.4,95,0,158,0,0,4,55,38.2,7,12,327,3,12,46.5,62.4,86.6,60.1,62.2,49.7,63.7,60.1,35,1,0,0,1,203,77,16,0,24,2,235,99,2.48,5.9,0.0,5
