player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Blake Kendall Jr.,156711,QB,JAMES MAD,1,2,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,197,0,0,65.5,61.1,66.6,,,,60.1,60.0,-2,0,0,0,0,3,0,0,0,2,0,-4,0,0.0,-2.0,,0
DJ Riles,156596,WR,GA STATE,12,2,0,1,63.0,17,0,27,4,3,0,13,88.6,2,2,175,0,0,79.0,53.9,45.8,,,52.6,67.6,62.9,17,2,172,20,217,75,0,0,32,22,0,27,13,6.5,13.5,0.79,0
Janiran Bonner,156471,WR,NEBRASKA,12,2,0,0,0.0,0,0,11,0,2,0,3,25.0,1,1,238,1,1,22.0,52.9,82.1,,,51.9,63.5,54.1,11,1,58,10,109,97,0,0,12,12,1,11,3,1.5,5.5,0.53,0
Jaylin Lucas,156396,HB,FLORIDA ST,2,2,3,0,0.0,0,0,13,0,0,3,6,180.0,1,1,167,0,0,70.1,82.3,73.1,,4.5,82.9,70.1,60.9,10,0,39,3,9,7,0,0,4,5,0,13,6,3.0,6.5,4.33,1
Omar Cooper Jr.,156395,WR,INDIANA,13,2,2,1,69.6,16,0,23,1,4,2,7,70.0,1,1,190,0,0,72.5,77.9,12.2,,,78.8,68.4,66.1,16,3,594,28,236,219,0,0,48,30,1,23,7,3.5,11.5,2.52,0
Chris Bell,156321,WR,LOUISVILLE,12,2,4,1,109.3,47,1,43,4,11,4,54,1038.5,1,1,210,1,0,43.9,65.6,48.1,,62.1,65.8,52.4,68.1,47,5,677,37,384,279,0,0,55,39,0,43,54,27.0,21.5,1.76,0
Cameron Breier,157916,WR,AIR FORCE,12,2,0,0,0.0,0,0,12,0,0,0,6,0.0,0,1,101,0,0,65.5,66.1,82.3,,,52.4,60.5,74.8,7,0,0,0,15,219,0,0,1,2,0,12,6,3.0,6.0,0.0,1
Kam Ingram,150847,HB,UCF,4,2,0,0,0.0,0,0,1,0,0,0,1,0.0,0,0,323,0,0,65.5,52.1,70.9,,71.8,55.3,54.1,56.8,3,0,0,0,5,4,0,0,0,2,0,1,1,0.5,0.5,0.0,2
Bauer Sharp,150160,TE,OKLAHOMA,12,1,0,0,0.0,0,0,-4,3,3,0,0,0.0,0,0,261,1,1,45.2,52.2,41.4,26.4,37.9,59.2,59.6,50.1,-1,5,324,42,302,278,0,0,55,43,0,-5,0,0.0,-5.0,1.07,0
Nana Burris,149719,WR,FIU,8,2,0,1,115.4,15,0,13,3,1,0,8,16.7,1,1,166,0,2,71.6,58.4,82.8,,,59.6,61.0,43.5,15,0,207,22,163,78,0,0,34,24,0,13,8,4.0,6.5,1.27,0
Marcus Sanders Jr.,158361,WR,GA SOUTHRN,9,2,1,0,0.0,0,1,14,2,0,1,14,70.0,1,1,174,1,0,20.4,58.2,0.0,,60.9,59.2,65.1,46.9,13,1,115,8,67,37,0,0,19,10,0,14,14,7.0,7.0,1.72,0
Ryan Eckley,158380,P,MICH STATE,2,2,0,0,0.0,0,0,-9,0,0,0,1,0.0,0,0,223,1,0,62.5,66.5,73.6,,,,62.4,,0,0,0,0,0,2,0,0,0,2,0,-9,1,0.5,-4.5,,0
Jaron Glover,158382,WR,MICH STATE,9,2,0,0,0.0,0,0,20,3,1,0,5,14.7,1,1,223,1,0,25.7,60.2,36.3,,,60.0,67.6,56.4,14,1,192,15,113,112,0,0,25,17,0,20,5,2.5,10.0,1.7,0
George Arata,158405,HB,TULANE,1,2,0,0,0.0,0,0,5,0,0,0,4,0.0,0,0,319,0,2,65.5,56.7,68.0,,,,57.7,60.0,3,0,0,0,0,3,0,0,0,2,0,5,4,2.0,2.5,,0
Seth Anderson,147931,WR,IOWA,7,2,0,0,0.0,0,0,8,2,0,0,1,0.0,0,0,192,0,0,68.1,50.5,80.4,,,51.7,60.8,43.7,9,0,106,5,73,65,0,0,14,7,0,8,1,0.5,4.0,1.45,0
Devin Bale,147755,P,ARKANSAS,1,2,1,1,125.0,25,0,20,0,0,1,3,75.0,1,1,111,0,0,65.5,64.2,69.8,,,,62.0,,25,0,0,0,0,2,0,0,0,2,0,20,3,1.5,10.0,,0
Matthew Rhodes,147369,P,ARMY,3,2,0,1,65.7,23,0,35,0,0,0,3,0.0,2,2,114,0,0,65.9,72.1,64.0,52.1,,,70.3,,23,0,0,0,0,2,0,0,0,2,1,35,3,1.5,17.5,,0
AJ Williams,147311,FB,ARMY,2,2,0,0,0.0,0,0,9,0,0,0,6,0.0,0,1,114,0,0,65.5,59.3,70.0,,16.3,,61.4,59.8,6,0,0,0,0,4,0,0,0,2,0,9,6,3.0,4.5,,0
T.Y. Harding,158763,WR,UMASS,11,2,0,0,0.0,0,0,10,0,7,0,2,35.0,0,0,216,1,0,81.5,68.0,48.9,,,69.6,54.1,61.1,6,1,303,18,156,181,0,0,31,20,0,10,2,1.0,5.0,1.94,1
Jarris Williams,147249,HB,TROY,1,2,2,0,0.0,0,0,7,0,0,2,8,400.0,0,0,318,0,1,65.5,66.3,69.8,,,58.0,65.5,,4,0,0,0,3,2,0,0,0,2,0,7,8,4.0,3.5,0.0,1
Travis Hunter,160766,CB,COLORADO,12,2,1,0,0.0,0,0,0,3,21,0,1,22.6,0,1,143,0,0,76.5,85.8,70.7,60.0,,88.6,64.6,41.2,5,4,1152,92,470,204,5,1,115,93,1,5,1,0.5,2.5,2.45,0
Teddy Purcell,162500,QB,WASHINGTON,2,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,340,0,0,65.5,60.9,65.5,,,,60.1,,-1,0,0,0,0,2,0,0,0,2,0,-2,0,0.0,-1.0,,0
Nathan Kent,162558,WR,NAVY,12,2,0,2,100.0,51,0,51,2,0,0,1,0.0,2,2,237,0,0,69.3,58.7,49.6,,62.1,55.0,67.6,69.9,34,2,190,9,116,204,0,0,29,11,1,51,1,0.5,25.5,1.64,0
O'Mega Blake,146913,WR,CHARLOTTE,12,2,1,0,0.0,0,2,7,3,3,1,6,35.3,0,0,136,0,0,72.2,76.9,0.0,,,80.0,,48.8,5,6,795,32,238,115,0,0,58,34,0,7,6,3.0,3.5,3.34,0
Landon Robinson,162580,DI,NAVY,2,2,0,2,100.0,63,0,63,0,0,0,5,0.0,2,1,237,1,0,9.8,48.3,60.0,,,,49.6,,34,1,0,0,0,2,0,0,0,2,0,63,5,2.5,31.5,,0
Mikey Pauley,162835,QB,KANSAS,1,2,0,0,0.0,0,0,17,0,0,0,7,0.0,1,2,198,0,0,65.5,77.9,69.8,,,,69.6,60.0,10,0,0,0,0,9,0,0,0,2,0,17,7,3.5,8.5,,0
Turner Helton,163044,QB,W KENTUCKY,2,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,346,0,0,65.5,62.4,70.1,,,,60.1,60.0,-1,0,0,0,0,10,0,0,0,2,0,-2,0,0.0,-1.0,,0
Junior Vandeross III,163156,WR,TOLEDO,12,2,0,0,0.0,0,0,10,3,9,0,5,30.0,0,0,316,1,0,54.5,76.0,44.0,,,78.5,45.1,62.0,6,2,763,73,376,216,0,0,101,75,0,10,5,2.5,5.0,2.03,2
Tru Edwards,146058,WR,LA TECH,12,2,1,0,0.0,0,0,7,4,15,1,8,83.1,0,0,208,1,0,64.5,72.5,87.0,,73.0,74.5,,51.5,5,0,886,75,410,313,0,0,95,77,0,7,8,4.0,3.5,2.16,0
Nathan Acevedo,163393,WR,FRESNO ST,7,2,3,0,0.0,0,0,18,0,1,3,21,381.8,1,1,169,0,1,69.3,65.4,81.0,,,64.0,70.2,50.9,10,1,65,9,52,60,0,0,12,11,0,18,21,10.5,9.0,1.25,0
Miles Kitselman,163599,TE,TENNESSEE,13,2,0,0,0.0,0,0,1,0,1,0,1,2.1,0,1,307,0,0,72.3,76.6,71.1,,54.7,78.1,61.3,71.4,1,2,301,22,211,332,0,0,27,24,1,1,1,0.5,0.5,1.43,0
Larry Simmons,163666,WR,SO MISS,12,2,0,0,0.0,0,1,-12,1,1,0,0,0.0,0,0,296,1,1,45.3,61.5,41.5,48.8,61.9,63.5,56.2,52.6,-6,4,421,27,309,228,0,0,56,29,0,-12,0,0.0,-6.0,1.36,0
Destin Wade,163784,QB,COLORADO,1,2,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,143,0,0,65.5,60.9,65.5,,,,60.1,,-2,0,0,0,0,2,0,0,0,2,0,-4,0,0.0,-2.0,,0
Jordan Anthony,163790,WR,ARKANSAS,12,2,0,0,0.0,0,0,7,1,1,0,4,20.0,0,0,111,0,1,69.9,54.5,0.0,,,57.8,58.2,45.8,4,2,111,8,116,81,0,0,16,10,0,7,4,2.0,3.5,0.96,0
Cristian Driver,164165,WR,MINNESOTA,11,2,2,0,0.0,0,0,9,1,0,2,9,100.0,0,0,225,0,0,68.8,58.2,79.7,,,54.5,67.9,70.9,5,0,49,7,62,39,0,0,11,9,0,9,9,4.5,4.5,0.79,0
Elijah Metcalf,145307,WR,MARSHALL,5,2,0,0,0.0,0,0,-3,3,4,0,3,27.3,0,0,214,0,0,80.8,65.8,82.5,,,68.0,,44.4,3,0,194,20,124,91,0,0,30,22,0,-3,3,1.5,-1.5,1.56,0
Chuck Montgomery,145265,WR,MARSHALL,12,2,0,0,0.0,0,0,7,1,5,0,4,33.3,0,0,214,1,0,56.7,66.6,85.4,60.0,,66.7,58.6,62.4,4,0,343,28,161,177,0,0,44,30,0,7,4,2.0,3.5,2.13,2
Malik Benson,169698,WR,FLORIDA ST,12,2,0,0,0.0,0,0,2,2,5,0,0,0.0,0,0,167,0,0,73.3,59.2,86.4,,,59.5,51.0,59.2,7,0,311,25,264,157,0,0,45,27,0,2,0,0.0,1.0,1.18,0
Tony Johnson,145189,WR,CINCINNATI,12,2,1,0,0.0,0,0,13,2,16,1,6,102.0,1,1,138,0,2,74.2,65.7,64.9,,,66.7,52.0,58.9,13,1,448,48,326,220,0,0,68,50,0,13,6,3.0,6.5,1.37,0
Peyton Streko,170027,HB,CLEMSON,1,2,0,0,0.0,0,0,15,0,0,0,11,0.0,0,1,140,0,0,65.5,70.9,65.2,,,,68.0,,9,0,0,0,0,2,0,0,0,2,0,15,11,5.5,7.5,,2
Quran Boyd,170040,HB,DUKE,3,2,0,0,,0,0,0,0,0,0,0,0.0,0,0,154,0,1,67.3,57.7,70.4,,,64.1,56.9,60.0,2,0,1,1,3,4,0,0,1,3,0,0,0,0.0,0.0,0.33,1
Que'Sean Brown,170041,WR,DUKE,12,2,1,0,0.0,0,0,1,1,11,0,0,0.0,0,0,154,0,0,86.2,71.4,41.8,60.0,,73.2,55.8,63.0,1,1,394,37,162,117,0,1,49,38,0,1,5,2.5,0.5,2.43,1
Grayson Loftis,170054,QB,DUKE,2,2,0,0,0.0,0,0,4,0,0,0,4,0.0,0,1,154,0,1,65.5,70.4,65.5,,,,65.5,,5,0,0,0,0,2,0,0,0,2,0,4,4,2.0,2.0,,1
Tai Felton,144886,WR,MARYLAND,12,2,0,1,82.6,19,0,23,8,26,0,4,53.1,1,1,215,0,1,80.0,78.0,88.7,,68.2,80.2,59.7,41.9,19,0,1119,96,483,253,0,0,143,98,0,23,4,2.0,11.5,2.32,0
Hayden Large,170156,TE,IOWA,11,2,1,0,0.0,0,0,2,0,0,1,3,30.0,0,1,192,0,0,68.1,58.8,81.7,,59.3,62.0,61.8,55.3,2,0,18,3,14,116,0,0,3,5,0,2,3,1.5,1.0,1.29,0
Keagan Johnson,144848,WR,KANSAS ST,11,2,0,0,0.0,0,0,14,3,4,0,5,33.3,0,0,199,1,2,32.3,61.7,86.7,,,60.7,63.6,62.7,8,1,353,28,241,209,0,0,41,30,0,14,5,2.5,7.0,1.46,0
Isaac Pearson,144741,P,SMU,2,2,0,0,0.0,0,0,-29,0,0,0,0,0.0,0,0,287,2,0,9.8,45.9,73.6,,,,56.9,,-9,0,0,0,0,2,0,0,0,2,0,-29,0,0.0,-14.5,,0
Lex Thomas,170381,QB,NC STATE,2,2,1,0,0.0,0,0,8,0,0,1,10,250.0,0,1,248,0,1,67.2,60.7,73.3,54.1,,,64.7,60.0,9,0,0,0,0,18,0,0,0,2,0,8,10,5.0,4.0,,0
Sam Jackson V,144682,WR,AUBURN,8,2,0,0,,0,0,0,1,0,0,2,0.0,0,0,115,0,1,66.9,49.7,78.4,,,50.5,55.2,57.3,0,0,63,2,44,38,0,0,8,4,0,0,2,1.0,0.0,1.43,1
Lloyd Benson III,170958,WR,ARMY,3,2,0,0,0.0,0,0,6,0,0,0,3,0.0,0,0,114,0,1,77.2,59.7,73.7,,,58.4,57.0,68.7,3,0,0,0,3,16,0,0,1,2,0,6,3,1.5,3.0,0.0,1
Danny Shaban,171060,HB,UCONN,1,2,0,0,0.0,0,0,6,0,0,0,3,0.0,0,0,146,0,2,67.3,69.0,66.5,,,,66.5,60.0,6,0,0,0,0,4,0,0,0,2,0,6,3,1.5,3.0,,0
Jordan Smith,171071,WR,NEW MEX ST,10,2,0,0,0.0,0,0,-11,2,0,0,0,0.0,0,0,242,0,1,83.0,53.0,83.3,,,53.0,56.2,56.6,-5,0,110,8,148,95,0,0,21,10,0,-11,0,0.0,-5.5,0.74,0
Kenny Minchey,171091,QB,NOTRE DAME,1,2,1,0,0.0,0,0,12,0,0,1,10,250.0,0,2,258,0,1,66.2,67.0,67.4,51.8,,,68.6,,7,0,0,0,0,2,0,0,0,2,1,12,10,5.0,6.0,,1
Grayson Barnes,171301,TE,N ILLINOIS,12,2,0,0,0.0,0,1,2,3,1,0,2,3.7,0,1,254,1,0,30.7,52.8,61.5,64.2,31.3,58.1,40.3,41.3,2,1,281,25,236,119,0,0,45,27,0,2,2,1.0,1.0,1.19,0
Zane Minors,144371,HB,SMU,1,2,0,0,0.0,0,0,10,0,0,0,4,0.0,0,0,287,0,0,65.5,71.5,69.6,,,58.2,70.0,,6,0,0,0,3,2,0,0,0,2,0,10,4,2.0,5.0,0.0,2
Jacob Winters,171368,QB,OHIO,2,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,259,0,0,65.5,61.7,68.6,,,,60.1,60.0,0,0,0,0,0,6,0,0,0,2,0,-2,0,0.0,-1.0,,0
Isaiah Hardge,171894,WR,COLORADO,5,2,0,0,0.0,0,0,8,0,0,0,6,0.0,0,0,143,0,0,72.5,67.3,76.3,,,65.5,68.6,39.8,5,0,39,1,18,7,0,0,1,3,0,8,6,3.0,4.0,2.17,2
Ryan Staub,171906,QB,COLORADO,4,2,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,143,1,0,64.2,33.1,72.4,33.9,,,52.6,60.0,9,0,0,0,0,13,12,2,0,0,0,12,0,0.0,6.0,,0
Cedric Hawkins,172192,HB,ARK STATE,2,2,0,0,0.0,0,0,-6,0,0,0,2,0.0,0,0,113,0,1,65.5,55.8,68.6,,72.7,58.0,56.6,,0,0,0,0,3,2,0,0,0,2,0,-6,2,1.0,-3.0,0.0,1
Wise Segars Jr.,144137,HB,CLEMSON,2,2,0,0,0.0,0,0,14,0,0,0,8,0.0,1,1,140,0,1,65.5,65.6,66.0,,,,64.1,,12,0,0,0,0,2,0,0,0,2,0,14,8,4.0,7.0,,1
Anthony Eager,172306,WR,S ALABAMA,11,2,2,1,69.0,20,0,29,1,0,2,22,220.0,1,2,288,0,0,69.0,69.1,80.1,,,67.7,69.6,53.8,20,1,121,8,56,48,0,0,13,10,0,29,22,11.0,14.5,2.16,0
Ben Locklear,144088,QB,VA TECH,1,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,337,0,0,65.5,61.1,66.6,,,,60.1,60.0,-1,0,0,0,0,3,0,0,0,2,0,-2,0,0.0,-1.0,,0
Dylan Lonergan,172386,QB,ALABAMA,2,2,0,0,0.0,0,0,-3,0,0,0,0,0.0,1,1,103,0,0,65.9,67.5,73.1,60.8,,,65.4,60.0,16,0,0,0,0,18,16,1,0,1,0,13,0,0.0,6.5,,0
Key'Shawn Smith,143950,WR,SMU,13,2,0,0,0.0,0,0,3,0,1,0,4,5.9,0,0,287,2,0,37.8,70.7,64.3,,,71.1,60.0,62.6,3,1,514,32,293,275,0,0,49,34,0,3,4,2.0,1.5,1.75,0
Cayden Lee,172521,WR,OLE MISS,12,2,0,0,0.0,0,0,18,0,9,0,5,44.1,1,1,226,0,2,74.6,74.9,86.6,,,76.2,61.3,55.5,13,0,817,49,379,286,0,0,63,51,0,18,5,2.5,9.0,2.16,0
Jacolby George,143942,WR,MIAMI FL,12,2,0,0,0.0,0,0,-8,3,10,0,2,18.9,0,0,220,0,0,74.7,74.3,0.1,,,76.5,59.5,57.4,-3,4,728,51,323,190,0,0,73,53,0,-8,2,1.0,-4.0,2.25,0
Brody Rhodes,143927,QB,GA TECH,1,2,0,0,0.0,0,0,17,0,0,0,6,0.0,0,1,176,0,2,65.5,76.3,66.6,,,,68.8,60.0,9,0,0,0,0,3,0,0,0,2,0,17,6,3.0,8.5,,0
Ui Ale,173036,QB,HOUSTON,2,2,1,0,0.0,0,0,4,0,0,1,8,200.0,0,0,182,0,1,68.0,73.6,72.7,77.1,,,55.5,60.0,3,0,0,0,0,8,0,0,0,2,0,4,8,4.0,2.0,,0
Daylon Gordon,143915,HB,GA TECH,1,2,0,0,0.0,0,0,5,0,0,0,2,0.0,0,0,176,0,0,65.5,53.2,67.9,,,,55.3,59.2,3,0,0,0,0,4,0,0,0,2,0,5,2,1.0,2.5,,2
Coleman Bennett,142986,HB,RICE,1,2,0,1,78.6,22,0,28,0,0,0,27,0.0,1,1,275,0,0,65.5,83.8,65.2,,,,77.4,,22,0,0,0,0,2,0,0,0,2,1,28,27,13.5,14.0,,2
Jordyn Bailey,173127,WR,TCU,10,2,4,1,90.8,59,0,65,0,2,4,51,1390.9,1,1,305,0,0,74.1,66.4,79.1,,,63.5,77.2,49.4,59,0,52,9,56,37,0,0,12,11,1,65,51,25.5,32.5,0.93,0
Kenneth Womack,142085,WR,W MICHIGAN,9,2,1,0,0.0,0,0,7,3,8,1,19,231.1,0,0,347,1,0,38.2,67.5,86.5,,,67.1,60.8,63.4,4,0,473,35,236,251,0,0,50,37,0,7,19,9.5,3.5,2.0,0
Kisean Johnson,141735,WR,W KENTUCKY,12,2,0,0,0.0,0,0,8,4,10,0,4,29.4,0,0,346,1,0,52.3,64.5,54.8,,,66.8,59.5,43.7,8,3,836,66,420,304,0,0,89,68,0,8,4,2.0,4.0,1.99,0
Cam Crooks,173293,HB,TULSA,1,2,3,1,87.2,41,0,47,0,0,3,21,1575.0,1,1,320,0,0,65.5,82.1,66.1,,,,76.5,60.0,41,0,0,0,0,3,0,0,0,2,0,47,21,10.5,23.5,,2
Tim Conerly,139372,WR,UNLV,4,2,2,0,0.0,0,0,15,0,0,2,12,400.0,0,1,325,0,1,66.3,85.7,74.0,,,75.4,77.2,58.2,8,0,30,1,6,17,0,0,1,3,1,15,12,6.0,7.5,5.0,0
Joey Hobert,131934,WR,TEXAS ST,11,2,2,0,0.0,0,0,-1,1,20,2,4,62.9,0,0,314,3,1,39.6,77.2,67.0,75.8,63.9,79.9,60.9,51.2,0,1,671,68,344,293,0,0,86,70,0,-1,4,2.0,-0.5,1.95,1
Kalib Hicks,173701,HB,OKLAHOMA,1,2,0,0,0.0,0,0,11,0,0,0,5,0.0,0,1,261,1,1,9.8,47.0,74.2,,74.1,53.5,45.2,60.0,7,0,0,0,13,3,0,0,0,2,0,11,5,2.5,5.5,0.0,1
DJ Scott,173804,HB,KENNESAW,1,2,0,0,0.0,0,0,9,0,0,0,6,0.0,0,0,200,0,2,65.5,64.9,68.0,,,,63.8,60.0,7,0,0,0,0,3,0,0,0,2,0,9,6,3.0,4.5,,0
Bryce Farrell,131758,WR,STANFORD,2,2,1,0,0.0,0,0,5,0,0,1,5,125.0,0,1,300,0,0,71.2,64.2,71.3,,,58.0,63.4,60.0,5,0,0,0,2,6,0,0,0,2,0,5,5,2.5,2.5,0.0,0
Carter Shaw,173986,WR,UCLA,6,2,2,0,0.0,0,0,9,0,0,2,11,275.0,0,0,324,0,0,66.9,59.0,78.8,,,58.3,61.1,63.2,9,0,45,2,56,19,0,0,4,4,0,9,11,5.5,4.5,0.8,0
DeMeer Blankumsee,130613,WR,MEMPHIS,12,2,0,0,0.0,0,1,-4,6,6,0,1,7.0,0,0,218,0,0,73.3,57.8,45.4,,,59.0,57.1,53.5,1,3,557,41,373,260,0,0,66,43,0,-4,1,0.5,-2.0,1.49,0
David Amador II,174085,WR,UTSA,4,2,0,0,0.0,0,0,-5,0,10,0,3,60.0,0,0,331,0,1,72.2,84.8,81.5,85.7,,83.1,59.6,60.5,3,0,279,23,92,62,0,0,29,25,0,-5,3,1.5,-2.5,3.03,0
Luke Floriea,130491,WR,KENT STATE,12,2,1,0,0.0,0,0,7,1,7,0,4,62.2,0,0,201,0,0,81.1,70.5,64.7,37.0,,73.4,62.5,50.3,7,1,699,44,349,224,7,1,77,45,0,14,6,3.0,7.0,2.0,0
Austin Novosad,174133,QB,OREGON,3,2,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,264,0,0,66.2,72.8,71.6,72.1,,,60.1,60.0,-2,0,0,0,0,14,0,0,0,2,0,-4,0,0.0,-2.0,,0
Zachariah Branch,174142,WR,USC,12,2,0,1,88.2,15,0,17,3,9,0,4,36.7,1,1,326,0,1,85.1,66.3,34.5,,44.0,67.1,62.9,59.2,15,2,503,47,321,156,0,0,74,49,0,17,4,2.0,8.5,1.57,0
Jake Arthurs,129717,HB,NWESTERN,5,2,1,0,0.0,0,0,10,0,0,1,7,87.5,0,1,256,0,0,68.4,62.5,72.1,,70.1,63.0,62.1,59.4,9,0,6,2,11,4,0,0,2,4,1,10,7,3.5,5.0,0.55,2
Montorie Foster Jr.,129616,WR,MICH STATE,12,2,0,0,0.0,0,0,7,2,6,0,5,31.3,0,0,223,1,0,65.2,65.9,68.8,,33.0,66.8,55.8,58.9,4,1,588,46,373,292,0,0,81,48,0,7,5,2.5,3.5,1.58,0
Travis Egan,174701,QB,LOUISVILLE,3,2,0,0,0.0,0,0,11,0,0,0,8,0.0,0,0,210,0,1,65.5,65.4,66.3,,,,62.6,60.0,9,0,0,0,0,3,0,0,0,2,0,11,8,4.0,5.5,,1
Al Wooten II,129571,HB,DUKE,1,2,0,0,0.0,0,0,1,0,0,0,1,0.0,0,0,154,0,0,65.5,55.5,71.2,,77.4,58.5,55.3,60.0,1,0,0,0,2,6,0,0,1,2,0,1,1,0.5,0.5,0.0,2
Stephen Kittleman,126906,QB,TULSA,2,2,0,0,0.0,0,0,11,0,0,0,5,0.0,0,1,320,0,0,66.4,75.5,68.1,75.7,,,62.2,,9,0,0,0,0,2,0,0,0,2,1,11,5,2.5,5.5,,2
Duane Thomas Jr.,175797,WR,CHARLOTTE,8,2,0,0,0.0,0,0,18,0,1,0,5,31.3,1,2,136,0,0,68.5,57.3,80.1,,,56.8,69.4,43.8,13,0,63,6,70,61,0,0,9,8,0,18,5,2.5,9.0,0.9,2
JR Gardner,175860,HB,ALABAMA,3,2,0,0,0.0,0,0,5,0,0,0,6,0.0,0,0,103,0,1,65.5,53.0,67.1,,,60.0,54.9,60.0,3,0,0,0,1,3,0,0,0,2,0,5,6,3.0,2.5,0.0,1
Darrell Gill Jr.,176036,WR,SYRACUSE,11,2,0,0,0.0,0,0,6,0,2,0,2,6.9,0,0,304,1,0,32.6,62.3,85.9,,,61.9,54.4,69.5,3,0,408,27,285,109,0,0,43,29,0,6,2,1.0,3.0,1.43,0
Deuce Alexander,176077,WR,WAKE,12,2,0,0,0.0,0,0,6,3,2,0,4,10.5,0,1,339,0,0,73.1,68.3,84.5,,,68.2,63.2,58.1,3,0,400,36,245,131,0,0,60,38,0,6,4,2.0,3.0,1.63,0
Chris Edmonds,176235,HB,BOWL GREEN,1,2,0,0,0.0,0,0,8,0,0,0,5,0.0,0,0,122,0,0,65.5,57.8,65.2,,,,58.4,,5,0,0,0,0,2,0,0,0,2,0,8,5,2.5,4.0,,2
Traeshon Holden,123917,WR,OREGON,11,2,0,1,95.5,21,0,22,2,3,0,6,23.7,1,1,264,1,0,40.3,63.3,19.1,,,64.0,60.8,62.8,21,3,581,36,277,251,0,0,41,38,0,22,6,3.0,11.0,2.1,0
Bryce Childress,123695,WR,W KENTUCKY,11,2,1,0,0.0,0,0,3,0,1,1,3,37.5,0,0,346,0,2,68.5,58.9,79.6,,,60.4,56.4,51.3,3,0,73,6,75,53,0,0,7,8,0,3,3,1.5,1.5,0.97,0
Derek Eusebio,176528,WR,ARIZONA ST,4,2,0,0,0.0,0,0,7,0,2,0,5,166.7,0,0,110,0,2,66.3,79.9,74.1,,,89.1,55.9,62.4,5,0,64,1,4,20,0,0,2,3,0,7,5,2.5,3.5,16.0,0
Champ Hampton,176615,HB,STANFORD,2,2,1,0,0.0,0,0,9,0,0,1,6,150.0,0,0,300,0,1,66.7,56.0,69.9,,0.0,57.0,63.7,59.7,8,0,0,0,3,4,0,0,0,2,0,9,6,3.0,4.5,0.0,1
Ke'Shawn Williams,123406,WR,INDIANA,13,2,0,0,0.0,0,0,27,1,8,0,12,117.1,2,2,190,0,0,75.6,80.1,83.9,,,80.9,67.6,55.9,14,0,448,39,183,153,0,0,50,41,0,27,12,6.0,13.5,2.45,0
Jaxon Potter,176687,QB,WASH STATE,1,2,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,341,0,0,66.6,80.9,71.0,81.3,,,60.1,60.0,-2,0,0,0,0,9,0,0,0,2,0,-4,0,0.0,-2.0,,0
Alec Clark,183051,P,MARSHALL,3,2,0,0,,0,0,0,0,0,0,0,0.0,0,0,214,1,0,9.8,33.4,71.4,,,,56.9,60.0,0,0,0,0,0,4,0,0,0,2,0,0,0,0.0,0.0,,0
Kameron Courtney,183285,WR,VIRGINIA,9,2,1,0,0.0,0,0,-6,0,1,1,7,50.0,0,0,335,0,1,69.9,64.5,82.0,,62.1,65.3,61.2,53.9,-2,0,114,12,95,68,0,0,14,14,0,-6,7,3.5,-3.0,1.2,0
Tremonte Underwood Jr.,183421,HB,FAU,1,2,0,0,0.0,0,0,6,0,0,0,5,0.0,0,0,165,1,0,9.8,33.2,66.0,,,,40.8,,6,0,0,0,0,2,0,0,0,2,0,6,5,2.5,3.0,,2
Carter Nelson,183573,WR,NEBRASKA,10,2,0,0,0.0,0,0,-1,0,2,0,2,16.7,0,0,238,0,1,69.5,62.2,77.4,,,63.9,55.3,48.7,0,1,86,10,53,22,0,0,13,12,0,-1,2,1.0,-0.5,1.62,0
Quentin Skinner,122579,WR,KANSAS,12,2,3,1,93.1,27,0,29,2,1,3,38,281.5,1,0,198,1,1,30.7,66.3,62.6,,,67.6,47.1,63.0,27,1,557,25,265,242,0,0,56,27,0,29,38,19.0,14.5,2.1,0
Lawrence Arnold,122546,WR,KANSAS,12,2,0,0,0.0,0,0,28,4,4,0,6,42.9,2,2,198,0,0,72.1,63.3,63.5,,63.4,61.2,67.4,70.1,14,1,360,26,241,279,0,0,44,28,1,28,6,3.0,14.0,1.49,0
Stevo Klotz,122521,TE,IOWA STATE,11,2,1,1,100.0,22,0,22,0,0,1,6,33.3,1,1,193,0,2,68.8,63.4,60.4,,70.0,58.5,59.7,66.5,22,1,93,7,88,232,0,0,9,9,0,22,6,3.0,11.0,1.06,0
