player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,week
Byrum Brown,156206,QB,USF,1,17,14,0,0.0,0,0,98,0,0,8,50.0,330.6,7,9,327,1,7,44.5,74.8,78.1,68.0,,,71.3,60.0,18,0,0,0,0,50,51,6,0,11,1,149,105.0,6.18,8.8,,3,6
Broc Lowry,173383,QB,W MICHIGAN,1,17,2,1,18.9,17,0,90,0,0,2,55.0,38.1,3,5,347,0,13,74.8,80.7,76.9,73.2,,,73.4,60.0,17,0,0,0,0,43,0,0,0,17,1,90,55.0,3.24,5.3,,0,6
Juelz Goff,183271,HB,PITTSBURGH,1,17,2,1,27.1,16,0,59,0,0,2,35.0,21.7,1,5,268,0,3,75.9,66.0,77.0,,74.0,67.2,64.7,60.0,16,0,28,2,34,18,0,0,3,19,1,59,35.0,2.06,3.5,0.82,14,6
Diore Hubbard,189933,HB,W VIRGINIA,1,17,7,0,0.0,0,0,32,0,0,7,51.0,116.7,0,4,343,0,3,75.8,59.0,76.8,,54.2,54.7,60.9,54.7,9,0,7,1,13,35,0,0,1,18,1,32,51.0,3.0,1.9,0.54,14,6
Dilin Jones,183664,HB,WISCONSIN,1,17,3,1,25.4,16,0,63,0,2,3,54.0,88.2,1,4,349,0,12,75.8,72.8,76.2,,19.3,60.9,76.3,59.6,16,0,6,1,6,19,0,0,1,18,1,63,54.0,3.18,3.7,1.0,5,6
TJ Harden,162457,HB,SMU,1,16,8,1,32.8,22,0,67,0,0,8,32.0,100.0,2,4,287,1,6,28.0,54.4,74.7,,79.8,53.5,52.2,73.5,22,0,0,0,17,17,0,0,0,16,0,67,32.0,2.0,4.2,0.0,10,6
Jaivian Thomas,176564,HB,UCLA,1,16,3,1,25.0,15,0,60,0,0,3,50.0,58.6,2,2,324,0,6,75.5,64.8,74.4,,21.2,52.8,66.5,59.3,15,0,0,0,9,19,0,0,0,16,0,60,50.0,3.13,3.8,0.0,10,6
Caleb Ramseur,172143,HB,NEVADA,1,16,4,1,37.0,27,0,73,0,0,4,50.0,69.4,1,2,239,0,3,75.5,71.8,76.3,,78.8,72.3,69.4,59.2,27,0,22,2,12,20,0,0,2,18,0,73,50.0,3.13,4.6,1.83,13,6
Al-Jay Henderson,145676,HB,BUFFALO,1,16,5,1,21.0,17,0,81,1,1,5,54.0,112.5,3,6,126,0,9,75.5,63.2,76.1,,20.0,50.4,68.7,56.0,17,0,30,2,25,22,0,0,3,18,0,81,54.0,3.38,5.1,1.2,7,6
Jay Ducker,130550,HB,TEMPLE,1,16,1,0,0.0,0,0,34,0,0,1,32.0,11.1,0,1,306,0,2,75.9,59.3,76.7,,19.9,58.0,61.7,60.0,8,0,3,2,19,21,0,0,3,18,0,34,32.0,2.0,2.1,0.16,14,6
J'Mari Taylor,150482,HB,VIRGINIA,1,16,3,0,0.0,0,0,68,2,1,3,43.0,48.9,3,6,335,0,6,75.9,61.3,77.5,,30.8,47.0,66.8,60.0,13,0,29,6,24,19,0,0,9,22,1,68,43.0,2.69,4.3,1.21,10,6
Kevorian Barnes,145514,HB,TCU,1,16,4,0,0.0,0,0,48,1,0,4,41.0,60.3,1,3,305,0,5,75.5,61.4,75.9,,62.2,39.1,66.0,59.6,13,0,5,1,17,19,0,0,3,17,0,48,41.0,2.56,3.0,0.29,10,6
Jalen Dupree,191053,HB,COLO STATE,1,16,3,3,64.1,66,0,103,0,0,3,84.0,92.6,4,5,144,0,6,75.5,72.4,75.1,,84.2,57.8,71.2,66.7,31,0,9,1,16,18,0,0,2,17,0,103,84.0,5.25,6.4,0.56,10,6
Jai'Den Thomas,174080,HB,UNLV,1,16,4,1,27.1,26,0,96,0,1,4,59.0,102.4,2,5,325,0,10,75.5,71.8,75.5,,28.6,69.5,70.9,60.0,26,0,17,2,15,18,0,0,3,18,0,96,59.0,3.69,6.0,1.13,6,6
Jeremiyah Love,171090,HB,NOTRE DAME,1,16,5,1,35.0,36,0,103,0,0,5,71.0,130.5,3,3,258,1,7,28.5,71.9,75.1,,78.4,66.9,70.4,58.6,36,0,11,1,9,19,0,0,1,17,1,103,71.0,4.44,6.4,1.22,9,6
Angel Flores,164493,QB,C MICHIGAN,1,15,0,2,46.3,44,0,95,0,0,0,28.0,0.0,2,5,134,0,12,74.8,72.9,73.5,40.1,,,73.9,60.0,28,1,0,0,0,21,0,0,0,15,2,95,28.0,1.87,6.3,,3,6
Jaylen Raynor,172203,QB,ARK STATE,1,15,12,2,39.7,48,0,107,0,0,12,75.0,459.2,5,7,113,0,0,74.1,79.4,77.1,64.3,,,84.1,60.0,33,0,0,0,0,27,14,1,0,14,2,121,75.0,5.0,8.1,,10,6
Yasin Willis,183381,HB,SYRACUSE,1,15,1,0,0.0,0,0,41,0,0,1,43.0,17.9,1,4,304,0,5,75.2,59.1,74.6,,23.3,56.3,61.4,60.0,13,0,6,1,11,16,0,0,2,16,0,41,43.0,2.87,2.7,0.55,8,6
Chauncey Bowens,184550,HB,GEORGIA,1,15,3,1,27.1,19,0,70,0,0,3,41.0,51.2,3,5,173,0,8,75.2,68.5,74.7,,75.2,57.5,67.3,73.0,19,0,4,1,13,19,0,0,1,16,0,70,41.0,2.73,4.7,0.31,7,6
Tory Blaylock,199034,HB,OKLAHOMA,1,15,0,1,23.1,18,0,78,0,0,0,38.0,0.0,3,6,261,0,6,75.2,61.6,74.9,,17.9,53.2,64.4,58.1,18,0,0,0,11,21,0,0,0,15,0,78,38.0,2.53,5.2,0.0,9,6
Byron Cardwell Jr.,86353,HB,S DIEGO ST,1,15,3,5,75.2,97,0,129,0,0,3,76.0,101.3,5,6,284,0,5,75.6,81.2,72.8,,87.4,,76.7,60.0,22,0,0,0,0,17,0,0,0,15,1,129,76.0,5.07,8.6,,10,6
Sieh Bangura,145886,HB,OHIO,1,15,7,1,42.6,29,0,68,0,0,7,63.0,183.8,2,3,259,0,11,75.2,60.2,78.1,,26.0,56.1,63.4,55.9,29,0,5,1,23,21,0,0,1,16,0,68,63.0,4.2,4.5,0.22,4,6
Kadarius Calloway,172271,HB,NEW MEX ST,1,15,4,1,43.9,29,0,66,0,1,4,46.0,76.7,1,2,242,0,4,75.3,73.0,76.9,,25.7,71.3,73.8,60.0,29,0,44,5,18,18,0,0,5,20,1,66,46.0,3.07,4.4,2.44,11,6
Lamar Radcliffe,188843,HB,S JOSE ST,1,15,4,0,0.0,0,0,64,0,0,4,50.0,88.9,2,4,285,0,11,75.5,71.8,75.1,,75.7,55.4,70.6,60.0,12,0,0,0,7,17,0,0,0,15,0,64,50.0,3.33,4.3,0.0,4,6
Nykahi Davenport,189601,HB,USF,1,15,9,1,22.8,18,0,79,0,0,9,53.0,212.0,2,5,327,0,7,75.2,84.2,74.5,,77.3,55.9,81.5,60.0,18,0,0,0,3,17,0,0,0,15,1,79,53.0,3.53,5.3,0.0,8,6
Kejon Owens,123640,HB,FIU,1,15,4,1,22.7,15,0,66,0,0,4,43.0,60.4,2,5,166,0,6,75.3,67.9,75.2,,26.6,65.7,69.7,,15,0,10,4,10,15,0,0,4,19,1,66,43.0,2.87,4.4,1.0,9,6
Brendon Lewis,131687,QB,MEMPHIS,1,15,1,2,53.9,41,0,57,0,0,0,13.0,0.0,2,7,218,1,1,41.7,69.6,77.2,62.1,,,70.3,60.0,26,0,0,0,0,37,19,5,0,10,1,76,26.0,1.73,5.1,,4,6
Tommy Castellanos,158433,QB,FLORIDA ST,1,14,3,0,0.0,0,0,10,0,0,0,9.0,0.0,3,5,167,0,2,71.8,74.6,78.0,73.1,,,65.3,60.0,18,0,0,0,0,28,66,9,0,5,0,76,35.0,2.5,5.4,,1,6
Steve Chavez-Soto,199149,HB,S JOSE ST,1,14,2,0,0.0,0,0,71,0,0,2,22.0,22.4,3,6,285,0,12,74.8,78.5,74.3,,80.4,59.9,75.1,59.4,14,0,0,0,1,18,0,0,0,14,2,71,22.0,1.57,5.1,0.0,2,6
Ismail Mahdi,161419,HB,ARIZONA,1,14,2,0,0.0,0,0,34,0,0,2,29.0,29.6,3,3,109,1,3,27.2,61.0,73.7,,29.8,55.7,62.7,60.0,13,0,0,0,6,15,0,0,0,14,0,34,29.0,2.07,2.4,0.0,11,6
Greg Desrosiers Jr.,158759,HB,MEMPHIS,1,14,6,0,0.0,0,0,53,0,3,6,35.0,125.0,0,3,218,1,1,28.5,68.6,76.3,,74.1,75.0,66.0,58.9,8,0,25,4,19,18,0,0,4,18,0,53,35.0,2.5,3.8,1.32,13,6
Fluff Bothwell,190075,HB,MISS STATE,1,14,2,0,0.0,0,0,60,0,1,2,40.0,53.6,1,4,227,0,9,74.8,61.9,74.3,,18.7,73.6,61.5,60.0,13,0,6,2,7,15,0,0,2,16,0,60,40.0,2.86,4.3,0.86,5,6
Anthony Woods,158969,HB,UCLA,1,14,5,1,27.0,17,0,63,1,0,5,45.0,107.1,2,3,324,0,3,74.8,63.1,75.4,,76.8,36.9,68.1,60.0,17,0,0,1,12,16,0,0,2,15,0,63,45.0,3.21,4.5,0.0,11,6
Bryson Donelson,191080,HB,FRESNO ST,1,14,2,0,0.0,0,0,39,0,0,2,35.0,33.3,0,2,169,0,8,74.8,64.5,74.5,,,60.7,64.8,,8,0,10,1,18,14,0,0,1,15,0,39,35.0,2.5,2.8,0.56,6,6
Dominic Richardson,122985,HB,TULSA,1,14,4,1,33.3,16,0,48,0,0,4,39.0,69.6,2,3,320,0,6,74.8,54.8,75.7,,6.7,64.1,58.4,59.1,16,0,20,2,16,17,0,0,3,16,0,48,39.0,2.79,3.4,1.25,8,6
Sam Franklin,149248,HB,USF,1,14,3,1,25.0,19,0,76,0,0,3,47.0,71.9,2,4,327,0,6,74.8,66.8,74.9,,42.3,56.9,68.0,58.6,19,0,0,0,5,20,0,0,0,14,0,76,47.0,3.36,5.4,0.0,8,6
Dean Connors,156624,HB,HOUSTON,1,13,1,0,0.0,0,0,33,0,0,1,23.0,12.6,2,2,182,0,3,74.4,63.1,75.8,,81.7,66.7,61.5,57.3,11,0,9,1,9,19,0,0,1,14,0,33,23.0,1.77,2.5,1.0,10,6
Joe Jackson,173106,HB,KANSAS ST,1,13,2,0,0.0,0,0,61,0,0,2,40.0,34.2,1,3,199,0,5,74.6,66.3,77.6,,26.3,70.4,66.7,56.2,11,0,41,5,26,24,0,0,5,18,0,61,40.0,3.08,4.7,1.58,8,6
Bo Jackson,199864,HB,OHIO STATE,1,13,5,0,0.0,0,0,63,0,0,5,59.0,162.1,2,4,260,0,5,74.4,70.9,75.6,,70.8,64.3,70.0,60.0,10,0,11,1,12,14,0,0,1,14,1,63,59.0,4.54,4.8,0.92,8,6
Emmett Johnson,156473,HB,NEBRASKA,1,13,4,1,27.7,23,0,83,0,1,4,29.0,58.7,3,5,238,0,5,74.3,72.2,77.1,,29.6,70.8,75.0,60.0,23,0,37,6,24,17,0,0,6,19,3,83,29.0,2.23,6.4,1.54,6,6
Wayne Knight,156712,HB,JAMES MAD,1,13,5,2,45.9,39,0,85,0,1,5,53.0,152.9,3,4,197,0,6,76.9,71.7,75.2,,80.4,66.7,70.0,60.0,22,0,10,3,13,14,0,0,5,16,1,85,53.0,4.08,6.5,0.77,7,6
Fame Ijeboi,184725,HB,MINNESOTA,1,13,2,0,0.0,0,0,52,0,0,2,50.0,59.2,3,3,225,0,4,74.4,65.1,73.7,,6.9,56.0,67.1,,13,0,0,0,7,13,0,0,0,13,0,52,50.0,3.85,4.0,0.0,9,6
Cartevious Norton,157582,HB,USF,1,13,0,1,53.6,37,0,69,0,2,0,33.0,36.3,2,4,327,0,9,74.4,72.3,75.1,,83.1,66.4,70.4,56.5,37,0,3,1,8,17,0,0,1,14,1,69,33.0,2.54,5.3,0.38,4,6
Tawee Walker,158097,HB,CINCINNATI,1,13,9,1,18.1,17,0,94,0,0,9,52.0,276.9,5,5,138,0,2,74.4,75.0,75.3,,71.8,55.1,75.1,58.7,17,0,0,0,8,18,0,0,0,13,0,94,52.0,4.0,7.2,0.0,11,6
Trequan Jones,204200,HB,DOMINION,1,13,2,1,17.2,15,0,87,1,0,2,42.0,46.2,4,6,263,0,11,74.8,71.4,74.3,,24.9,41.5,77.1,60.0,15,0,1,1,8,17,0,0,2,14,0,87,42.0,3.23,6.7,0.13,2,6
CJ Stokes,162827,HB,CHARLOTTE,1,13,2,1,42.0,21,0,50,0,0,2,36.0,42.6,2,3,136,1,4,25.7,50.8,74.4,,30.9,55.7,52.9,60.0,21,0,0,0,9,14,0,0,1,13,1,50,36.0,2.77,3.8,0.0,9,6
Caleb Komolafe,176513,HB,NWESTERN,1,13,3,1,52.0,39,0,75,0,0,3,50.0,88.8,1,3,256,0,5,74.8,71.3,76.3,,74.1,54.8,71.1,60.0,39,0,0,0,9,16,0,0,0,13,2,75,50.0,3.85,5.8,0.0,8,6
Bear Bachmeier,203434,QB,BYU,1,13,1,0,0.0,0,0,43,0,0,1,28.0,23.1,3,3,128,1,5,39.0,59.2,77.1,63.7,,,53.9,60.0,14,0,0,0,0,40,5,2,0,11,1,48,35.0,2.69,3.7,,3,6
Mark Fletcher Jr.,175374,HB,MIAMI FL,1,12,3,0,0.0,0,0,40,0,1,3,33.0,84.6,1,3,220,0,6,74.0,61.7,74.9,,21.0,60.0,64.4,58.2,10,0,8,1,14,17,0,0,1,13,0,40,33.0,2.75,3.3,0.57,5,6
Nico Iamaleava,174728,QB,UCLA,1,12,4,0,0.0,0,0,12,0,0,0,10.0,0.0,5,8,324,1,3,37.0,89.7,77.6,77.8,,,82.8,60.0,52,0,0,0,0,42,138,6,0,6,3,150,68.0,5.67,12.5,,3,6
Leshon Williams,129487,HB,KANSAS,1,12,1,0,0.0,0,0,58,0,0,1,36.0,25.0,2,4,198,0,8,74.0,62.4,77.2,,28.0,52.3,66.2,58.9,13,0,0,0,18,21,0,0,0,12,3,58,36.0,3.0,4.8,0.0,4,6
Qua Ashley,160363,HB,BALL ST,1,12,2,0,0.0,0,0,21,0,1,2,26.0,40.6,0,1,117,0,6,74.2,63.3,77.8,,56.7,70.2,62.3,55.5,7,0,28,4,17,23,0,0,5,16,0,21,26.0,2.17,1.8,1.65,6,6
Ja'Kyrian Turner,199087,HB,PITTSBURGH,1,12,3,1,29.7,19,0,64,0,1,3,36.0,85.7,2,4,268,0,5,74.1,71.3,75.4,,,67.7,70.4,,19,0,32,2,15,12,0,0,2,14,1,64,36.0,3.0,5.3,2.13,7,6
Jevon Jackson,149110,HB,UAB,1,12,3,2,62.9,56,0,89,0,0,3,72.0,138.5,2,4,321,0,2,74.0,72.1,75.8,,19.4,61.3,76.5,60.1,30,0,11,1,21,15,0,0,2,13,0,89,72.0,6.0,7.4,0.52,10,6
Robert Henry Jr.,174094,HB,UTSA,1,12,0,0,0.0,0,0,42,0,0,0,10.0,0.0,0,2,331,0,5,74.2,66.5,76.2,,82.5,63.8,64.0,67.5,8,0,9,3,23,16,0,0,4,15,0,42,10.0,0.83,3.5,0.39,6,6
Alton McCaskill,144253,HB,SM HOUSTON,1,12,2,0,0.0,0,0,38,1,0,2,26.0,28.9,1,2,281,0,5,74.1,65.7,76.6,,78.7,52.1,70.2,58.7,13,0,26,3,27,15,0,0,4,15,0,38,26.0,2.17,3.2,0.96,7,6
Cam Edwards,158615,HB,UCONN,1,12,2,2,50.0,40,0,80,0,0,2,41.0,56.9,2,4,146,0,2,75.2,67.0,76.5,,84.0,49.9,69.0,60.0,25,0,0,0,19,16,0,0,1,12,1,80,41.0,3.42,6.7,0.0,10,6
Robby Ashford,131702,QB,WAKE,1,12,1,0,0.0,0,0,31,0,0,1,15.0,18.5,0,2,339,0,6,72.6,56.4,77.2,55.4,,,59.4,60.0,8,1,0,0,0,25,8,3,0,9,0,39,16.0,1.33,3.3,,2,6
Hayden Reed,163213,HB,ARMY,1,12,1,0,0.0,0,0,54,0,0,1,25.0,17.4,1,4,114,0,4,74.0,61.9,77.8,,12.2,59.9,66.0,55.9,10,0,0,0,1,35,0,0,0,12,1,54,25.0,2.08,4.5,0.0,0,6
Bishop Davenport,163426,QB,S ALABAMA,1,12,1,1,59.6,56,0,72,0,0,0,10.0,0.0,2,2,288,0,5,72.1,77.4,77.2,64.9,,,74.5,60.0,56,1,0,0,0,50,22,3,0,9,1,94,12.0,1.0,7.8,,4,6
Diego Pavia,156927,QB,VANDERBILT,1,12,4,1,52.9,36,0,44,0,0,3,15.0,70.3,2,4,333,1,6,41.1,46.5,76.0,48.6,,,52.5,60.0,36,0,0,0,0,14,24,4,0,8,0,68,35.0,2.92,5.7,,0,6
Nick Minicucci,173617,QB,DELAWARE,1,12,0,1,54.7,29,0,53,0,0,0,21.0,0.0,1,6,151,2,5,29.7,55.7,77.6,52.3,,,63.9,60.0,29,0,0,0,0,32,0,1,0,11,3,53,21.0,1.75,4.4,,5,6
Kyron Drones,144506,QB,VA TECH,1,12,2,0,0.0,0,0,23,0,0,2,20.0,62.5,3,4,337,0,3,72.4,61.5,76.6,52.6,,,69.7,60.0,14,0,0,0,0,30,31,4,0,8,0,54,27.0,2.25,4.5,,2,6
Micah Welch,183887,HB,COLORADO,1,12,0,1,37.5,15,0,40,0,0,0,22.0,0.0,1,4,143,1,5,25.2,57.2,72.3,,78.6,57.0,57.6,59.8,15,0,0,0,4,14,0,0,0,12,0,40,22.0,1.83,3.3,0.0,7,6
Nate Sheppard,198337,HB,DUKE,1,12,5,1,50.5,46,0,91,0,0,5,61.0,195.5,2,2,154,0,0,74.0,70.0,76.2,,79.3,56.5,71.2,,46,0,6,1,17,12,0,0,1,13,2,91,61.0,5.08,7.6,0.35,12,6
Isaac Brown,183312,HB,LOUISVILLE,1,12,2,1,32.4,22,0,68,1,0,2,27.0,32.1,1,2,210,0,1,74.5,61.4,76.8,,46.5,41.1,67.0,59.6,22,0,6,2,24,18,0,0,5,14,0,68,27.0,2.25,5.7,0.25,10,6
Jalen Buckley,163158,HB,W MICHIGAN,1,12,0,0,0.0,0,0,55,1,0,0,31.0,0.0,1,5,347,1,7,25.4,57.0,75.0,,74.0,34.3,61.7,57.5,14,0,6,1,9,19,0,0,2,13,0,55,31.0,2.58,4.6,0.67,5,6
Seth McGowan,122936,HB,KENTUCKY,1,12,4,0,0.0,0,0,49,1,0,4,33.0,78.6,0,3,202,1,7,25.2,59.7,75.0,,75.2,46.3,63.4,,7,0,16,2,18,11,0,0,3,14,0,49,33.0,2.75,4.1,0.89,4,6
DeJuan Williams,183534,HB,MARYLAND,1,12,1,0,0.0,0,0,26,1,0,1,26.0,15.5,0,1,215,0,2,74.1,60.1,77.1,,67.6,53.5,63.1,60.0,6,0,13,2,30,13,0,0,4,14,0,26,26.0,2.17,2.2,0.43,9,6
Demond Williams Jr.,183648,QB,WASHINGTON,1,12,6,0,0.0,0,0,9,0,0,1,7.0,43.8,2,4,340,0,1,71.3,65.9,26.7,64.2,,,65.6,60.0,20,1,0,0,0,25,55,8,0,4,0,64,61.0,5.08,5.3,,2,6
Nicholas Singleton,164188,HB,PENN STATE,1,11,2,0,0.0,0,0,39,0,0,2,27.0,37.8,1,2,266,0,7,73.6,64.7,76.0,,24.6,72.1,63.7,57.4,13,0,16,2,17,15,0,0,2,13,0,39,27.0,2.45,3.5,0.94,4,6
Sire Gaines,184229,HB,BOISE ST,1,11,2,0,0.0,0,0,39,0,0,2,23.0,38.0,0,3,120,0,4,74.4,73.9,76.8,,33.2,53.8,76.3,67.3,9,0,0,0,11,18,0,0,0,11,0,39,23.0,2.09,3.5,0.0,6,6
Marcellous Hawkins,200025,HB,VA TECH,1,11,2,1,33.3,16,0,48,0,0,2,36.0,59.5,3,4,337,0,3,73.5,61.9,76.2,,53.1,54.7,64.3,58.4,16,0,0,0,14,18,0,0,1,11,1,48,36.0,3.27,4.4,0.0,8,6
Brendan Sorsby,156398,QB,CINCINNATI,1,11,3,1,36.4,20,0,47,0,0,3,19.0,57.0,2,3,138,1,4,72.2,72.2,76.5,68.4,,,67.3,60.0,20,0,0,0,0,33,8,1,0,10,1,55,19.0,1.73,5.0,,3,6
Dashun Reeder,190890,HB,NWESTERN,1,11,2,2,39.2,31,0,79,0,0,2,60.0,99.2,4,4,256,0,3,73.5,68.6,72.8,,68.3,59.8,67.0,,16,0,0,0,1,11,0,0,0,11,0,79,60.0,5.45,7.2,0.0,8,6
Sam Scott,150701,HB,WYOMING,1,11,1,0,0.0,0,0,49,0,1,1,39.0,54.5,1,2,351,0,1,74.1,69.8,74.9,,75.1,87.1,64.8,60.0,10,0,45,2,12,14,0,0,2,13,0,49,39.0,3.55,4.5,3.75,10,6
Le'Veon Moss,158664,HB,TEXAS A&M,1,11,0,0,0.0,0,0,36,1,0,0,14.0,0.0,0,4,312,0,8,74.0,55.7,73.8,,75.1,32.9,60.9,59.5,6,0,0,0,7,15,0,0,1,11,0,36,14.0,1.27,3.3,0.0,3,6
Jaydn Ott,158325,HB,OKLAHOMA,1,11,3,0,0.0,0,0,49,0,1,3,24.0,67.1,2,4,261,0,4,73.6,64.3,73.6,,77.3,54.3,65.6,59.6,12,0,10,2,12,13,0,0,2,13,0,49,24.0,2.18,4.5,0.83,7,6
Jalon Daniels,122555,QB,KANSAS,1,11,1,0,0.0,0,0,28,0,0,1,28.0,28.0,1,3,198,0,3,73.0,85.9,76.6,81.9,,,72.3,60.1,11,0,0,0,0,31,0,1,0,10,0,28,29.0,2.64,2.5,,0,6
Devin Mockobee,145111,HB,PURDUE,1,11,3,1,31.0,18,0,58,0,1,3,43.0,111.7,1,4,273,0,3,73.7,65.2,76.2,,65.9,58.0,65.1,72.7,18,0,23,3,27,12,0,0,3,14,1,58,43.0,3.91,5.3,0.85,8,6
Gavin Sawchuk,158088,HB,FLORIDA ST,1,11,0,1,31.9,15,0,47,0,1,0,20.0,13.0,1,3,167,0,2,73.7,63.9,76.9,,25.3,65.7,68.4,53.9,15,0,25,3,27,18,0,0,3,14,0,47,20.0,1.82,4.3,0.93,8,6
Jayden Scott,183347,HB,NC STATE,1,10,3,1,39.3,35,0,89,0,0,3,60.0,163.6,3,4,248,0,3,73.6,73.0,74.2,,77.9,62.6,72.9,,35,0,13,1,14,11,0,0,1,11,2,89,60.0,6.0,8.9,0.93,7,6
Evan Pryor,145057,HB,CINCINNATI,1,10,6,3,62.2,69,0,111,0,0,6,59.0,354.0,5,4,138,0,1,73.1,76.7,75.9,,78.0,53.3,80.2,57.8,30,0,0,0,14,15,0,0,0,10,2,111,59.0,5.9,11.1,0.0,9,6
Dylan Edwards,171893,HB,KANSAS ST,1,10,3,0,0.0,0,0,26,0,0,3,20.0,50.0,0,2,199,0,7,73.2,68.7,75.1,,,72.1,65.8,60.0,5,0,12,2,17,12,0,0,2,12,1,26,20.0,2.0,2.6,0.71,2,6
Rashad Amos,124224,HB,GA STATE,1,10,3,0,0.0,0,0,31,0,0,3,34.0,92.7,0,1,175,0,2,73.1,58.3,74.2,,77.0,60.0,58.2,56.1,9,0,7,1,8,14,0,0,1,11,0,31,34.0,3.4,3.1,0.88,8,6
Sutton Smith,162530,HB,MEMPHIS,1,10,0,0,0.0,0,0,34,0,0,0,15.0,0.0,0,2,218,0,0,74.3,66.1,74.8,,77.8,57.2,64.7,68.6,7,0,6,1,11,17,0,0,1,11,1,34,15.0,1.5,3.4,0.55,10,6
Parker Navarro,123758,QB,OHIO,1,10,4,2,60.8,59,0,73,0,0,3,48.0,225.0,4,4,259,3,4,19.4,57.5,76.8,55.6,,,60.7,60.0,44,1,0,0,0,31,24,2,0,8,0,97,81.0,8.1,9.7,,0,6
Will Henderson III,190255,HB,UTSA,1,10,1,0,0.0,0,0,42,1,0,1,19.0,15.8,0,0,331,0,4,73.4,56.3,75.4,,11.0,44.1,63.2,60.0,9,0,10,2,16,11,0,0,3,12,0,42,19.0,1.9,4.2,0.63,5,6
Jaquari Lewis,198096,HB,APP STATE,1,10,2,1,40.5,17,0,42,0,2,2,26.0,94.5,2,2,108,0,4,73.1,62.9,73.9,,40.8,65.1,62.3,,17,0,11,1,10,10,0,0,2,11,0,42,26.0,2.6,4.2,1.1,6,6
Avery Johnson,173108,QB,KANSAS ST,1,10,0,1,43.1,31,0,50,0,0,0,1.0,0.0,2,5,199,0,0,71.8,74.7,78.0,73.9,,,64.5,60.5,31,0,0,0,0,32,22,4,0,6,1,72,3.0,0.3,7.2,,3,6
Drew Allar,164157,QB,PENN STATE,1,10,3,0,0.0,0,0,-3,0,0,0,3.0,0.0,5,5,266,0,2,69.7,73.3,76.3,67.1,,,70.7,60.0,27,0,0,0,0,22,92,8,0,2,0,89,60.0,6.0,8.9,,0,6
Kaden Feagin,174024,HB,ILLINOIS,1,10,1,0,0.0,0,0,16,0,3,1,12.0,36.9,0,2,187,0,5,73.2,62.2,75.1,,51.8,69.4,60.9,,6,0,20,3,10,10,0,0,3,13,2,16,12.0,1.2,1.6,2.0,5,6
Keenan Phillips,199183,HB,S ALABAMA,1,10,2,1,33.9,19,0,56,0,0,2,41.0,82.0,1,3,288,0,5,73.1,71.9,72.0,,,55.9,74.8,47.2,19,0,0,0,5,11,0,0,1,10,0,56,41.0,4.1,5.6,0.0,5,6
Brad Jackson,184354,QB,TEXAS ST,1,10,2,1,48.1,63,0,96,0,0,0,19.0,0.0,2,3,314,1,4,35.4,68.1,77.3,62.2,,60.0,67.9,60.0,63,0,0,0,0,43,35,3,0,7,1,131,32.0,3.2,13.1,,1,6
Greg Burrell,184204,HB,TEXAS ST,1,10,2,0,0.0,0,0,30,0,2,2,22.0,73.3,1,2,314,0,1,72.7,65.9,72.7,,84.2,69.4,63.4,60.0,14,0,34,2,10,10,0,0,2,12,0,30,22.0,2.2,3.0,3.4,8,6
Anderson Castle,122234,HB,DUKE,1,10,2,0,0.0,0,0,28,0,0,2,25.0,45.5,0,4,154,0,1,73.1,71.4,73.2,,72.7,60.0,70.6,,8,0,1,1,6,10,0,0,1,11,2,28,25.0,2.5,2.8,0.17,9,6
Aidan Chiles,173727,QB,MICH STATE,1,10,3,0,0.0,0,0,10,0,0,0,8.0,0.0,3,5,223,0,0,70.9,50.0,76.3,31.2,,,79.2,60.0,16,0,0,0,0,26,53,5,0,5,2,63,43.0,4.3,6.3,,1,6
Damon Bankston,147854,HB,NEW MEXICO,1,9,1,0,0.0,0,0,51,0,0,1,28.0,28.3,1,4,241,0,4,72.9,72.6,75.5,,22.3,62.1,77.5,60.0,14,0,15,2,18,10,0,0,2,11,1,51,28.0,3.11,5.7,0.83,5,6
Cameren Smith,161150,HB,CHARLOTTE,1,9,0,0,0.0,0,0,27,0,0,0,17.0,0.0,1,2,136,0,3,72.5,54.3,73.8,,11.1,54.5,61.0,60.0,10,0,0,0,4,10,0,0,1,9,0,27,17.0,1.89,3.0,0.0,6,6
Jordan Marshall,190837,HB,MICHIGAN,1,9,2,1,43.2,19,0,44,0,0,2,31.0,68.9,1,3,222,0,1,72.6,76.3,72.6,,70.6,62.0,74.6,,19,0,8,1,5,9,0,0,1,10,0,44,31.0,3.44,4.9,1.6,7,6
Bryson Washington,174649,HB,BAYLOR,1,9,4,2,50.8,33,0,65,0,2,4,46.0,278.8,3,4,118,1,3,23.3,57.8,74.9,,7.5,72.1,59.7,60.0,18,0,18,2,15,11,0,0,2,11,0,65,46.0,5.11,7.2,1.2,6,6
