player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,week
Gunnar Gray,171202,QB,BUFFALO,1,1,0,0,0.0,0,0,-6,0,0,0,0.0,0.0,0,0,126,0,0,68.7,48.4,76.9,46.6,,,60.0,60.1,-6,0,0,0,0,36,0,0,0,1,0,-6,0.0,0.0,-6.0,,0,5
Mar'Kel Porter,191014,HB,BOWL GREEN,1,1,0,0,0.0,0,0,1,0,0,0,1.0,0.0,0,1,122,0,1,64.3,66.1,69.4,,73.1,65.8,62.6,59.3,1,0,3,1,1,4,0,0,1,2,0,1,1.0,1.0,1.0,3.0,0,5
Carson Smith,171016,HB,ARMY,1,1,0,0,0.0,0,0,3,0,0,0,4.0,0.0,0,0,114,0,0,62.5,56.9,71.5,,73.3,59.7,59.2,55.3,3,0,0,0,1,11,0,0,0,1,0,3,4.0,4.0,3.0,0.0,0,5
Samari Howard,170984,FB,ARMY,1,1,0,0,,0,0,0,1,0,0,,0.0,0,0,114,0,0,63.7,60.7,78.2,,70.7,65.0,57.3,57.8,0,0,26,2,14,37,0,1,3,2,0,0,0.0,0.0,0.0,1.86,0,5
Jarod Bowie,170410,WR,W VIRGINIA,1,1,0,1,100.0,68,0,68,0,0,0,5.0,0.0,1,1,343,0,0,64.3,71.7,74.3,,,59.2,69.4,59.1,68,0,4,1,3,13,0,0,1,2,0,68,5.0,5.0,68.0,1.33,0,5
Dwight Phillips Jr.,191156,HB,GEORGIA,1,1,0,0,0.0,0,0,1,0,0,0,1.0,0.0,0,0,173,0,1,62.5,59.3,63.8,,,,59.6,,1,0,0,0,0,1,0,0,0,1,0,1,1.0,1.0,1.0,,0,5
Carnell Tate,170273,WR,OHIO STATE,1,1,0,0,0.0,0,0,8,0,0,0,5.0,0.0,0,0,260,0,0,66.0,72.2,78.0,,,68.1,63.2,75.9,8,0,33,3,28,22,0,0,4,4,0,8,5.0,5.0,8.0,1.18,0,5
TJ Washington Jr.,170178,HB,IOWA,1,1,0,0,0.0,0,0,1,0,0,0,1.0,0.0,0,0,192,0,1,64.8,54.9,70.4,,77.3,59.3,57.5,56.8,1,0,0,0,1,4,0,0,0,1,0,1,1.0,1.0,1.0,0.0,0,5
Eric Singleton Jr.,170078,WR,AUBURN,1,1,0,0,0.0,0,0,3,0,2,0,1.0,33.3,0,0,115,0,0,67.0,64.8,0.0,,,67.6,56.9,61.1,3,1,56,5,32,8,0,0,7,6,0,3,1.0,1.0,3.0,1.75,1,5
Darian Mensah,169984,QB,DUKE,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,1,154,0,0,68.7,74.2,76.4,71.9,,,63.7,60.0,3,1,0,0,0,26,3,1,0,0,0,3,0.0,0.0,3.0,,0,5
Jmariyae Robinson,164812,WR,MO STATE,1,1,1,0,0.0,0,0,2,0,0,1,3.0,100.0,0,0,230,0,0,65.3,56.0,0.0,,,58.8,57.5,60.9,2,1,26,2,36,19,0,0,6,3,0,2,3.0,3.0,2.0,0.72,0,5
Jalynn Williams,76606,HB,PITTSBURGH,1,1,0,0,,0,0,0,0,0,0,0.0,0.0,0,0,268,0,0,62.5,55.9,66.1,,24.3,,59.0,,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,,1,5
Javion Kinnard,204805,HB,COLO STATE,1,1,0,0,0.0,0,0,6,0,0,0,1.0,0.0,0,0,144,0,1,62.5,66.7,62.7,,,,63.4,,6,0,0,0,0,1,0,0,0,1,0,6,1.0,1.0,6.0,,0,5
Skyler Locklear,164027,QB,UTEP,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,330,0,0,65.1,54.6,71.0,57.1,,,57.3,60.0,6,0,0,0,0,4,6,1,0,0,0,6,4.0,4.0,6.0,,0,5
Barion Brown,163779,WR,LSU,1,1,0,0,0.0,0,0,9,0,1,0,0.0,0.0,0,1,211,0,0,67.7,64.8,76.9,,,62.7,63.2,61.4,9,0,40,5,23,11,0,0,8,6,0,9,0.0,0.0,9.0,1.74,0,5
Dillon Bell,163734,WR,GEORGIA,1,1,0,1,100.0,43,0,43,0,0,0,6.0,0.0,1,1,173,0,0,62.5,55.4,74.4,,,53.8,68.7,33.2,43,0,0,0,11,9,0,0,0,1,0,43,6.0,6.0,43.0,0.0,0,5
Emmanuel Henderson Jr.,163595,WR,KANSAS,1,1,1,0,0.0,0,0,4,1,1,1,3.0,100.0,0,0,198,0,0,67.7,81.0,77.0,,,79.2,62.9,59.8,4,0,214,5,30,13,0,0,7,6,0,4,3.0,3.0,4.0,7.13,1,5
Quanell Farrakhan Jr.,198299,WR,COLORADO,1,1,0,0,0.0,0,0,4,0,0,0,5.0,0.0,0,0,143,0,0,62.5,57.9,63.4,,,,59.6,,4,0,0,0,0,1,0,0,0,1,0,4,5.0,5.0,4.0,,0,5
Maddux Madsen,163379,QB,BOISE ST,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,120,1,0,31.8,87.3,76.9,88.0,,,57.3,60.0,1,0,0,0,0,28,1,1,0,0,0,1,0.0,0.0,1.0,,0,5
K.D. Hutchinson,163045,WR,W KENTUCKY,1,1,1,1,100.0,20,0,20,0,2,1,15.0,900.0,1,1,346,0,1,67.0,70.5,75.3,,,67.6,69.4,42.6,20,0,44,4,23,11,0,0,7,5,0,20,15.0,15.0,20.0,1.91,0,5
Kevin Coleman Jr.,160756,WR,MISSOURI,1,1,0,0,0.0,0,0,4,0,2,0,2.0,30.8,0,0,229,0,1,74.4,85.0,78.3,,,85.1,59.6,56.9,4,0,108,12,26,14,0,0,12,13,0,4,2.0,2.0,4.0,4.15,0,5
Jacob Conover,70963,QB,UTAH ST,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,329,0,0,66.7,64.6,72.7,66.4,62.2,,57.3,60.0,1,0,0,0,0,4,1,1,0,0,0,1,3.0,3.0,1.0,,0,5
Clayton Coppock Jr.,198608,WR,KENNESAW,1,1,0,0,0.0,0,0,9,0,0,0,11.0,0.0,0,0,200,0,1,65.3,73.3,72.6,,,68.6,63.4,60.0,9,0,19,2,5,3,0,0,2,3,0,9,11.0,11.0,9.0,3.8,0,5
Bert Emanuel Jr.,158581,QB,S DIEGO ST,1,1,0,0,0.0,0,0,1,0,0,0,1.0,0.0,0,0,284,0,1,64.4,58.5,69.8,63.1,,,57.3,60.0,1,0,0,0,0,7,0,0,0,1,0,1,1.0,1.0,1.0,,0,5
Xavier Townsend,158455,WR,IOWA STATE,1,1,0,0,0.0,0,0,-1,0,0,0,1.0,0.0,0,0,193,0,0,70.8,61.1,75.8,,,64.2,56.8,59.9,-1,0,9,1,10,11,0,0,1,2,0,-1,1.0,1.0,-1.0,0.9,0,5
Antwon Thomas,198770,WR,MIAMI OH,1,1,0,0,0.0,0,0,6,0,0,0,0.0,0.0,0,0,221,0,1,62.5,57.2,70.9,,,,58.3,61.6,6,0,0,0,0,13,0,0,0,1,0,6,0.0,0.0,6.0,,0,5
Gavin Freeman,158078,WR,OKLA STATE,1,1,0,0,0.0,0,0,1,0,0,0,-1.0,0.0,0,0,262,0,1,71.2,54.4,0.0,,,58.2,57.9,54.9,1,1,34,4,30,9,0,0,6,5,0,1,-1.0,-1.0,1.0,1.13,0,5
Braylin Presley,157793,HB,TULSA,1,1,0,0,0.0,0,0,8,0,1,0,0.0,0.0,0,0,320,0,1,65.3,73.2,71.6,,,79.1,63.2,60.0,8,0,5,2,3,3,0,0,2,3,0,8,0.0,0.0,8.0,1.67,0,5
Justin Williams-Thomas,157610,HB,MARSHALL,1,1,0,0,0.0,0,0,5,0,0,0,6.0,0.0,0,0,214,0,0,62.5,69.1,69.8,,76.0,58.6,63.4,60.5,5,1,0,0,2,4,0,0,0,1,0,5,6.0,6.0,5.0,0.0,1,5
Matt Zollers,198887,QB,MISSOURI,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,229,0,0,61.8,55.4,68.1,60.6,,,57.3,60.0,4,0,0,0,0,3,4,1,0,0,0,4,0.0,0.0,4.0,,0,5
Anthony Favrow,157156,HB,MISSOURI,1,1,0,0,0.0,0,0,4,0,0,0,2.0,0.0,0,0,229,0,1,62.5,57.5,63.8,,,,58.5,,4,0,0,0,0,1,0,0,0,1,0,4,2.0,2.0,4.0,,0,5
John Alan Richter,156999,QB,TOLEDO,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,316,0,0,62.7,52.5,68.1,57.4,,,57.3,60.0,3,0,0,0,0,2,3,1,0,0,0,3,9.0,9.0,3.0,,0,5
Jayshon Platt,156522,WR,FAU,1,1,0,0,0.0,0,0,10,2,1,0,0.0,0.0,1,1,165,0,1,22.1,67.8,80.6,,,65.7,63.1,57.5,10,0,96,9,38,18,0,0,14,10,1,10,0.0,0.0,10.0,2.53,0,5
Jaylin Lucas,156396,HB,FLORIDA ST,1,1,0,0,0.0,0,0,9,0,0,0,0.0,0.0,0,0,167,0,1,62.5,69.2,71.7,,,,63.3,60.0,9,0,0,0,0,3,0,0,0,1,0,9,0.0,0.0,9.0,,0,5
Omar Cooper Jr.,156395,WR,INDIANA,1,1,1,0,0.0,0,0,3,0,2,1,12.0,900.0,0,0,190,0,0,66.0,68.7,77.4,,,64.6,63.5,74.0,3,0,31,3,29,26,0,0,7,4,0,3,12.0,12.0,3.0,1.07,0,5
Tama Amisone,199154,QB,S JOSE ST,1,1,0,0,0.0,0,0,3,0,0,0,6.0,0.0,0,0,285,0,0,62.5,59.2,67.2,,72.2,,59.4,,3,0,0,0,0,1,0,0,0,1,0,3,6.0,6.0,3.0,,0,5
Maurice Turner,156329,HB,TULANE,1,1,0,0,0.0,0,0,1,0,0,0,1.0,0.0,0,0,319,0,0,62.5,58.1,65.4,,,59.9,59.7,,1,0,0,0,1,1,0,0,0,1,0,1,1.0,1.0,1.0,0.0,1,5
Malin White,148771,ED,BUFFALO,1,1,1,1,100.0,15,0,15,0,0,1,11.0,1100.0,1,1,126,0,1,62.5,72.7,60.0,,,,67.7,,15,0,0,0,0,1,0,0,0,1,0,15,11.0,11.0,15.0,,0,5
Tykeem Wallace,147986,WR,KENNESAW,1,1,0,0,0.0,0,0,-2,0,0,0,-1.0,0.0,0,0,200,1,1,10.1,34.6,71.6,,,56.1,50.5,59.3,-2,0,0,0,5,4,0,0,0,1,0,-2,-1.0,-1.0,-2.0,0.0,0,5
Tim Hardiman,147074,DI,TULSA,1,1,0,0,0.0,0,0,1,0,0,0,1.0,0.0,0,1,320,0,0,62.5,64.1,63.8,,,,62.4,,1,0,0,0,0,1,0,0,0,1,1,1,1.0,1.0,1.0,,0,5
Husan Longstreet,199411,QB,USC,1,1,0,1,100.0,16,0,16,0,0,0,1.0,0.0,1,1,326,0,1,62.5,67.6,65.5,,,,63.2,60.0,16,0,0,0,0,2,0,0,0,1,0,16,1.0,1.0,16.0,,0,5
Brandon Buckhaulter,146820,WR,LA MONROE,1,1,0,0,0.0,0,0,9,0,0,0,2.0,0.0,0,0,209,0,0,65.3,72.0,73.7,,,74.9,57.5,60.9,9,0,26,2,6,12,0,0,3,3,0,9,2.0,2.0,9.0,4.33,0,5
Marcus Burke,146699,WR,UCF,1,1,0,0,0.0,0,0,-5,0,0,0,1.0,0.0,0,0,323,0,0,65.3,68.2,77.1,,,68.3,59.5,62.3,-5,0,40,2,20,21,0,0,2,3,0,-5,1.0,1.0,-5.0,2.0,0,5
Dezmen Roebuck,199530,WR,WASHINGTON,1,1,0,0,0.0,0,0,6,0,0,0,4.0,0.0,0,0,340,0,1,66.5,70.3,76.9,,,68.1,63.4,60.1,6,0,58,4,24,12,0,0,5,5,0,6,4.0,4.0,6.0,2.42,0,5
Lazaro Rogers,205284,HB,N ILLINOIS,1,1,0,0,0.0,0,0,6,0,0,0,6.0,0.0,0,0,254,0,1,62.5,80.8,69.0,,,60.0,66.7,60.0,6,0,0,0,1,2,0,0,0,1,0,6,6.0,6.0,6.0,0.0,0,5
Elijah Metcalf,145307,WR,SO MISS,1,1,2,1,100.0,17,0,17,0,0,2,8.0,533.3,1,1,296,0,1,71.0,58.3,76.2,,,55.3,63.4,61.8,17,0,-9,2,16,18,0,0,2,3,0,17,8.0,8.0,17.0,-0.56,0,5
Marquis Crosby,145241,HB,OREGON ST,1,1,0,0,0.0,0,0,3,0,0,0,1.0,0.0,0,0,265,0,1,65.3,63.9,68.5,,72.9,66.3,59.6,,3,0,11,2,3,1,0,0,2,3,0,3,1.0,1.0,3.0,3.67,0,5
Donnie Gray,145035,WR,UMASS,1,1,0,0,,0,0,0,0,0,0,2.0,0.0,0,0,216,0,0,65.3,60.2,78.0,,,61.0,57.7,61.5,0,0,28,2,35,15,0,0,3,3,0,0,2.0,2.0,0.0,0.8,1,5
Kayleb Barnett,205487,WR,VANDERBILT,1,1,0,0,0.0,0,0,3,0,0,0,2.0,0.0,0,0,333,0,1,62.5,52.3,67.1,,,58.3,57.3,,3,0,0,0,2,1,0,0,1,1,0,3,2.0,2.0,3.0,0.0,0,5
Keagan Johnson,144848,WR,NEW MEXICO,1,1,1,0,0.0,0,0,5,0,1,1,10.0,250.0,0,0,241,0,0,67.8,70.3,79.0,,,68.3,63.2,66.5,5,0,135,7,33,33,0,0,8,8,0,5,10.0,10.0,5.0,4.09,0,5
RJ Garcia II,144591,WR,BOWL GREEN,1,1,0,1,100.0,38,0,38,0,0,0,5.0,0.0,1,1,122,0,0,66.5,65.1,78.9,,,60.5,69.4,62.9,38,0,34,4,32,21,0,0,6,5,0,38,5.0,5.0,38.0,1.06,0,5
Caleb Junko,144026,P,PITTSBURGH,1,1,0,0,0.0,0,0,-6,0,0,0,0.0,0.0,0,0,268,1,0,11.1,60.0,70.3,,,,60.0,,-6,0,0,0,0,1,0,0,0,1,0,-6,0.0,0.0,-6.0,,0,5
Daylon Gordon,143915,HB,GA TECH,1,1,0,0,0.0,0,0,4,0,0,0,3.0,0.0,0,0,176,0,0,62.5,55.3,68.5,,63.8,57.9,57.7,60.0,4,0,0,0,3,2,0,0,0,1,0,4,3.0,3.0,4.0,0.0,1,5
Jamarion Morrow,199997,HB,TEXAS A&M,1,1,0,0,0.0,0,0,1,0,0,0,3.0,0.0,0,0,312,0,1,62.5,56.7,67.5,,,56.9,59.7,,1,0,0,0,3,1,0,0,0,1,0,1,3.0,3.0,1.0,0.0,0,5
Jaquez Moore,143866,HB,DUKE,1,1,0,0,,0,0,0,0,0,0,0.0,0.0,0,0,154,0,0,62.5,55.9,68.4,,70.0,57.8,57.5,,0,0,0,0,3,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,5
Larenzo McMillan,138489,HB,NEW MEX ST,1,1,0,0,0.0,0,0,3,0,0,0,3.0,0.0,0,0,242,0,1,62.5,53.2,63.4,,,,57.6,,3,0,0,0,0,1,0,0,0,1,0,3,3.0,3.0,3.0,,0,5
Kris Hutson,131713,WR,ARIZONA,1,1,0,0,0.0,0,0,-1,1,0,0,0.0,0.0,0,0,109,0,0,67.4,58.5,79.7,,,60.1,59.4,44.7,-1,0,67,6,45,16,0,0,10,7,0,-1,0.0,0.0,-1.0,1.49,0,5
Jason Patterson,184636,HB,KENTUCKY,1,1,0,0,0.0,0,0,3,0,1,0,4.0,200.0,0,0,202,0,0,67.5,54.9,68.6,,6.1,63.9,59.6,,3,0,3,1,3,1,0,0,1,2,0,3,4.0,4.0,3.0,1.0,1,5
Hardley Gilmore,184632,WR,KENTUCKY,1,1,0,0,,0,0,0,0,0,0,0.0,0.0,0,0,202,0,0,62.5,60.7,73.3,,,56.0,59.9,76.6,0,0,0,0,7,10,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,5
Christian Vaughn,184181,HB,HAWAII,1,1,0,0,0.0,0,0,1,0,0,0,1.0,0.0,0,0,180,0,0,62.5,59.2,66.8,,67.9,60.0,59.6,,1,0,0,0,1,1,0,0,0,1,0,1,1.0,1.0,1.0,0.0,1,5
Arrington Maiden,184715,QB,MEMPHIS,1,1,0,0,0.0,0,0,-2,0,0,0,1.0,0.0,0,0,218,0,0,62.5,54.2,67.4,,,,57.3,60.0,-2,0,0,0,0,4,0,0,0,1,0,-2,1.0,1.0,-2.0,,1,5
CJ Carr,184093,QB,NOTRE DAME,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,258,0,0,68.7,69.1,76.5,66.9,,,63.1,60.0,14,1,0,0,0,27,14,1,0,0,0,14,0.0,0.0,14.0,,0,5
Drake Lindsey,184727,QB,MINNESOTA,1,1,0,0,0.0,0,0,-3,0,0,0,0.0,0.0,0,0,225,0,0,69.8,80.1,76.3,79.1,,,60.0,60.0,-3,0,0,0,0,16,0,0,0,1,0,-3,0.0,0.0,-3.0,,0,5
Dylan Lee,184832,HB,IOWA STATE,1,1,0,0,0.0,0,0,5,0,0,0,3.0,0.0,0,0,193,0,1,62.5,66.4,67.9,,,59.8,63.4,58.3,5,0,0,0,1,5,0,0,0,1,0,5,3.0,3.0,5.0,0.0,0,5
Jackson Bennee,183856,S,UTAH,1,1,1,0,0.0,0,0,14,1,0,1,8.0,400.0,1,1,328,0,1,64.3,54.9,72.8,,,48.8,63.3,60.6,14,0,3,1,6,6,0,0,3,2,0,14,8.0,8.0,14.0,0.5,0,5
Jacqawn McRoy,184856,T,ARKANSAS,1,1,0,0,0.0,0,0,1,0,0,0,1.0,0.0,0,1,111,0,0,62.5,64.9,68.0,,,,62.3,57.5,1,0,0,0,0,3,0,0,0,1,1,1,1.0,1.0,1.0,,0,5
Isaiah Marshall,183809,QB,KANSAS,1,1,0,1,100.0,20,0,20,0,0,0,6.0,0.0,1,1,198,0,1,62.5,66.8,63.6,,,,63.1,,20,0,0,0,0,1,0,0,0,1,0,20,6.0,6.0,20.0,,0,5
Rocco Conti,186412,FB,AIR FORCE,1,1,0,0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,101,0,1,62.5,53.7,67.6,,,,57.9,58.0,2,0,0,0,0,3,0,0,0,1,0,2,0.0,0.0,2.0,,0,5
Jordan Gant,159654,HB,AKRON,1,31,2,3,42.8,74,0,173,0,1,2,84.0,23.9,4,6,102,0,1,79.3,72.3,77.1,,24.8,65.7,73.2,60.0,36,0,28,3,22,33,0,0,6,34,0,173,84.0,2.71,5.6,1.27,30,6
Jadan Baugh,184417,HB,FLORIDA,1,27,6,1,15.0,16,0,107,0,1,6,68.0,58.8,3,6,163,0,6,78.7,68.8,78.3,,79.9,60.7,66.6,60.0,16,0,16,3,16,29,0,0,3,30,1,107,68.0,2.52,4.0,1.0,21,6
Tavierre Dunlap,132720,HB,E MICHIGAN,1,23,2,0,0.0,0,0,79,0,1,2,64.0,29.8,2,6,160,0,2,77.5,64.8,76.9,,81.1,79.6,61.5,55.4,11,0,23,5,10,33,0,0,5,28,0,79,64.0,2.78,3.4,2.3,21,6
Liam Szarka,197814,QB,AIR FORCE,1,23,7,1,38.1,61,0,154,0,0,6,58.0,71.9,3,8,101,1,16,46.8,69.6,76.6,62.1,,,68.4,60.0,61,0,0,0,0,41,6,1,0,22,2,160,62.0,2.7,7.0,,1,6
Khalil Wilkins,189946,QB,W VIRGINIA,1,23,4,0,0.0,0,0,66,0,0,2,39.0,27.0,1,5,343,0,5,74.9,58.4,20.5,63.4,,,57.5,60.0,11,1,0,0,0,40,23,6,0,17,1,89,64.0,2.78,3.9,,9,6
Ca'Lil Valentine,183515,HB,ILLINOIS,1,22,3,2,43.2,41,0,95,1,0,3,51.0,31.6,3,5,187,0,6,77.3,58.4,74.6,,65.5,29.6,61.9,59.2,25,0,0,0,7,27,0,0,1,22,1,95,51.0,2.32,4.3,0.0,16,6
Myles Montgomery,144232,HB,UCF,1,22,9,2,46.4,51,0,110,0,1,9,74.0,140.2,4,7,323,0,6,77.3,68.9,77.8,,14.7,55.8,74.7,55.8,29,0,5,2,25,31,0,0,3,24,2,110,74.0,3.36,5.0,0.2,15,6
Jam Miller,157003,HB,ALABAMA,1,22,2,2,30.9,42,0,136,0,0,2,57.0,22.5,5,7,103,0,13,77.5,73.0,77.1,,81.5,54.8,73.1,60.0,22,0,8,1,17,26,0,0,1,23,1,136,57.0,2.59,6.2,0.47,9,6
Cale Hellums,170981,QB,ARMY,1,21,2,0,0.0,0,0,63,0,0,2,24.0,13.3,1,8,114,0,3,76.5,74.7,74.9,65.4,,,69.2,60.0,13,0,0,0,0,32,18,2,0,19,3,81,27.0,1.29,3.9,,9,6
Kiael Kelly,145634,QB,BALL ST,1,21,12,2,36.5,35,0,73,0,0,8,62.0,220.4,3,5,117,0,14,74.6,69.9,77.5,63.3,,,68.9,60.0,20,0,0,0,0,36,23,6,0,15,1,96,100.0,4.76,4.6,,1,6
Lincoln Pare,121537,HB,TEXAS ST,1,21,5,2,31.4,33,0,105,0,0,5,72.0,74.5,4,9,314,1,8,77.3,74.9,76.0,,74.2,67.5,73.6,56.3,18,0,10,2,11,30,0,0,2,23,2,105,72.0,3.43,5.0,0.91,13,6
Rueben Owens II,172590,HB,TEXAS A&M,1,21,3,3,50.0,71,0,142,0,0,3,86.0,55.8,3,5,312,0,9,77.0,76.7,76.3,,79.4,65.0,75.3,59.9,37,0,19,1,13,24,0,0,1,22,0,142,86.0,4.1,6.8,1.46,12,6
LJ Martin,175035,HB,BYU,1,21,7,1,35.6,32,0,90,0,0,7,50.0,72.5,1,9,128,0,2,77.0,69.8,77.4,,58.6,60.9,72.3,48.3,32,1,21,2,14,38,0,0,2,23,2,90,50.0,2.38,4.3,1.5,19,6
Kentrel Bullock,124129,HB,S ALABAMA,1,21,5,0,0.0,0,0,86,0,0,5,57.0,59.0,0,5,288,0,11,77.0,80.7,74.3,,76.1,82.4,77.0,57.6,9,0,25,2,7,25,0,0,2,23,0,86,57.0,2.71,4.1,3.57,10,6
Lucky Sutton,158807,HB,S DIEGO ST,1,21,3,1,14.2,16,0,113,0,0,3,60.0,40.8,3,6,284,0,4,77.0,86.4,73.9,,80.2,58.7,81.8,60.0,16,0,0,0,2,23,0,0,0,21,2,113,60.0,2.86,5.4,0.0,17,6
Dontae McMillan,103994,HB,E MICHIGAN,1,20,4,3,42.7,50,0,117,0,0,4,72.0,65.5,3,5,160,0,5,76.7,69.9,75.9,,78.3,73.6,68.7,52.1,17,0,46,2,13,33,0,0,2,22,1,117,72.0,3.6,5.9,3.54,15,6
Jordan Brunson,123342,HB,MIAMI OH,1,20,4,0,0.0,0,0,73,0,0,4,63.0,63.0,1,4,221,0,0,76.7,60.7,75.5,,45.5,55.9,61.5,63.8,10,0,0,0,8,32,0,0,0,20,0,73,63.0,3.15,3.7,0.0,20,6
Cameron Dickey,184897,HB,TEXAS TECH,1,20,7,1,21.9,21,0,96,0,0,7,73.0,121.7,2,8,315,1,9,32.8,66.5,76.9,,37.4,63.8,65.7,68.6,21,0,69,1,14,27,0,0,2,21,0,96,73.0,3.65,4.8,4.93,11,6
Xavier Terrell,169927,HB,FAU,1,20,0,0,0.0,0,0,69,0,0,0,32.0,0.0,1,4,165,0,8,76.7,60.1,75.3,,76.1,54.2,61.1,60.0,11,0,-1,1,22,21,0,0,1,21,0,69,32.0,1.6,3.5,-0.05,12,6
J'Koby Williams,191359,HB,TEXAS TECH,1,20,2,2,37.6,41,0,109,1,1,2,60.0,40.9,3,8,315,0,4,76.7,64.6,76.0,,38.8,48.7,68.7,60.0,23,0,6,2,16,21,0,0,3,22,2,109,60.0,3.0,5.5,0.38,16,6
Dequan Finn,97804,QB,MIAMI OH,1,20,0,2,36.0,36,0,74,0,0,0,14.0,0.0,5,5,221,1,3,46.1,72.2,77.6,76.6,,,59.5,60.0,21,0,0,0,0,44,26,4,0,16,0,100,16.0,0.8,5.0,,6,6
Justice Haynes,172379,HB,MICHIGAN,1,19,4,2,56.4,66,0,117,0,0,4,50.0,55.4,3,6,222,0,7,76.7,68.2,78.1,,32.3,48.9,72.2,60.0,43,0,0,0,20,22,0,0,0,19,2,117,50.0,2.63,6.2,0.0,11,6
Quinton Jackson,163001,HB,RICE,1,19,0,2,68.8,88,0,128,0,0,0,32.0,0.0,3,5,275,0,8,76.5,58.2,76.3,,52.5,55.9,63.3,40.9,68,0,0,0,5,29,0,0,0,19,1,128,32.0,1.68,6.7,0.0,11,6
Anthony Hankerson,157691,HB,OREGON ST,1,19,4,1,35.9,23,0,64,0,0,4,45.0,45.1,1,5,265,0,11,76.7,62.6,77.2,,83.2,58.6,61.8,60.0,23,0,11,2,22,21,0,0,2,21,0,64,45.0,2.37,3.4,0.5,8,6
Rashod Dubinion,157020,HB,APP STATE,1,19,8,2,48.0,47,0,98,0,1,8,74.0,175.3,2,6,108,1,6,31.0,62.6,76.3,,37.9,57.1,64.2,59.9,29,0,-4,1,13,22,0,0,2,20,1,98,74.0,3.89,5.2,-0.31,12,6
Tucker Kilcrease,156863,QB,TROY,1,19,2,1,35.8,34,0,75,0,0,1,31.0,15.8,1,4,318,1,6,40.8,68.8,76.8,73.4,,,59.2,60.0,34,1,0,0,0,40,20,5,0,14,1,95,34.0,1.79,5.0,,4,6
Tae Meadows,156865,HB,TROY,1,18,0,1,20.5,17,0,83,0,0,0,50.0,0.0,3,4,318,0,7,76.2,63.9,75.8,,78.8,53.9,64.1,59.0,17,0,0,0,14,24,0,0,0,18,1,83,50.0,2.78,4.6,0.0,11,6
Abu Sama III,174686,HB,IOWA STATE,1,18,8,3,55.2,53,0,96,1,0,8,60.0,133.3,3,4,193,1,6,32.2,60.9,77.0,,76.6,44.9,64.3,67.5,20,0,8,2,22,24,0,0,3,20,0,96,60.0,3.33,5.3,0.36,10,6
Kendrick Raphael,170378,HB,CAL,1,18,6,1,43.3,29,0,67,1,2,6,81.0,171.4,1,5,130,0,3,76.5,73.0,77.1,,72.7,54.4,77.1,59.9,29,0,25,3,21,21,0,0,5,21,2,67,81.0,4.5,3.7,1.19,15,6
Blake Horvath,162555,QB,NAVY,1,18,1,1,46.1,59,0,90,0,0,0,34.0,0.0,4,5,237,2,14,24.8,88.2,20.0,94.3,,,54.0,60.0,59,2,0,0,0,26,38,3,0,15,1,128,60.0,3.33,7.1,,0,6
Jordan Fuller,149418,HB,JAMES MAD,1,18,3,2,38.3,36,0,94,0,0,3,55.0,50.9,3,6,197,0,12,76.5,68.9,75.6,,73.6,56.8,67.9,59.2,21,0,0,0,3,25,0,0,0,18,0,94,55.0,3.06,5.2,0.0,6,6
Makhi Frazier,190321,HB,MICH STATE,1,18,1,1,25.9,15,0,58,0,2,1,35.0,26.5,3,3,223,0,6,76.2,63.8,77.1,,17.6,67.9,65.0,60.0,15,0,17,4,15,20,0,0,5,22,0,58,35.0,1.94,3.2,1.13,11,6
Jonah Coleman,158717,HB,WASHINGTON,1,18,4,0,0.0,0,0,57,0,4,4,38.0,65.0,0,7,340,0,7,76.5,72.4,79.1,,52.4,72.9,73.3,60.0,6,0,47,8,35,21,0,0,8,26,1,57,38.0,2.11,3.2,1.34,11,6
Jo Silver,164549,HB,DELAWARE,1,17,2,0,0.0,0,0,47,0,0,2,20.0,10.7,1,3,151,0,6,75.9,71.0,77.3,,41.1,78.2,68.5,75.2,11,0,55,5,21,26,0,0,7,22,0,47,20.0,1.18,2.8,2.62,10,6
